device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 2165.206845310 51.0 4.0 4.0 30 30 1778 1757
H 2165.210171220 97.0 100.0 38.0 30 30 1782 1757
E 2165.255848292 50.0 4.0 5.0 30 30 1779 1757
H 2165.259176428 97.0 100.0 40.0 30 30 1781 1757
E 2165.304850994 50.0 5.0 7.0 30 30 1791 1757
H 2165.308177772 97.0 100.0 39.0 30 30 1800 1757
E 2165.354199230 50.0 5.0 11.0 30 30 1807 1757
H 2165.357800786 97.0 100.0 38.0 30 30 1808 1757
E 2165.412657406 49.0 6.0 17.0 30 30 1787 1757
H 2165.416249708 97.0 100.0 38.0 30 30 1752 1757
E 2165.461660150 48.0 7.0 24.0 30 30 1739 1757
H 2165.465251920 97.0 100.0 38.0 30 30 1736 1757
E 2165.520463538 48.0 8.0 32.0 30 30 1736 1757
H 2165.524053712 97.0 100.0 40.0 30 30 1739 1757
E 2165.579380158 47.0 9.0 41.0 30 30 1740 1757
H 2165.583167718 97.0 95.0 43.0 30 30 1736 1757
E 2165.638070048 43.0 11.0 51.0 30 30 1732 1757
H 2165.641933642 97.0 93.0 43.0 30 30 1732 1757
E 2165.687169392 38.0 12.0 62.0 30 30 1736 1757
H 2165.691035156 97.0 89.0 44.0 30 30 1736 1757
E 2165.736075704 33.0 14.0 81.0 30 30 1738 1757
H 2165.740036416 97.0 82.0 46.0 30 30 1740 1757
E 2165.785745702 26.0 15.0 99.0 30 30 1739 1757
H 2165.789543664 96.0 80.0 46.0 30 30 1742 1757
E 2165.843881430 16.0 16.0 100.0 30 30 1743 1757
H 2165.847833602 97.0 82.0 44.0 30 30 1743 1757
E 2165.892885504 8.0 16.0 100.0 30 30 1743 1757
H 2165.896844816 96.0 87.0 40.0 30 30 1744 1757
E 2165.941887674 2.0 16.0 100.0 30 30 1745 1757
H 2165.945753172 97.0 90.0 35.0 30 30 1745 1757
E 2166.020804070 2.0 16.0 100.0 30 30 1747 1757
H 2166.024577532 97.0 94.0 31.0 30 30 1743 1757
E 2166.079583070 2.0 15.0 95.0 30 30 1747 1757
H 2166.083084736 97.0 99.0 27.0 30 30 1747 1758
E 2166.128584918 3.0 15.0 84.0 30 30 1753 1757
H 2166.132368040 96.0 100.0 24.0 30 30 1753 1757
E 2166.177499644 4.0 14.0 73.0 30 30 1759 1757
H 2166.181403166 97.0 100.0 23.0 30 30 1765 1757
E 2166.236416670 4.0 14.0 61.0 30 30 1773 1757
H 2166.240321606 97.0 100.0 23.0 30 30 1775 1757
E 2166.295194494 5.0 14.0 51.0 30 30 1776 1757
H 2166.298977966 97.0 100.0 22.0 30 30 1779 1757
E 2166.353998358 6.0 15.0 43.0 30 30 1781 1757
H 2166.357781844 97.0 100.0 21.0 30 30 1780 1757
E 2166.403131918 7.0 17.0 38.0 30 30 1778 1757
H 2166.406819966 97.0 100.0 19.0 30 30 1777 1757
E 2166.452147458 9.0 18.0 34.0 30 30 1773 1761
H 2166.455836738 96.0 100.0 19.0 30 30 1774 1760
E 2166.510807374 11.0 21.0 30.0 30 30 1776 1760
H 2166.514583062 97.0 100.0 19.0 30 30 1779 1760
E 2166.559807430 13.0 23.0 28.0 30 30 1781 1761
H 2166.563725932 97.0 100.0 18.0 30 30 1782 1761
E 2166.618525194 14.0 24.0 24.0 30 30 1781 1760
H 2166.622388998 97.0 100.0 18.0 30 30 1783 1760
E 2166.667783130 15.0 25.0 22.0 30 30 1785 1760
H 2166.671550362 97.0 100.0 17.0 30 30 1786 1757
E 2166.726331592 16.0 26.0 21.0 30 30 1787 1757
H 2166.730347030 97.0 100.0 17.0 30 30 1786 1757
E 2166.785135176 16.0 28.0 19.0 30 30 1788 1757
H 2166.789007688 96.0 100.0 17.0 30 30 1786 1757
E 2166.843938788 17.0 30.0 18.0 30 30 1779 1760
H 2166.847811160 97.0 100.0 17.0 30 30 1777 1762
E 2166.902995590 18.0 31.0 16.0 30 30 1774 1762
H 2166.906674230 97.0 100.0 16.0 30 30 1771 1762
E 2166.961662352 18.0 32.0 15.0 30 30 1773 1763
H 2166.965439118 96.0 97.0 15.0 30 30 1775 1761
E 2167.030660280 18.0 33.0 15.0 30 30 1778 1760
H 2167.034444900 96.0 94.0 15.0 30 30 1779 1761
E 2167.079668498 18.0 35.0 15.0 30 30 1779 1761
H 2167.083454812 96.0 92.0 15.0 30 30 1778 1761
E 2167.128783774 20.0 37.0 15.0 30 30 1777 1762
H 2167.132463240 96.0 91.0 16.0 30 30 1776 1762
E 2167.187498066 23.0 38.0 15.0 30 30 1768 1762
H 2167.191295244 96.0 88.0 15.0 30 30 1761 1761
E 2167.236356834 25.0 40.0 15.0 30 30 1760 1763
H 2167.240389702 96.0 86.0 15.0 30 30 1774 1764
E 2167.285362042 27.0 42.0 14.0 30 30 1785 1763
H 2167.289353246 96.0 83.0 15.0 30 30 1793 1766
E 2167.334477906 29.0 43.0 14.0 30 30 1803 1768
H 2167.338371670 96.0 81.0 15.0 30 30 1803 1766
E 2167.393264564 31.0 44.0 14.0 30 30 1815 1768
H 2167.397129810 97.0 81.0 14.0 30 30 1822 1766
E 2167.442171072 34.0 46.0 14.0 30 30 1825 1766
H 2167.446134528 97.0 78.0 15.0 30 30 1825 1765
E 2167.491170834 39.0 46.0 14.0 30 30 1824 1764
H 2167.495233382 97.0 77.0 15.0 30 30 1823 1761
E 2167.540289218 43.0 48.0 14.0 30 30 1817 1760
H 2167.544151692 97.0 76.0 14.0 30 30 1808 1757
E 2167.598979906 48.0 50.0 14.0 30 30 1801 1757
H 2167.602940072 97.0 77.0 13.0 30 30 1790 1757
E 2167.647982342 52.0 50.0 14.0 30 30 1778 1757
H 2167.651973504 96.0 78.0 13.0 30 30 1764 1757
E 2167.706785842 58.0 52.0 14.0 30 30 1743 1757
H 2167.710746610 97.0 79.0 13.0 30 30 1739 1757
E 2167.755902504 62.0 53.0 15.0 30 30 1738 1757
H 2167.759766980 97.0 82.0 14.0 30 30 1740 1757
E 2167.814694188 67.0 52.0 15.0 30 30 1738 1757
H 2167.818559294 97.0 89.0 15.0 30 30 1738 1757
E 2167.873395236 72.0 51.0 15.0 30 30 1739 1757
H 2167.877361660 97.0 96.0 15.0 30 30 1739 1757
E 2167.922397826 76.0 50.0 15.0 30 30 1738 1757
H 2167.926461200 97.0 100.0 16.0 30 30 1737 1757
E 2168.001868426 80.0 51.0 15.0 30 30 1737 1757
H 2168.005369546 97.0 100.0 18.0 30 30 1737 1757
E 2168.060194946 84.0 53.0 16.0 30 30 1736 1757
H 2168.063882518 97.0 100.0 20.0 30 30 1736 1757
E 2168.109093726 87.0 53.0 16.0 30 30 1735 1757
H 2168.112970214 97.0 100.0 23.0 30 30 1734 1757
E 2168.158010552 90.0 51.0 16.0 30 30 1734 1757
H 2168.161873642 97.0 100.0 25.0 30 30 1737 1757
E 2168.207227790 93.0 50.0 16.0 30 30 1737 1757
H 2168.210993958 97.0 100.0 25.0 30 30 1737 1757
E 2168.265816586 96.0 48.0 15.0 30 30 1739 1757
H 2168.269790052 97.0 100.0 25.0 30 30 1741 1757
E 2168.324620660 98.0 47.0 15.0 30 30 1747 1757
H 2168.328493774 97.0 100.0 25.0 30 30 1747 1757
E 2168.383423950 100.0 44.0 14.0 30 30 1748 1757
H 2168.387289252 97.0 100.0 26.0 30 30 1746 1757
E 2168.442340136 101.0 42.0 14.0 30 30 1747 1757
H 2168.446234446 97.0 100.0 27.0 30 30 1749 1757
E 2168.501030334 101.0 40.0 13.0 30 30 1748 1757
H 2168.504981372 97.0 100.0 26.0 30 30 1749 1757
E 2168.550159778 102.0 38.0 13.0 30 30 1748 1757
H 2168.553927318 97.0 100.0 26.0 30 30 1754 1757
E 2168.608836382 102.0 36.0 13.0 30 30 1758 1757
H 2168.612926188 97.0 100.0 26.0 30 30 1760 1757
E 2168.667840880 102.0 34.0 13.0 30 30 1763 1757
H 2168.671605438 97.0 100.0 25.0 30 30 1766 1757
E 2168.726582906 102.0 32.0 12.0 30 30 1765 1757
H 2168.730348052 97.0 100.0 24.0 30 30 1770 1757
E 2168.775442150 102.0 31.0 12.0 30 30 1772 1757
H 2168.779545242 97.0 100.0 24.0 30 30 1777 1757
E 2168.834337378 102.0 31.0 12.0 30 30 1776 1757
H 2168.838203016 97.0 100.0 23.0 30 30 1778 1757
E 2168.883505896 102.0 31.0 13.0 30 30 1777 1757
H 2168.887361916 97.0 100.0 23.0 30 30 1774 1757
E 2168.942056416 102.0 30.0 14.0 30 30 1767 1757
H 2168.945920542 97.0 100.0 23.0 30 30 1763 1760
E 2169.020859132 103.0 33.0 15.0 30 30 1764 1761
H 2169.024727542 97.0 100.0 24.0 30 30 1759 1762
E 2169.079662380 103.0 37.0 15.0 30 30 1761 1762
H 2169.083532428 97.0 100.0 25.0 30 30 1761 1762
E 2169.138577362 103.0 40.0 15.0 30 30 1762 1761
H 2169.142345056 97.0 100.0 26.0 30 30 1759 1760
E 2169.197357482 104.0 42.0 15.0 30 30 1760 1762
H 2169.201363610 97.0 100.0 28.0 30 30 1765 1763
E 2169.246272096 105.0 44.0 15.0 30 30 1763 1763
H 2169.250225402 97.0 100.0 29.0 30 30 1763 1761
E 2169.295375612 105.0 48.0 16.0 30 30 1764 1763
H 2169.299143516 97.0 100.0 30.0 30 30 1756 1762
E 2169.344391026 107.0 50.0 17.0 30 30 1755 1763
H 2169.348158062 97.0 100.0 30.0 30 30 1755 1763
E 2175.697433478 103.0 15.0 17.0 20 20 1786 1766
H 2175.701426040 88.0 10.0 19.0 20 20 1792 1768
E 2175.756378756 102.0 15.0 21.0 20 20 1799 1767
H 2175.760146884 88.0 10.0 17.0 20 20 1806 1767
E 2175.805366506 101.0 14.0 26.0 20 20 1812 1763
H 2175.809275460 88.0 10.0 16.0 20 20 1816 1763
E 2175.854354970 100.0 13.0 31.0 20 20 1812 1760
H 2175.858249728 88.0 10.0 14.0 20 20 1813 1761
E 2175.913139220 98.0 13.0 34.0 20 20 1809 1761
H 2175.917042056 88.0 10.0 13.0 20 20 1802 1757
E 2175.962046288 94.0 13.0 37.0 20 20 1794 1757
H 2175.966047502 88.0 9.0 12.0 20 20 1787 1757
E 2176.031047002 89.0 14.0 38.0 20 20 1780 1757
H 2176.034635860 88.0 9.0 11.0 20 20 1777 1757
E 2176.080166702 86.0 13.0 39.0 20 20 1774 1757
H 2176.084175532 88.0 9.0 11.0 20 20 1759 1757
E 2176.138857796 80.0 13.0 43.0 20 20 1744 1757
H 2176.142953006 88.0 9.0 10.0 20 20 1739 1757
E 2176.187860302 75.0 13.0 45.0 20 20 1735 1757
H 2176.191955708 88.0 8.0 9.0 20 20 1737 1757
E 2176.236863032 70.0 13.0 47.0 20 20 1738 1757
H 2176.240955246 88.0 8.0 9.0 20 20 1736 1757
E 2176.285978546 65.0 12.0 49.0 20 20 1736 1757
H 2176.289881914 88.0 11.0 8.0 20 20 1737 1757
E 2176.344668702 59.0 12.0 50.0 20 20 1737 1757
H 2176.348668558 88.0 13.0 7.0 20 20 1736 1757
E 2176.393672230 54.0 11.0 49.0 20 20 1737 1757
H 2176.397688284 88.0 16.0 7.0 20 20 1737 1757
E 2176.442674638 49.0 10.0 48.0 20 20 1736 1757
H 2176.446688704 88.0 20.0 7.0 20 20 1735 1757
E 2176.491790082 45.0 10.0 47.0 20 20 1732 1757
H 2176.495693758 88.0 22.0 7.0 20 20 1732 1757
E 2176.550480686 40.0 10.0 45.0 20 20 1732 1757
H 2176.554479156 88.0 24.0 9.0 20 20 1732 1757
E 2176.599480952 35.0 9.0 45.0 20 20 1736 1757
H 2176.602983654 88.0 25.0 11.0 20 20 1737 1757
E 2176.648584594 31.0 10.0 47.0 20 20 1740 1757
H 2176.652359078 88.0 24.0 12.0 20 20 1740 1757
E 2176.698154940 28.0 10.0 53.0 20 20 1740 1757
H 2176.701932322 88.0 24.0 11.0 20 20 1743 1757
E 2176.756419972 22.0 10.0 58.0 20 20 1744 1757
H 2176.760191082 88.0 25.0 9.0 20 20 1743 1757
E 2176.805422576 17.0 10.0 59.0 20 20 1744 1757
H 2176.809196640 88.0 25.0 9.0 20 20 1742 1757
E 2176.854523362 12.0 11.0 61.0 20 20 1741 1757
H 2176.858203514 88.0 25.0 8.0 20 20 1742 1757
E 2176.903413434 7.0 11.0 65.0 20 20 1748 1757
H 2176.907325496 88.0 25.0 7.0 20 20 1755 1757
E 2176.962104654 2.0 13.0 73.0 20 20 1759 1757
H 2176.966107394 88.0 24.0 7.0 20 20 1759 1757
E 2177.031108266 2.0 15.0 82.0 20 20 1765 1757
H 2177.034709262 88.0 27.0 6.0 20 20 1770 1757
E 2177.080110436 2.0 19.0 90.0 20 20 1772 1757
