device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 921.424351480 5.0 8.0 16.0 50 50 1751 1764
H 921.427997192 5.0 6.0 4.0 50 50 1751 1765
E 921.473353580 5.0 8.0 15.0 50 50 1751 1765
H 921.476999250 5.0 6.0 4.0 50 50 1752 1764
E 921.522356086 5.0 8.0 13.0 50 50 1752 1764
H 921.526001028 5.0 6.0 4.0 50 50 1752 1763
E 921.571470060 5.0 8.0 12.0 50 50 1752 1764
H 921.575121386 5.0 6.0 4.0 50 50 1753 1765
E 921.630160776 5.0 8.0 11.0 50 50 1754 1765
H 921.633803128 5.0 6.0 4.0 50 50 1756 1763
E 921.679163198 5.0 9.0 11.0 50 50 1756 1763
H 921.682805564 5.0 6.0 4.0 50 50 1755 1764
E 921.728165186 5.0 10.0 12.0 50 50 1756 1764
H 921.731893526 5.0 6.0 4.0 50 50 1756 1764
E 921.777281064 5.0 14.0 11.0 50 50 1757 1762
H 921.780911362 5.0 6.0 4.0 50 50 1754 1758
E 921.835974412 5.0 21.0 10.0 50 50 1752 1760
H 921.839796300 5.0 6.0 4.0 50 50 1751 1761
E 921.884976680 5.0 24.0 10.0 50 50 1755 1760
H 921.888801270 5.0 7.0 4.0 50 50 1755 1758
E 921.933978850 5.0 27.0 10.0 50 50 1757 1758
H 921.937802978 5.0 9.0 5.0 50 50 1759 1760
E 922.003094434 6.0 32.0 11.0 50 50 1760 1758
H 922.006417474 5.0 14.0 6.0 50 50 1765 1760
E 922.061783848 8.0 39.0 13.0 50 50 1771 1760
H 922.065197510 5.0 20.0 9.0 50 50 1773 1760
E 922.110785990 8.0 44.0 15.0 50 50 1772 1760
H 922.114611798 5.0 23.0 11.0 50 50 1774 1760
E 922.159788160 9.0 49.0 16.0 50 50 1772 1760
H 922.163613338 5.0 26.0 13.0 50 50 1775 1760
E 922.208903800 9.0 53.0 16.0 50 50 1773 1757
H 922.212632560 5.0 28.0 15.0 50 50 1777 1761
E 922.267589042 9.0 52.0 16.0 50 50 1781 1762
H 922.271460518 5.0 28.0 14.0 50 50 1782 1761
E 922.316591240 9.0 57.0 16.0 50 50 1780 1761
H 922.320555270 5.0 29.0 14.0 50 50 1787 1761
E 922.365593382 9.0 66.0 17.0 50 50 1790 1764
H 922.369574226 5.0 32.0 14.0 50 50 1791 1766
E 922.414709092 10.0 74.0 19.0 50 50 1794 1768
H 922.418299728 5.0 35.0 15.0 50 50 1798 1768
E 922.473398506 14.0 78.0 19.0 50 50 1802 1770
H 922.477085574 5.0 38.0 16.0 50 50 1806 1769
E 922.522400732 17.0 81.0 20.0 50 50 1811 1772
H 922.526088010 5.0 41.0 16.0 50 50 1825 1773
E 922.571402986 22.0 82.0 21.0 50 50 1820 1772
H 922.575090110 5.0 44.0 16.0 50 50 1732 1774
E 922.621071766 26.0 78.0 21.0 50 50 1731 1774
H 922.624760542 5.0 45.0 16.0 50 50 1731 1774
E 922.679211988 30.0 75.0 20.0 50 50 1732 1773
H 922.682899098 5.0 45.0 22.0 50 50 1732 1773
E 922.728214382 33.0 73.0 19.0 50 50 1732 1772
H 922.731900260 5.0 45.0 26.0 50 50 1731 1772
E 922.777251384 36.0 70.0 18.0 50 50 1823 1772
H 922.780943716 5.0 44.0 24.0 50 50 1820 1773
E 922.826332080 39.0 69.0 18.0 50 50 1821 1772
H 922.830023194 5.0 42.0 22.0 50 50 1825 1773
E 922.885017224 43.0 72.0 18.0 50 50 1826 1774
H 922.888737486 5.0 41.0 21.0 50 50 1826 1772
E 922.934019450 46.0 72.0 18.0 50 50 1826 1773
H 922.937847456 5.0 39.0 20.0 50 50 1732 1773
E 923.003021606 48.0 70.0 16.0 50 50 1732 1773
H 923.006432650 5.0 38.0 21.0 50 50 1822 1773
E 923.052137330 51.0 68.0 15.0 50 50 1822 1772
H 923.055866454 5.0 37.0 21.0 50 50 1732 1773
E 923.110830916 55.0 66.0 15.0 50 50 1732 1773
H 923.114648744 5.0 35.0 22.0 50 50 1732 1773
E 923.159828942 57.0 65.0 15.0 50 50 1731 1773
H 923.163775094 5.0 35.0 21.0 50 50 1732 1772
E 923.208831154 59.0 69.0 16.0 50 50 1821 1774
H 923.212648324 5.0 39.0 21.0 50 50 1820 1774
E 923.257946738 61.0 73.0 16.0 50 50 1820 1774
H 923.261537150 5.0 42.0 22.0 50 50 1819 1774
E 923.316636082 65.0 71.0 16.0 50 50 1821 1774
H 923.320323990 5.0 43.0 21.0 50 50 1732 1775
E 923.365642690 68.0 71.0 16.0 50 50 1732 1775
H 923.369329548 5.0 43.0 21.0 50 50 1731 1775
E 923.414640366 71.0 72.0 16.0 50 50 1732 1774
H 923.418426246 5.0 44.0 22.0 50 50 1732 1775
E 923.463756160 74.0 72.0 16.0 50 50 1731 1774
H 923.467346278 5.0 42.0 22.0 50 50 1731 1774
E 923.522445434 77.0 71.0 16.0 50 50 1732 1773
H 923.526232980 5.0 40.0 20.0 50 50 1732 1774
E 923.571447814 80.0 72.0 17.0 50 50 1732 1774
H 923.575234380 5.0 39.0 20.0 50 50 1732 1774
E 923.620449886 83.0 73.0 17.0 50 50 1732 1774
H 923.624235738 5.0 39.0 20.0 50 50 1731 1772
E 923.669565512 86.0 78.0 18.0 50 50 1731 1771
H 923.673156218 5.0 42.0 20.0 50 50 1825 1772
E 923.728259196 90.0 85.0 21.0 50 50 1732 1773
H 923.731947510 5.0 47.0 19.0 50 50 1731 1774
E 923.777315518 93.0 86.0 23.0 50 50 1732 1774
H 923.781006408 5.0 48.0 20.0 50 50 1731 1774
E 923.826263410 97.0 88.0 23.0 50 50 1731 1773
H 923.830050704 5.0 48.0 20.0 50 50 1732 1774
E 923.875379260 100.0 96.0 25.0 50 50 1731 1775
H 923.879057298 5.0 49.0 20.0 50 50 1732 1775
E 923.934064418 104.0 100.0 26.0 50 50 1732 1775
H 923.938049868 5.0 52.0 21.0 50 50 1731 1775
E 924.003066616 107.0 100.0 25.0 50 50 1732 1776
H 924.006982766 5.0 52.0 22.0 50 50 1732 1776
E 924.052072916 110.0 100.0 24.0 50 50 1731 1776
H 924.055837544 5.0 52.0 22.0 50 50 1731 1775
E 924.101184370 113.0 100.0 24.0 50 50 1732 1774
H 924.105139356 5.0 52.0 23.0 50 50 1732 1774
E 924.159873826 115.0 100.0 25.0 50 50 1731 1775
H 924.163729174 5.0 54.0 26.0 50 50 1731 1775
E 924.208880070 117.0 100.0 27.0 50 50 1731 1774
H 924.212733472 5.0 57.0 30.0 50 50 1731 1775
E 924.257882156 119.0 100.0 29.0 50 50 1731 1775
H 924.261880920 5.0 60.0 35.0 50 50 1732 1775
E 924.306993680 121.0 100.0 31.0 50 50 1732 1774
H 924.310948358 5.0 62.0 38.0 50 50 1731 1774
E 924.365683038 121.0 100.0 34.0 50 50 1732 1774
H 924.369536678 5.0 65.0 40.0 50 50 1731 1775
E 924.414689436 122.0 100.0 36.0 50 50 1732 1775
H 924.418544574 5.0 70.0 41.0 50 50 1732 1775
E 924.463691802 122.0 100.0 38.0 50 50 1731 1774
H 924.467676384 5.0 74.0 41.0 50 50 1731 1774
E 924.512803060 123.0 100.0 37.0 50 50 1732 1774
H 924.516757150 5.0 73.0 40.0 50 50 1731 1774
E 924.571492418 123.0 100.0 37.0 50 50 1732 1774
H 924.575347416 5.0 71.0 41.0 50 50 1732 1775
E 924.620499068 123.0 100.0 36.0 50 50 1732 1775
H 924.624352358 5.0 72.0 41.0 50 50 1731 1775
E 924.669501140 123.0 100.0 35.0 50 50 1732 1775
H 924.673486702 5.0 72.0 41.0 50 50 1731 1775
E 924.719165832 123.0 100.0 33.0 50 50 1732 1775
H 924.723122232 5.0 68.0 39.0 50 50 1732 1774
E 924.777301882 123.0 100.0 33.0 50 50 1732 1775
H 924.781156880 5.0 66.0 39.0 50 50 1732 1774
E 924.826308308 123.0 100.0 34.0 50 50 1732 1774
H 924.830162620 5.0 70.0 40.0 50 50 1732 1774
E 924.875310506 123.0 100.0 35.0 50 50 1732 1774
H 924.879295886 5.0 75.0 41.0 50 50 1732 1774
E 924.924420574 123.0 100.0 33.0 50 50 1731 1774
H 924.928375756 5.0 76.0 42.0 50 50 1731 1775
E 925.003111290 123.0 100.0 32.0 50 50 1731 1774
H 925.006884906 5.0 78.0 45.0 50 50 1732 1775
E 925.052113544 123.0 100.0 31.0 50 50 1732 1775
H 925.055879418 5.0 79.0 48.0 50 50 1731 1774
E 925.101184874 124.0 100.0 31.0 50 50 1732 1774
H 925.105042980 5.0 78.0 49.0 50 50 1732 1775
E 925.150230178 124.0 100.0 32.0 50 50 1731 1774
H 925.154314412 5.0 78.0 50.0 50 50 1730 1774
E 925.208920670 124.0 100.0 33.0 50 50 1732 1774
H 925.212773722 5.0 80.0 52.0 50 50 1731 1774
E 925.257922910 124.0 100.0 34.0 50 50 1732 1774
H 925.261777432 5.0 80.0 54.0 50 50 1732 1775
E 925.307000386 124.0 100.0 36.0 50 50 1731 1774
