device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 2845.704787832 1.0 100.0 100.0 10 10
H 2845.708725332 1.0 100.0 100.0 10 10
E 2845.763510916 1.0 100.0 100.0 10 10
H 2845.767450516 1.0 100.0 100.0 10 10
E 2845.812478044 1.0 100.0 100.0 10 10
H 2845.816420500 1.0 100.0 100.0 10 10
E 2845.871280774 1.0 100.0 100.0 10 10
H 2845.875223356 1.0 100.0 100.0 10 10
E 2845.920397800 2.0 100.0 100.0 10 10
H 2845.924586992 1.0 100.0 100.0 10 10
E 2845.979085548 1.0 100.0 100.0 10 10
H 2846.003028844 1.0 100.0 100.0 10 10
E 2846.048125546 1.0 100.0 100.0 10 10
H 2846.051979578 1.0 100.0 100.0 10 10
E 2846.097090098 1.0 100.0 100.0 10 10
H 2846.100941302 1.0 100.0 100.0 10 10
E 2846.156007642 1.0 100.0 100.0 10 10
H 2846.159942104 1.0 100.0 100.0 10 10
E 2846.214695600 2.0 100.0 100.0 10 10
H 2846.218884064 1.0 100.0 100.0 10 10
E 2846.273498246 2.0 100.0 100.0 10 10
H 2846.277433940 1.0 100.0 100.0 10 10
E 2846.332343256 2.0 100.0 100.0 10 10
H 2846.336285824 1.0 100.0 100.0 10 10
E 2846.381417876 1.0 100.0 100.0 10 10
H 2846.385355936 1.0 100.0 100.0 10 10
E 2846.440105904 1.0 100.0 100.0 10 10
H 2846.444048752 1.0 100.0 100.0 10 10
E 2846.498908536 1.0 100.0 100.0 10 10
H 2846.503098134 1.0 100.0 100.0 10 10
E 2846.557711112 2.0 100.0 100.0 10 10
H 2846.561655780 1.0 100.0 100.0 10 10
E 2846.616673680 1.0 100.0 100.0 10 10
H 2846.620616514 1.0 100.0 100.0 10 10
E 2846.675316572 1.0 100.0 100.0 10 10
