device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T
E 314.238960302 101.0 72.0 17.0 10 10
E 314.297876474 108.0 78.0 17.0 10 10
E 314.356565706 114.0 76.0 16.0 10 10
E 314.405568030 118.0 71.0 17.0 10 10
E 314.454570200 121.0 66.0 18.0 10 10
E 314.503685770 122.0 61.0 19.0 10 10
E 314.562375002 122.0 57.0 23.0 10 10
E 314.611377326 121.0 53.0 30.0 10 10
E 314.660379566 120.0 49.0 40.0 10 10
E 314.709495220 117.0 46.0 51.0 10 10
E 314.768184480 113.0 45.0 61.0 10 10
E 314.817186804 108.0 44.0 67.0 10 10
E 314.866188974 102.0 43.0 72.0 10 10
E 314.915304558 95.0 42.0 75.0 10 10
E 314.973993776 87.0 42.0 75.0 10 10
E 315.042996170 80.0 42.0 75.0 10 10
E 315.091998368 74.0 42.0 75.0 10 10
E 315.141113896 67.0 42.0 76.0 10 10
E 315.199803324 60.0 44.0 79.0 10 10
E 315.248805494 54.0 47.0 81.0 10 10
E 315.297807734 48.0 50.0 81.0 10 10
E 315.346922926 43.0 55.0 82.0 10 10
E 315.405612746 39.0 62.0 88.0 10 10
E 315.454614986 35.0 67.0 98.0 10 10
E 315.503617072 30.0 70.0 100.0 10 10
E 315.552732138 27.0 71.0 100.0 10 10
E 315.611422042 24.0 72.0 100.0 10 10
E 315.660424338 21.0 73.0 100.0 10 10
E 315.709426648 19.0 75.0 100.0 10 10
E 315.758541714 17.0 75.0 100.0 10 10
E 315.817231450 15.0 71.0 100.0 10 10
E 315.866233830 14.0 70.0 100.0 10 10
E 315.915235986 12.0 70.0 100.0 10 10
E 315.965190716 10.0 70.0 100.0 10 10
E 316.043040956 8.0 67.0 97.0 10 10
E 316.092043238 7.0 65.0 92.0 10 10
E 316.141045380 5.0 65.0 89.0 10 10
E 316.190160348 5.0 69.0 86.0 10 10
E 316.248850182 5.0 75.0 81.0 10 10
E 316.297852548 7.0 81.0 77.0 10 10
E 316.346854718 8.0 89.0 74.0 10 10
E 316.395969882 11.0 97.0 70.0 10 10
E 316.454659744 16.0 100.0 64.0 10 10
E 316.503662040 21.0 100.0 60.0 10 10
E 316.552664196 26.0 100.0 56.0 10 10
E 316.601778450 30.0 100.0 52.0 10 10
E 316.660469124 37.0 100.0 47.0 10 10
E 316.709471406 43.0 100.0 42.0 10 10
E 316.758473604 49.0 100.0 39.0 10 10
E 316.807587858 55.0 100.0 36.0 10 10
E 316.866278518 63.0 100.0 33.0 10 10
E 316.915280968 71.0 100.0 30.0 10 10
E 316.964283096 77.0 100.0 28.0 10 10
E 317.033397266 84.0 100.0 25.0 10 10
E 317.092087926 91.0 100.0 23.0 10 10
E 317.141090292 97.0 100.0 21.0 10 10
E 317.190092308 101.0 100.0 21.0 10 10
E 317.239206968 106.0 100.0 20.0 10 10
E 317.297897320 111.0 100.0 19.0 10 10
E 317.346899812 114.0 100.0 18.0 10 10
E 317.395901968 118.0 100.0 18.0 10 10
E 317.445016474 121.0 100.0 17.0 10 10
E 317.503706630 123.0 96.0 18.0 10 10
E 317.552708912 123.0 93.0 18.0 10 10
E 317.601711320 123.0 92.0 18.0 10 10
E 317.650825812 123.0 91.0 18.0 10 10
E 317.709516164 124.0 90.0 18.0 10 10
E 317.758518390 124.0 87.0 18.0 10 10
E 317.807520602 124.0 85.0 18.0 10 10
E 317.856637040 124.0 85.0 17.0 10 10
E 317.915325488 124.0 81.0 16.0 10 10
E 317.964327686 124.0 79.0 16.0 10 10
E 318.033329996 124.0 77.0 15.0 10 10
E 318.083293602 124.0 78.0 15.0 10 10
E 318.141134924 124.0 76.0 14.0 10 10
E 318.190137108 124.0 70.0 13.0 10 10
E 318.239139320 124.0 64.0 12.0 10 10
