device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 3980.084152502 0.0 100.0 100.0 10 10
H 3980.088005988 0.0 100.0 100.0 10 10
E 3980.142842280 0.0 100.0 100.0 10 10
H 3980.146783812 0.0 100.0 100.0 10 10
E 3980.191844408 0.0 100.0 100.0 10 10
H 3980.195786934 0.0 100.0 100.0 10 10
E 3980.240846802 0.0 100.0 100.0 10 10
H 3980.244899242 0.0 100.0 100.0 10 10
E 3980.299762190 0.0 100.0 100.0 10 10
H 3980.303813538 0.0 100.0 100.0 10 10
E 3980.358452262 0.0 100.0 100.0 10 10
H 3980.362393934 0.0 100.0 100.0 10 10
E 3980.407454250 0.0 100.0 100.0 10 10
H 3980.411390308 0.0 100.0 100.0 10 10
E 3980.456456532 0.0 100.0 100.0 10 10
H 3980.460399604 0.0 100.0 100.0 10 10
E 3980.505571654 0.0 100.0 100.0 10 10
H 3980.509626306 0.0 100.0 100.0 10 10
E 3980.564261460 0.0 100.0 100.0 10 10
H 3980.568315650 0.0 100.0 100.0 10 10
E 3980.613263742 0.0 100.0 100.0 10 10
H 3980.617206492 0.0 100.0 100.0 10 10
E 3980.662266066 0.0 100.0 100.0 10 10
H 3980.666207192 0.0 100.0 100.0 10 10
E 3980.711381062 0.0 100.0 100.0 10 10
H 3980.715322692 0.0 100.0 100.0 10 10
E 3980.770070980 0.0 100.0 100.0 10 10
H 3980.774124232 0.0 100.0 100.0 10 10
E 3980.819073150 0.0 100.0 100.0 10 10
H 3980.823126556 0.0 100.0 100.0 10 10
E 3980.877875754 0.0 100.0 100.0 10 10
H 3980.881818588 0.0 100.0 100.0 10 10
E 3980.926990918 0.0 100.0 100.0 10 10
H 3980.930934298 0.0 100.0 100.0 10 10
E 3981.005680878 0.0 100.0 100.0 10 10
H 3981.009443294 0.0 100.0 100.0 10 10
E 3981.054683104 0.0 100.0 100.0 10 10
H 3981.058648100 0.0 100.0 100.0 10 10
E 3981.103685400 0.0 100.0 100.0 10 10
E 3981.436900548 0.0 100.0 100.0 10 15
H 3981.440842892 100.0 3.0 3.0 10 15
E 3981.495703068 0.0 100.0 100.0 10 15
H 3981.499756166 0.0 100.0 100.0 10 15
E 3981.544705504 0.0 100.0 100.0 10 15
H 3981.548646714 0.0 100.0 100.0 10 15
E 3981.593820514 0.0 100.0 100.0 10 15
H 3981.597875558 0.0 100.0 100.0 10 15
E 3981.652510236 0.0 100.0 100.0 10 15
H 3981.656452370 0.0 100.0 100.0 10 15
E 3981.701512504 0.0 100.0 100.0 10 15
H 3981.705450228 0.0 100.0 100.0 10 15
E 3981.750514800 0.0 100.0 100.0 10 15
H 3981.754569144 0.0 100.0 100.0 10 15
E 3981.809430272 0.0 100.0 100.0 10 15
H 3981.813366750 0.0 100.0 100.0 10 15
E 3981.868120176 0.0 100.0 100.0 10 15
H 3981.872175906 0.0 100.0 100.0 10 15
E 3981.926922864 0.0 100.0 100.0 10 15
H 3981.930860896 0.0 100.0 100.0 10 15
E 3982.005725580 0.0 100.0 100.0 10 15
H 3982.009490068 0.0 100.0 100.0 10 15
E 3982.054840688 0.0 100.0 100.0 10 15
H 3982.058804872 0.0 100.0 100.0 10 15
E 3982.113530550 0.0 100.0 100.0 10 15
H 3982.117469310 0.0 100.0 100.0 10 15
E 3982.162532664 0.0 100.0 100.0 10 15
H 3982.166589430 0.0 100.0 100.0 10 15
E 3982.211535184 0.0 100.0 100.0 10 15
H 3982.215477892 0.0 100.0 100.0 10 15
E 3982.270450432 0.0 100.0 100.0 10 15
H 3982.274392328 0.0 100.0 100.0 10 15
E 3982.329140364 0.0 100.0 100.0 10 15
H 3982.333195492 0.0 100.0 100.0 10 15
E 3982.387942884 0.0 100.0 100.0 10 15
H 3982.391886334 0.0 100.0 100.0 10 15
E 3982.436945362 0.0 100.0 100.0 10 15
H 3982.441000084 0.0 100.0 100.0 10 15
E 3982.486060372 0.0 100.0 100.0 10 15
E 3982.858364416 0.0 100.0 100.0 10 20
H 3982.862418564 0.0 100.0 100.0 10 20
E 3982.907479552 0.0 100.0 100.0 10 20
H 3982.911416744 0.0 100.0 100.0 10 20
E 3982.966169442 0.0 100.0 100.0 10 20
H 3982.970113410 0.0 100.0 100.0 10 20
E 3983.035171668 0.0 100.0 100.0 10 20
H 3983.039136132 0.0 100.0 100.0 10 20
E 3983.084173852 0.0 100.0 100.0 10 20
H 3983.088026904 0.0 100.0 100.0 10 20
E 3983.133289058 0.0 100.0 100.0 10 20
H 3983.137343976 0.0 100.0 100.0 10 20
E 3983.191978836 0.0 100.0 100.0 10 20
H 3983.195921642 0.0 100.0 100.0 10 20
E 3983.240981160 0.0 100.0 100.0 10 20
H 3983.244919192 0.0 100.0 100.0 10 20
E 3983.289983442 0.0 100.0 100.0 10 20
H 3983.294039130 0.0 100.0 100.0 10 20
E 3983.348898830 0.0 100.0 100.0 10 20
H 3983.352836428 0.0 100.0 100.0 10 20
E 3983.407588692 0.0 100.0 100.0 10 20
H 3983.411643764 0.0 100.0 100.0 10 20
E 3983.456590932 0.0 100.0 100.0 10 20
H 3983.460532702 0.0 100.0 100.0 10 20
E 3983.515393620 0.0 100.0 100.0 10 20
H 3983.519336678 0.0 100.0 100.0 10 20
E 3983.565371618 0.0 100.0 100.0 10 20
H 3983.569426438 0.0 100.0 100.0 10 20
E 3983.623198464 0.0 100.0 100.0 10 20
H 3983.627140752 0.0 100.0 100.0 10 20
E 3983.672200984 0.0 100.0 100.0 10 20
H 3983.676255482 0.0 100.0 100.0 10 20
E 3983.721203154 0.0 100.0 100.0 10 20
H 3983.725144980 0.0 100.0 100.0 10 20
E 3983.780118766 0.0 100.0 100.0 10 20
H 3983.784057484 0.0 100.0 100.0 10 20
