device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T
E 395.686288470 102.0 17.0 3.0 10 10
H 395.689981096 80.0 21.0 40.0 10 10
E 395.735290738 102.0 17.0 3.0 10 10
H 395.738985534 76.0 20.0 40.0 10 10
E 395.784292922 102.0 16.0 3.0 10 10
H 395.787987088 72.0 20.0 41.0 10 10
E 395.833408394 102.0 16.0 3.0 10 10
H 395.837008606 68.0 19.0 42.0 10 10
E 395.892097766 102.0 16.0 3.0 10 10
H 395.895792086 62.0 18.0 42.0 10 10
E 395.941100062 102.0 17.0 3.0 10 10
H 395.944790882 57.0 19.0 41.0 10 10
E 396.010102204 102.0 17.0 3.0 10 10
H 396.013514312 52.0 19.0 40.0 10 10
E 396.059218040 102.0 17.0 4.0 10 10
H 396.062825938 48.0 20.0 41.0 10 10
E 396.117907160 102.0 17.0 4.0 10 10
H 396.121602432 42.0 20.0 41.0 10 10
E 396.166909442 102.0 18.0 3.0 10 10
H 396.170603398 37.0 19.0 43.0 10 10
E 396.215911668 102.0 18.0 3.0 10 10
H 396.219605568 32.0 20.0 47.0 10 10
E 396.265027854 102.0 18.0 4.0 10 10
H 396.268627674 27.0 20.0 51.0 10 10
E 396.323716540 102.0 18.0 4.0 10 10
H 396.327411994 21.0 18.0 51.0 10 10
E 396.372718696 102.0 18.0 4.0 10 10
H 396.376411784 15.0 19.0 51.0 10 10
E 396.421721020 102.0 17.0 3.0 10 10
H 396.425413436 9.0 19.0 52.0 10 10
E 396.471390080 102.0 16.0 3.0 10 10
H 396.474888694 4.0 19.0 52.0 10 10
E 396.529525934 102.0 16.0 3.0 10 10
H 396.533215592 2.0 18.0 49.0 10 10
E 396.578528188 102.0 16.0 3.0 10 10
H 396.582215004 2.0 18.0 46.0 10 10
E 396.627530414 102.0 16.0 3.0 10 10
H 396.631220212 2.0 17.0 44.0 10 10
E 396.676646824 102.0 15.0 3.0 10 10
H 396.680239896 2.0 16.0 41.0 10 10
E 396.735335300 102.0 15.0 3.0 10 10
H 396.739122216 3.0 15.0 40.0 10 10
E 396.784337638 102.0 14.0 3.0 10 10
H 396.788221322 3.0 15.0 38.0 10 10
E 396.833340046 102.0 14.0 3.0 10 10
H 396.837220384 3.0 14.0 34.0 10 10
E 396.882456092 102.0 13.0 3.0 10 10
H 396.886142852 3.0 14.0 31.0 10 10
E 396.941144960 102.0 14.0 3.0 10 10
H 396.944959470 4.0 15.0 28.0 10 10
E 397.010147060 102.0 15.0 3.0 10 10
H 397.013557278 4.0 17.0 26.0 10 10
E 397.059149482 101.0 15.0 3.0 10 10
H 397.062563382 4.0 19.0 25.0 10 10
E 397.108265584 102.0 16.0 3.0 10 10
H 397.111991082 5.0 22.0 24.0 10 10
E 397.166954186 101.0 16.0 3.0 10 10
H 397.170781660 5.0 27.0 23.0 10 10
E 397.215956468 102.0 16.0 3.0 10 10
H 397.219796220 6.0 30.0 23.0 10 10
E 397.264958680 102.0 16.0 3.0 10 10
H 397.268797718 6.0 33.0 23.0 10 10
E 397.314075006 102.0 17.0 3.0 10 10
H 397.317776354 7.0 38.0 23.0 10 10
E 397.372763692 102.0 17.0 3.0 10 10
H 397.376559638 12.0 46.0 23.0 10 10
E 397.421765834 102.0 18.0 4.0 10 10
H 397.425562788 17.0 51.0 23.0 10 10
E 397.470768018 102.0 18.0 3.0 10 10
H 397.474560926 24.0 53.0 23.0 10 10
E 397.519883224 102.0 18.0 4.0 10 10
H 397.523585776 31.0 55.0 22.0 10 10
E 397.578572932 102.0 18.0 4.0 10 10
H 397.582374170 40.0 57.0 20.0 10 10
E 397.627575340 102.0 18.0 3.0 10 10
H 397.631471386 48.0 59.0 20.0 10 10
E 397.676577454 102.0 18.0 3.0 10 10
H 397.680473038 57.0 62.0 19.0 10 10
E 397.725691778 102.0 18.0 3.0 10 10
H 397.729393364 66.0 67.0 19.0 10 10
E 397.784382550 102.0 18.0 3.0 10 10
E 398.068994548 102.0 15.0 3.0 10 15
H 398.072406152 98.0 63.0 14.0 10 15
E 398.117996872 102.0 16.0 3.0 10 15
H 398.121780092 98.0 60.0 13.0 10 15
E 398.167111742 102.0 16.0 3.0 10 15
H 398.170799636 98.0 56.0 13.0 10 15
E 398.225801674 102.0 16.0 3.0 10 15
H 398.229584880 98.0 52.0 12.0 10 15
E 398.274803886 102.0 16.0 3.0 10 15
H 398.278584586 98.0 49.0 12.0 10 15
E 398.323806028 102.0 15.0 3.0 10 15
H 398.327584194 98.0 46.0 11.0 10 15
E 398.372922172 102.0 15.0 3.0 10 15
H 398.376610136 98.0 43.0 11.0 10 15
E 398.431611026 102.0 15.0 3.0 10 15
H 398.435398516 97.0 39.0 13.0 10 15
E 398.480613238 102.0 15.0 3.0 10 15
H 398.484494332 97.0 37.0 15.0 10 15
E 398.529615562 102.0 14.0 3.0 10 15
H 398.533496068 97.0 35.0 19.0 10 15
E 398.579284734 102.0 13.0 3.0 10 15
H 398.582788388 97.0 34.0 25.0 10 15
E 398.637420420 102.0 13.0 3.0 10 15
H 398.641114908 97.0 32.0 27.0 10 15
E 398.686422674 102.0 14.0 3.0 10 15
H 398.690115706 96.0 30.0 28.0 10 15
E 398.735424844 102.0 15.0 3.0 10 15
H 398.739120634 96.0 28.0 29.0 10 15
E 398.784540904 102.0 15.0 3.0 10 15
H 398.788140234 96.0 27.0 31.0 10 15
E 398.843231718 102.0 16.0 3.0 10 15
H 398.846928614 95.0 25.0 39.0 10 15
E 398.892233762 102.0 16.0 3.0 10 15
H 398.895926038 95.0 25.0 44.0 10 15
E 398.941236618 102.0 16.0 3.0 10 15
H 398.944931862 91.0 26.0 46.0 10 15
E 399.010353196 102.0 16.0 3.0 10 15
H 399.013957524 88.0 26.0 49.0 10 15
E 399.069039670 102.0 15.0 3.0 10 15
H 399.072452576 84.0 25.0 54.0 10 15
E 399.118044654 102.0 15.0 3.0 10 15
H 399.121736104 79.0 25.0 54.0 10 15
E 399.167047510 102.0 15.0 3.0 10 15
H 399.170737994 75.0 24.0 53.0 10 15
E 399.216164060 102.0 16.0 3.0 10 15
H 399.219763334 70.0 23.0 54.0 10 15
E 399.274848826 102.0 16.0 3.0 10 15
H 399.278548354 64.0 21.0 54.0 10 15
E 399.323850940 102.0 15.0 3.0 10 15
H 399.327644604 58.0 20.0 54.0 10 15
E 399.372853138 102.0 15.0 3.0 10 15
H 399.376647754 53.0 19.0 55.0 10 15
E 399.421969100 102.0 15.0 3.0 10 15
H 399.425568402 47.0 19.0 55.0 10 15
E 399.480658220 101.0 15.0 3.0 10 15
H 399.484348410 39.0 18.0 52.0 10 15
E 399.529660222 102.0 14.0 3.0 10 15
H 399.533355396 34.0 17.0 51.0 10 15
E 399.578662546 102.0 14.0 3.0 10 15
H 399.582356852 28.0 17.0 51.0 10 15
E 399.627778830 102.0 14.0 3.0 10 15
H 399.631379476 23.0 17.0 54.0 10 15
E 399.686467474 102.0 14.0 3.0 10 15
H 399.690161934 16.0 17.0 57.0 10 15
E 399.735469840 102.0 14.0 3.0 10 15
H 399.739163236 10.0 17.0 56.0 10 15
E 399.784471828 102.0 13.0 3.0 10 15
H 399.788166666 4.0 17.0 55.0 10 15
E 399.833588196 101.0 13.0 3.0 10 15
H 399.837188590 3.0 16.0 53.0 10 15
E 399.892281068 100.0 12.0 3.0 10 15
H 399.895973456 3.0 16.0 51.0 10 15
E 399.941283560 99.0 13.0 3.0 10 15
H 399.944696298 3.0 16.0 50.0 10 15
E 400.010285534 98.0 13.0 3.0 10 15
H 400.013609050 3.0 16.0 48.0 10 15
E 400.059401706 98.0 13.0 3.0 10 15
H 400.063015316 3.0 16.0 46.0 10 15
E 400.118090574 98.0 13.0 3.0 10 15
H 400.121873780 3.0 15.0 42.0 10 15
E 400.167092492 98.0 12.0 3.0 10 15
H 400.170821728 3.0 14.0 39.0 10 15
E 400.216095166 97.0 12.0 3.0 10 15
H 400.219826180 3.0 13.0 36.0 10 15
E 400.265211198 96.0 12.0 3.0 10 15
H 400.268867410 3.0 12.0 34.0 10 15
E 400.323900052 96.0 13.0 3.0 10 15
H 400.327311236 3.0 11.0 30.0 10 15
E 400.372902082 96.0 13.0 3.0 10 15
H 400.376315632 3.0 10.0 29.0 10 15
E 400.421904308 96.0 13.0 3.0 10 15
H 400.425317116 3.0 11.0 27.0 10 15
E 400.471020634 95.0 13.0 3.0 10 15
H 400.474722500 3.0 13.0 25.0 10 15
E 400.529709502 95.0 14.0 3.0 10 15
H 400.533123248 3.0 15.0 25.0 10 15
E 400.578711672 95.0 14.0 3.0 10 15
H 400.582125782 4.0 18.0 25.0 10 15
E 400.627713856 95.0 14.0 3.0 10 15
H 400.631126160 5.0 24.0 24.0 10 15
E 400.677383014 95.0 14.0 3.0 10 15
H 400.680794940 5.0 33.0 24.0 10 15
E 400.735514542 95.0 14.0 3.0 10 15
H 400.739221364 7.0 43.0 23.0 10 15
E 400.784516866 95.0 15.0 3.0 10 15
H 400.788224794 12.0 53.0 23.0 10 15
E 400.833519148 95.0 15.0 3.0 10 15
H 400.837226782 19.0 61.0 23.0 10 15
E 400.882634214 95.0 15.0 3.0 10 15
H 400.886244716 28.0 65.0 22.0 10 15
E 400.941328150 95.0 15.0 3.0 10 15
H 400.945036176 39.0 68.0 21.0 10 15
E 401.010330502 95.0 16.0 3.0 10 15
H 401.013755308 49.0 69.0 20.0 10 15
E 401.059332588 95.0 16.0 3.0 10 15
H 401.062759158 60.0 70.0 20.0 10 15
E 401.108447122 95.0 15.0 3.0 10 15
H 401.112058744 70.0 70.0 19.0 10 15
E 401.167133344 95.0 15.0 3.0 10 15
H 401.170845486 82.0 67.0 18.0 10 15
E 401.216135542 95.0 15.0 3.0 10 15
H 401.219942408 90.0 65.0 18.0 10 15
E 401.265137740 95.0 15.0 3.0 10 15
H 401.268931306 97.0 65.0 16.0 10 15
E 401.314253240 95.0 15.0 3.0 10 15
H 401.317852724 97.0 66.0 15.0 10 15
E 401.372942752 95.0 14.0 3.0 10 15
H 401.376637450 97.0 64.0 14.0 10 15
E 401.421944908 95.0 14.0 3.0 10 15
H 401.425637030 97.0 60.0 13.0 10 15
E 401.470947190 95.0 14.0 3.0 10 15
H 401.474640670 97.0 56.0 12.0 10 15
E 401.520062466 95.0 13.0 3.0 10 15
H 401.523758284 97.0 53.0 11.0 10 15
E 401.578752104 95.0 13.0 3.0 10 15
H 401.582444114 97.0 51.0 10.0 10 15
E 401.627754456 95.0 12.0 3.0 10 15
H 401.631445150 97.0 48.0 9.0 10 15
E 401.676756682 94.0 12.0 3.0 10 15
H 401.680450960 97.0 45.0 9.0 10 15
E 401.725870810 94.0 13.0 3.0 10 15
H 401.729567440 97.0 43.0 8.0 10 15
E 401.784561554 93.0 13.0 3.0 10 15
H 401.788252458 97.0 40.0 8.0 10 15
E 401.833563892 93.0 13.0 3.0 10 15
H 401.837256826 97.0 38.0 9.0 10 15
E 401.882565894 93.0 13.0 3.0 10 15
H 401.886260592 97.0 35.0 12.0 10 15
E 401.931680792 93.0 13.0 3.0 10 15
H 401.935376876 97.0 34.0 16.0 10 15
E 402.010371186 93.0 14.0 3.0 10 15
H 402.013781824 97.0 33.0 21.0 10 15
E 402.059373244 93.0 13.0 3.0 10 15
H 402.062822830 97.0 32.0 27.0 10 15
E 402.108375302 93.0 13.0 3.0 10 15
H 402.112108752 96.0 31.0 34.0 10 15
E 402.157490046 93.0 12.0 3.0 10 15
H 402.161145474 95.0 30.0 37.0 10 15
E 402.216180426 92.0 13.0 3.0 10 15
H 402.219931754 95.0 29.0 40.0 10 15
E 402.265182652 92.0 13.0 3.0 10 15
H 402.268935562 95.0 28.0 42.0 10 15
E 402.314184724 92.0 14.0 3.0 10 15
H 402.317890272 95.0 28.0 45.0 10 15
E 402.363299930 92.0 14.0 3.0 10 15
H 402.366911118 92.0 28.0 49.0 10 15
E 402.421994006 92.0 14.0 3.0 10 15
H 402.425695690 88.0 28.0 53.0 10 15
E 402.470996176 92.0 14.0 3.0 10 15
H 402.474701584 84.0 26.0 56.0 10 15
E 402.519998472 92.0 15.0 3.0 10 15
H 402.523701150 79.0 24.0 56.0 10 15
E 402.569114560 92.0 15.0 3.0 10 15
H 402.572724600 74.0 22.0 54.0 10 15
E 402.627799312 92.0 15.0 3.0 10 15
H 402.631602062 68.0 20.0 53.0 10 15
E 402.676801384 92.0 14.0 3.0 10 15
H 402.680605016 62.0 20.0 54.0 10 15
E 402.725803568 92.0 14.0 3.0 10 15
H 402.729610196 57.0 19.0 55.0 10 15
E 402.775472334 92.0 14.0 3.0 10 15
H 402.779083424 50.0 19.0 56.0 10 15
E 402.833608552 92.0 14.0 3.0 10 15
H 402.837022704 43.0 19.0 55.0 10 15
E 402.882610666 92.0 13.0 3.0 10 15
H 402.886025266 37.0 18.0 55.0 10 15
E 402.931613130 92.0 12.0 3.0 10 15
H 402.935025532 31.0 17.0 53.0 10 15
E 403.000728938 91.0 11.0 3.0 10 15
H 403.003876124 25.0 17.0 52.0 10 15
E 403.059417876 91.0 11.0 3.0 10 15
H 403.062741126 19.0 17.0 51.0 10 15
E 403.108510808 90.0 11.0 3.0 10 15
H 403.111928502 13.0 16.0 50.0 10 15
E 403.157529666 90.0 11.0 3.0 10 15
H 403.161140378 8.0 16.0 49.0 10 15
E 403.206646804 90.0 10.0 3.0 10 15
H 403.210158172 3.0 15.0 46.0 10 15
E 403.265231512 90.0 9.0 3.0 10 15
H 403.268612890 3.0 15.0 44.0 10 15
E 403.314229762 90.0 9.0 3.0 10 15
H 403.317556638 3.0 14.0 44.0 10 15
E 403.363231960 90.0 9.0 3.0 10 15
H 403.366470412 3.0 14.0 42.0 10 15
E 403.412347964 90.0 9.0 3.0 10 15
H 403.415586626 3.0 12.0 40.0 10 15
E 403.471049474 90.0 10.0 3.0 10 15
H 403.474465222 3.0 12.0 36.0 10 15
E 403.520049600 90.0 11.0 3.0 10 15
H 403.523466426 3.0 11.0 33.0 10 15
E 403.569053604 90.0 12.0 3.0 10 15
H 403.572467686 3.0 12.0 31.0 10 15
E 403.618172450 90.0 12.0 3.0 10 15
H 403.621774160 3.0 14.0 28.0 10 15
E 403.676860352 90.0 12.0 3.0 10 15
H 403.680278326 4.0 17.0 25.0 10 15
E 403.725863138 90.0 11.0 3.0 10 15
H 403.729279432 4.0 20.0 23.0 10 15
E 403.774865910 90.0 12.0 3.0 10 15
H 403.778284318 4.0 23.0 21.0 10 15
E 403.823984560 90.0 12.0 3.0 10 15
H 403.827590680 5.0 30.0 19.0 10 15
E 403.882672098 90.0 12.0 3.0 10 15
H 403.886090506 8.0 37.0 17.0 10 15
E 403.931675388 90.0 12.0 3.0 10 15
H 403.935093166 13.0 41.0 17.0 10 15
E 404.000677726 90.0 13.0 3.0 10 15
H 404.003824100 18.0 46.0 16.0 10 15
E 404.049778442 90.0 13.0 3.0 10 15
H 404.053441682 25.0 49.0 16.0 10 15
E 404.108469368 90.0 13.0 3.0 10 15
H 404.111979756 33.0 49.0 15.0 10 15
E 404.157471762 90.0 13.0 3.0 10 15
H 404.160985664 41.0 52.0 15.0 10 15
E 404.206473680 90.0 13.0 3.0 10 15
H 404.209985384 49.0 59.0 15.0 10 15
E 404.255587710 91.0 13.0 3.0 10 15
E 404.422079350 90.0 13.0 3.0 10 20
H 404.425490590 97.0 87.0 15.0 10 20
E 404.480999148 90.0 13.0 3.0 10 20
H 404.484705816 98.0 83.0 14.0 10 20
E 404.539688926 90.0 14.0 3.0 10 20
H 404.543200938 98.0 81.0 14.0 10 20
E 404.588691236 90.0 15.0 3.0 10 20
H 404.592206076 98.0 77.0 13.0 10 20
E 404.637693392 91.0 16.0 3.0 10 20
H 404.641208120 98.0 73.0 12.0 10 20
E 404.686808738 91.0 14.0 3.0 10 20
H 404.690517044 98.0 68.0 11.0 10 20
E 404.745498208 91.0 13.0 3.0 10 20
H 404.749011424 98.0 59.0 10.0 10 20
E 404.794500504 91.0 12.0 3.0 10 20
H 404.798228312 98.0 56.0 9.0 10 20
E 404.843502828 91.0 12.0 3.0 10 20
H 404.847233996 98.0 55.0 8.0 10 20
E 404.893175038 90.0 11.0 3.0 10 20
H 404.896714210 98.0 52.0 7.0 10 20
E 404.951303472 90.0 10.0 3.0 10 20
H 404.954803220 98.0 47.0 7.0 10 20
E 405.020305712 89.0 10.0 3.0 10 20
H 405.023716224 98.0 43.0 11.0 10 20
E 405.069308092 89.0 9.0 3.0 10 20
H 405.072454816 98.0 41.0 16.0 10 20
E 405.118454672 88.0 8.0 3.0 10 20
H 405.121693334 98.0 39.0 20.0 10 20
E 405.177113006 89.0 8.0 3.0 10 20
H 405.180478004 98.0 36.0 27.0 10 20
E 405.226128630 88.0 8.0 3.0 10 20
H 405.229366186 96.0 34.0 33.0 10 20
E 405.275117752 88.0 8.0 3.0 10 20
H 405.278483590 96.0 34.0 38.0 10 20
E 405.324232860 88.0 8.0 3.0 10 20
H 405.327471844 95.0 31.0 40.0 10 20
E 405.382955594 88.0 8.0 3.0 10 20
H 405.386198218 95.0 28.0 43.0 10 20
E 405.431924668 88.0 9.0 3.0 10 20
H 405.435308846 95.0 27.0 48.0 10 20
E 405.480931108 88.0 9.0 3.0 10 20
H 405.484168608 93.0 26.0 52.0 10 20
E 405.530042352 88.0 9.0 3.0 10 20
H 405.533376004 90.0 25.0 55.0 10 20
E 405.588731794 88.0 9.0 3.0 10 20
H 405.592067630 84.0 23.0 56.0 10 20
E 405.637733936 88.0 9.0 3.0 10 20
H 405.640971464 80.0 22.0 57.0 10 20
E 405.686770896 88.0 9.0 3.0 10 20
H 405.690012386 75.0 21.0 57.0 10 20
E 405.735851648 88.0 9.0 3.0 10 20
H 405.739236596 69.0 19.0 55.0 10 20
E 405.794541118 88.0 8.0 3.0 10 20
H 405.797925450 63.0 18.0 54.0 10 20
E 405.843547488 88.0 8.0 3.0 10 20
H 405.846786864 58.0 18.0 54.0 10 20
E 405.892545668 88.0 9.0 3.0 10 20
H 405.895881966 53.0 17.0 54.0 10 20
E 405.941661056 88.0 9.0 3.0 10 20
H 405.944898836 47.0 18.0 54.0 10 20
E 406.020387724 88.0 9.0 3.0 10 20
H 406.023535008 41.0 17.0 54.0 10 20
E 406.069352920 88.0 9.0 3.0 10 20
H 406.072647680 35.0 17.0 55.0 10 20
E 406.118354894 88.0 9.0 3.0 10 20
H 406.121598344 29.0 17.0 56.0 10 20
E 406.167470520 88.0 8.0 3.0 10 20
H 406.170806706 24.0 16.0 55.0 10 20
E 406.226160004 88.0 8.0 3.0 10 20
H 406.229495154 18.0 16.0 54.0 10 20
E 406.275162272 88.0 8.0 3.0 10 20
H 406.278398806 13.0 16.0 54.0 10 20
E 406.324208570 88.0 8.0 3.0 10 20
H 406.327450956 7.0 16.0 53.0 10 20
E 406.373279858 88.0 7.0 3.0 10 20
H 406.376663854 3.0 16.0 52.0 10 20
E 406.431969496 88.0 7.0 3.0 10 20
H 406.435351196 2.0 15.0 51.0 10 20
E 406.480975810 88.0 7.0 3.0 10 20
H 406.484213044 2.0 14.0 50.0 10 20
E 406.529973976 88.0 7.0 3.0 10 20
H 406.533298612 2.0 13.0 46.0 10 20
E 406.579089266 88.0 7.0 3.0 10 20
H 406.582326948 3.0 12.0 42.0 10 20
E 406.637823578 88.0 7.0 3.0 10 20
H 406.641066622 3.0 12.0 38.0 10 20
E 406.686780934 88.0 7.0 3.0 10 20
H 406.690164748 3.0 12.0 35.0 10 20
E 406.735863058 88.0 7.0 3.0 10 20
H 406.739105906 3.0 13.0 32.0 10 20
E 406.784898674 88.0 8.0 3.0 10 20
H 406.788266360 4.0 17.0 29.0 10 20
E 406.843588326 88.0 8.0 3.0 10 20
H 406.846959134 4.0 24.0 27.0 10 20
E 406.892590272 88.0 9.0 3.0 10 20
H 406.895828416 5.0 30.0 26.0 10 20
E 406.941644018 88.0 9.0 3.0 10 20
H 406.944886544 5.0 34.0 25.0 10 20
E 407.011261502 88.0 9.0 3.0 10 20
H 407.014553294 6.0 38.0 23.0 10 20
E 407.069406694 88.0 9.0 3.0 10 20
H 407.072560166 11.0 43.0 20.0 10 20
E 407.118399806 88.0 9.0 3.0 10 20
H 407.121740192 17.0 48.0 19.0 10 20
E 407.167402102 88.0 9.0 3.0 10 20
