device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 63.354300408 7.0 16.0 6.0 20 20 -3.0859375 -2.783203125
H 63.357534674 3.0 16.0 38.0 20 20 -3.0859375 -2.7734375
E 63.403205936 7.0 16.0 6.0 20 20 -3.0859375 -2.7734375
H 63.406567322 3.0 16.0 37.0 20 20 -3.0859375 -2.783203125
E 63.452320092 7.0 17.0 6.0 20 20 -3.095703125 -2.763671875
H 63.455550354 3.0 16.0 36.0 20 20 -3.0859375 -2.75390625
E 63.511069342 7.0 18.0 6.0 20 20 -3.095703125 -2.744140625
H 63.514301340 3.0 16.0 35.0 20 20 -3.0859375 -2.734375
E 63.560013076 7.0 19.0 6.0 20 20 -3.0859375 -2.724609375
H 63.563331482 3.0 16.0 35.0 20 20 -3.0859375 -2.724609375
E 63.609114184 7.0 19.0 6.0 20 20 -3.0859375 -2.724609375
H 63.612348842 4.0 16.0 35.0 20 20 -3.095703125 -2.734375
E 63.658129626 7.0 19.0 6.0 20 20 -3.095703125 -2.744140625
H 63.661490424 3.0 16.0 37.0 20 20 -3.0859375 -2.744140625
E 63.716820384 7.0 18.0 6.0 20 20 -3.0859375 -2.744140625
H 63.720050926 3.0 16.0 39.0 20 20 -3.095703125 -2.744140625
E 63.765907324 7.0 18.0 6.0 20 20 -3.0859375 -2.744140625
H 63.769143256 4.0 16.0 38.0 20 20 -3.0859375 -2.75390625
E 63.814824822 7.0 18.0 6.0 20 20 -3.095703125 -2.75390625
H 63.818145510 3.0 16.0 36.0 20 20 -3.0859375 -2.7734375
E 63.864044748 7.0 19.0 6.0 20 20 -3.0859375 -2.763671875
H 63.867275122 3.0 15.0 34.0 20 20 -3.0859375 -2.7734375
E 63.922629666 7.0 20.0 6.0 20 20 -3.095703125 -2.763671875
H 63.925991584 4.0 15.0 31.0 20 20 -3.0859375 -2.75390625
E 63.971631920 7.0 19.0 6.0 20 20 -3.0859375 -2.763671875
H 63.974860810 3.0 15.0 29.0 20 20 -3.0859375 -2.75390625
E 64.040693366 7.0 19.0 6.0 20 20 -3.0859375 -2.75390625
H 64.043838452 3.0 15.0 28.0 20 20 -3.0859375 -2.744140625
E 64.089749744 7.0 18.0 6.0 20 20 -3.0859375 -2.71484375
H 64.092980958 3.0 15.0 27.0 20 20 -3.0859375 -2.734375
E 64.148541694 7.0 18.0 6.0 20 20 -3.0859375 -2.734375
H 64.151774770 4.0 15.0 27.0 20 20 -3.0859375 -2.75390625
E 64.197441090 7.0 17.0 5.0 20 20 -3.0859375 -2.744140625
H 64.200802868 3.0 16.0 28.0 20 20 -3.076171875 -2.75390625
E 64.246443624 8.0 15.0 5.0 20 20 -3.0859375 -2.75390625
H 64.249675132 3.0 17.0 29.0 20 20 -3.095703125 -2.744140625
E 64.295626898 8.0 14.0 5.0 20 20 -3.0859375 -2.744140625
H 64.298855130 3.0 18.0 30.0 20 20 -3.0859375 -2.75390625
E 64.354248314 7.0 12.0 5.0 20 20 -3.095703125 -2.75390625
H 64.357596358 4.0 17.0 30.0 20 20 -3.0859375 -2.7734375
E 64.403359124 7.0 11.0 4.0 20 20 -3.095703125 -2.7734375
H 64.406594146 3.0 17.0 30.0 20 20 -3.0859375 -2.7734375
E 64.452252864 7.0 12.0 4.0 20 20 -3.0859375 -2.783203125
H 64.455615020 4.0 17.0 30.0 20 20 -3.0859375 -2.7734375
E 64.501368602 7.0 12.0 4.0 20 20 -3.095703125 -2.783203125
H 64.504598374 3.0 17.0 30.0 20 20 -3.095703125 -2.763671875
E 64.560125342 7.0 12.0 4.0 20 20 -3.095703125 -2.763671875
H 64.563359832 3.0 17.0 29.0 20 20 -3.0859375 -2.763671875
E 64.609060088 7.0 12.0 4.0 20 20 -3.0859375 -2.763671875
H 64.612377836 3.0 17.0 28.0 20 20 -3.0859375 -2.7734375
E 64.658173712 7.0 13.0 5.0 20 20 -3.095703125 -2.783203125
H 64.661409672 4.0 18.0 28.0 20 20 -3.0859375 -2.79296875
E 64.707177968 7.0 16.0 5.0 20 20 -3.0859375 -2.79296875
H 64.710540068 4.0 22.0 27.0 20 20 -3.095703125 -2.802734375
E 64.765867312 7.0 19.0 5.0 20 20 -3.0859375 -2.79296875
H 64.769098414 4.0 27.0 26.0 20 20 -3.0859375 -2.79296875
E 64.814975938 7.0 18.0 5.0 20 20 -3.095703125 -2.783203125
H 64.818211968 4.0 26.0 25.0 20 20 -3.095703125 -2.783203125
E 64.863871638 7.0 18.0 5.0 20 20 -3.0859375 -2.7734375
H 64.867229020 4.0 25.0 24.0 20 20 -3.0859375 -2.783203125
E 64.913663380 7.0 20.0 5.0 20 20 -3.0859375 -2.783203125
H 64.916894832 4.0 23.0 23.0 20 20 -3.0859375 -2.783203125
E 64.971676636 7.0 23.0 5.0 20 20 -3.0859375 -2.79296875
H 64.975039380 5.0 22.0 21.0 20 20 -3.0859375 -2.79296875
E 65.040678750 7.0 24.0 7.0 20 20 -3.0859375 -2.79296875
H 65.043819916 5.0 21.0 21.0 20 20 -3.095703125 -2.79296875
E 65.089796686 7.0 29.0 12.0 20 20 -3.0859375 -2.783203125
H 65.093117864 5.0 21.0 25.0 20 20 -3.095703125 -2.783203125
E 65.138796756 9.0 41.0 19.0 20 20 -3.0859375 -2.79296875
H 65.142319814 5.0 23.0 43.0 20 20 -3.0859375 -2.783203125
E 65.197486156 10.0 55.0 33.0 20 20 -3.0859375 -2.783203125
H 65.201097260 4.0 27.0 71.0 20 20 -3.0859375 -2.783203125
E 65.246488368 12.0 59.0 42.0 20 20 -3.0859375 -2.783203125
H 65.250099766 4.0 29.0 83.0 20 20 -3.0859375 -2.79296875
E 65.295490426 13.0 62.0 45.0 20 20 -3.0859375 -2.783203125
H 65.299101418 4.0 30.0 88.0 20 20 -3.0859375 -2.7734375
E 65.344606248 13.0 70.0 50.0 20 20 -3.0859375 -2.79296875
H 65.348408018 4.0 30.0 92.0 20 20 -3.0859375 -2.79296875
E 65.403295354 13.0 82.0 56.0 20 20 -3.0859375 -2.79296875
H 65.406904820 4.0 30.0 93.0 20 20 -3.0859375 -2.783203125
E 65.452293310 14.0 90.0 61.0 20 20 -3.0859375 -2.79296875
H 65.455907844 4.0 32.0 93.0 20 20 -3.0859375 -2.79296875
E 65.501300058 16.0 97.0 66.0 20 20 -3.0859375 -2.79296875
H 65.504909048 4.0 36.0 93.0 20 20 -3.0859375 -2.79296875
E 65.550415698 17.0 100.0 70.0 20 20 -3.0859375 -2.783203125
H 65.554201900 4.0 39.0 92.0 20 20 -3.0859375 -2.79296875
E 65.609196756 19.0 100.0 70.0 20 20 -3.095703125 -2.783203125
H 65.613083828 4.0 38.0 91.0 20 20 -3.0859375 -2.79296875
E 65.658102872 21.0 100.0 67.0 20 20 -3.095703125 -2.79296875
H 65.662091276 4.0 37.0 90.0 20 20 -3.0859375 -2.783203125
E 65.707105168 22.0 100.0 63.0 20 20 -3.0859375 -2.79296875
H 65.711189430 4.0 37.0 87.0 20 20 -3.0859375 -2.79296875
E 65.756224966 24.0 100.0 59.0 20 20 -3.095703125 -2.79296875
H 65.760109154 4.0 37.0 86.0 20 20 -3.095703125 -2.79296875
E 65.814910124 27.0 100.0 57.0 20 20 -3.0859375 -2.79296875
H 65.818893068 4.0 39.0 89.0 20 20 -3.0859375 -2.783203125
E 65.863912294 30.0 100.0 55.0 20 20 -3.0859375 -2.79296875
H 65.867895980 4.0 40.0 92.0 20 20 -3.0859375 -2.79296875
E 65.912914590 33.0 100.0 54.0 20 20 -3.0859375 -2.79296875
H 65.916897212 4.0 42.0 96.0 20 20 -3.0859375 -2.783203125
E 65.962034332 35.0 100.0 57.0 20 20 -3.0859375 -2.79296875
H 65.965918772 4.0 44.0 100.0 20 20 -3.0859375 -2.783203125
E 66.040719364 39.0 100.0 55.0 20 20 -3.0859375 -2.783203125
H 66.044304008 4.0 47.0 100.0 20 20 -3.095703125 -2.79296875
E 66.089721786 41.0 100.0 50.0 20 20 -3.0859375 -2.79296875
H 66.093309034 4.0 50.0 100.0 20 20 -3.0859375 -2.79296875
E 66.138724964 45.0 100.0 46.0 20 20 -3.0859375 -2.783203125
H 66.142706900 4.0 53.0 100.0 20 20 -3.0859375 -2.79296875
E 66.187845434 48.0 100.0 42.0 20 20 -3.0859375 -2.79296875
H 66.191730616 4.0 54.0 100.0 20 20 -3.0859375 -2.783203125
E 66.246630916 52.0 100.0 39.0 20 20 -3.0859375 -2.783203125
H 66.250519234 4.0 57.0 100.0 20 20 -3.0859375 -2.783203125
E 66.295533728 56.0 100.0 37.0 20 20 -3.095703125 -2.79296875
H 66.299523980 4.0 58.0 100.0 20 20 -3.0859375 -2.783203125
E 66.344536164 60.0 100.0 35.0 20 20 -3.095703125 -2.783203125
H 66.348621098 4.0 58.0 100.0 20 20 -3.0859375 -2.79296875
E 66.393653834 64.0 100.0 34.0 20 20 -3.095703125 -2.783203125
H 66.397538400 4.0 57.0 100.0 20 20 -3.0859375 -2.79296875
E 66.452342562 68.0 100.0 32.0 20 20 -3.0859375 -2.7734375
H 66.456327452 4.0 58.0 100.0 20 20 -3.0859375 -2.7734375
E 66.501345082 73.0 100.0 30.0 20 20 -3.0859375 -2.783203125
H 66.505326878 4.0 56.0 100.0 20 20 -3.095703125 -2.783203125
E 66.550345292 76.0 100.0 28.0 20 20 -3.0859375 -2.783203125
H 66.554325506 4.0 57.0 100.0 20 20 -3.0859375 -2.783203125
E 66.599468856 79.0 100.0 27.0 20 20 -3.095703125 -2.783203125
H 66.603354500 4.0 59.0 100.0 20 20 -3.095703125 -2.7734375
E 66.658154168 83.0 100.0 24.0 20 20 -3.0859375 -2.7734375
H 66.662137938 4.0 56.0 100.0 20 20 -3.0859375 -2.783203125
E 66.707156702 86.0 100.0 23.0 20 20 -3.0859375 -2.783203125
H 66.711138442 4.0 52.0 100.0 20 20 -3.095703125 -2.7734375
E 66.756159712 87.0 95.0 22.0 20 20 -3.0859375 -2.763671875
H 66.759659446 4.0 47.0 100.0 20 20 -3.0859375 -2.7734375
E 66.805376684 87.0 90.0 21.0 20 20 -3.0859375 -2.7734375
H 66.809064256 4.0 43.0 100.0 20 20 -3.095703125 -2.7734375
E 66.864067302 87.0 81.0 18.0 20 20 -3.0859375 -2.7734375
H 66.867565272 4.0 43.0 100.0 20 20 -3.0859375 -2.7734375
E 66.913067778 87.0 74.0 16.0 20 20 -3.095703125 -2.7734375
H 66.916564124 4.0 42.0 100.0 20 20 -3.095703125 -2.7734375
E 66.962072398 87.0 67.0 14.0 20 20 -3.0859375 -2.7734375
H 66.965568660 4.0 41.0 90.0 20 20 -3.0859375 -2.7734375
E 67.031744860 87.0 64.0 13.0 20 20 -3.0859375 -2.783203125
H 67.035149520 4.0 40.0 79.0 20 20 -3.0859375 -2.79296875
E 67.089777660 87.0 61.0 11.0 20 20 -3.0859375 -2.783203125
H 67.093288734 4.0 36.0 67.0 20 20 -3.095703125 -2.79296875
E 67.138896002 87.0 58.0 10.0 20 20 -3.095703125 -2.802734375
H 67.142391186 4.0 34.0 58.0 20 20 -3.0859375 -2.79296875
E 67.187899138 87.0 60.0 9.0 20 20 -3.0859375 -2.79296875
H 67.191222262 4.0 32.0 50.0 20 20 -3.095703125 -2.79296875
E 67.236903030 88.0 65.0 9.0 20 20 -3.0859375 -2.79296875
H 67.240337090 4.0 31.0 44.0 20 20 -3.095703125 -2.79296875
E 67.295588118 91.0 71.0 8.0 20 20 -3.0859375 -2.79296875
H 67.299129432 4.0 30.0 38.0 20 20 -3.0859375 -2.783203125
E 67.344590946 93.0 72.0 10.0 20 20 -3.095703125 -2.79296875
H 67.348500922 4.0 31.0 34.0 20 20 -3.0859375 -2.79296875
E 67.393594838 96.0 73.0 12.0 20 20 -3.095703125 -2.783203125
H 67.397499046 4.0 31.0 36.0 20 20 -3.095703125 -2.783203125
E 67.442712186 98.0 75.0 13.0 20 20 -3.0859375 -2.783203125
H 67.446509686 5.0 33.0 43.0 20 20 -3.0859375 -2.7734375
E 67.501398772 100.0 75.0 12.0 20 20 -3.0859375 -2.783203125
H 67.505290282 4.0 35.0 55.0 20 20 -3.095703125 -2.783203125
E 67.550507874 100.0 72.0 12.0 20 20 -3.095703125 -2.7734375
H 67.554302546 4.0 36.0 54.0 20 20 -3.0859375 -2.7734375
E 67.599406430 99.0 71.0 11.0 20 20 -3.0859375 -2.7734375
H 67.603401904 4.0 34.0 47.0 20 20 -3.095703125 -2.783203125
E 67.648524492 100.0 66.0 10.0 20 20 -3.0859375 -2.783203125
H 67.652527848 4.0 32.0 41.0 20 20 -3.095703125 -2.79296875
E 67.707209636 100.0 58.0 9.0 20 20 -3.0859375 -2.783203125
H 67.710706010 4.0 30.0 35.0 20 20 -3.0859375 -2.79296875
E 67.756210854 100.0 51.0 9.0 20 20 -3.0859375 -2.79296875
H 67.759704050 5.0 28.0 30.0 20 20 -3.0859375 -2.7734375
E 67.805217980 100.0 45.0 8.0 20 20 -3.0859375 -2.783203125
H 67.808715194 5.0 26.0 27.0 20 20 -3.095703125 -2.783203125
E 67.854578200 100.0 40.0 8.0 20 20 -3.0859375 -2.783203125
H 67.858168864 5.0 24.0 23.0 20 20 -3.0859375 -2.802734375
E 67.913160220 100.0 33.0 8.0 20 20 -3.0859375 -2.802734375
H 67.916953366 5.0 21.0 20.0 20 20 -3.095703125 -2.8125
E 67.962161018 100.0 29.0 8.0 20 20 -3.0859375 -2.8125
H 67.965954164 5.0 19.0 17.0 20 20 -3.095703125 -2.802734375
E 68.031162544 99.0 25.0 9.0 20 20 -3.0859375 -2.783203125
H 68.034608168 5.0 18.0 16.0 20 20 -3.0859375 -2.79296875
E 68.080286164 98.0 22.0 10.0 20 20 -3.0859375 -2.79296875
H 68.084007434 5.0 18.0 14.0 20 20 -3.0859375 -2.8125
E 68.138971686 97.0 20.0 9.0 20 20 -3.095703125 -2.802734375
H 68.142383304 6.0 17.0 13.0 20 20 -3.0859375 -2.79296875
E 68.187987702 97.0 18.0 10.0 20 20 -3.0859375 -2.802734375
H 68.191911916 6.0 16.0 11.0 20 20 -3.095703125 -2.802734375
E 68.236977706 96.0 17.0 12.0 20 20 -3.095703125 -2.802734375
H 68.240903432 6.0 15.0 10.0 20 20 -3.0859375 -2.802734375
E 68.286108186 96.0 16.0 14.0 20 20 -3.095703125 -2.79296875
H 68.289783508 6.0 14.0 9.0 20 20 -3.095703125 -2.8125
E 68.344783698 96.0 14.0 14.0 20 20 -3.0859375 -2.79296875
H 68.348561612 6.0 13.0 8.0 20 20 -3.0859375 -2.79296875
E 68.393795556 96.0 13.0 14.0 20 20 -3.095703125 -2.802734375
H 68.397569382 6.0 13.0 8.0 20 20 -3.0859375 -2.79296875
E 68.442789172 96.0 12.0 15.0 20 20 -3.0859375 -2.802734375
H 68.446566400 6.0 12.0 7.0 20 20 -3.0859375 -2.802734375
E 68.491918868 95.0 12.0 15.0 20 20 -3.095703125 -2.8125
H 68.495595870 6.0 12.0 7.0 20 20 -3.095703125 -2.802734375
E 68.550592602 96.0 11.0 16.0 20 20 -3.095703125 -2.802734375
H 68.554366316 6.0 11.0 7.0 20 20 -3.095703125 -2.802734375
E 68.599597782 96.0 11.0 18.0 20 20 -3.0859375 -2.802734375
H 68.603375668 6.0 11.0 7.0 20 20 -3.0859375 -2.79296875
