device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 2799.674848524 82.0 5.0 3.0 20 20 1794 1790
H 2799.678176744 5.0 3.0 1.0 20 20 1796 1790
E 2799.723850876 82.0 5.0 3.0 20 20 1795 1791
H 2799.727321602 5.0 3.0 1.0 20 20 1796 1791
E 2799.772852976 82.0 5.0 3.0 20 20 1796 1792
H 2799.776178984 5.0 3.0 1.0 20 20 1796 1792
E 2799.821970072 82.0 5.0 3.0 20 20 1795 1792
H 2799.825294778 5.0 3.0 1.0 20 20 1799 1793
E 2799.880658212 82.0 5.0 3.0 20 20 1799 1795
H 2799.884116240 5.0 3.0 1.0 20 20 1798 1796
E 2799.929660410 82.0 5.0 3.0 20 20 1798 1797
H 2799.932983954 5.0 3.0 1.0 20 20 1798 1797
E 2799.978662440 82.0 5.0 3.0 20 20 1797 1798
H 2800.002134188 5.0 3.0 1.0 20 20 1788 1796
E 2800.047779130 82.0 6.0 3.0 20 20 1767 1792
H 2800.051013942 5.0 3.0 1.0 20 20 1770 1792
E 2800.106467256 82.0 6.0 3.0 20 20 1761 1791
H 2800.109793446 5.0 3.0 1.0 20 20 1757 1785
E 2800.155469580 82.0 5.0 3.0 20 20 1753 1782
H 2800.158926250 5.0 3.0 1.0 20 20 1745 1779
E 2800.204471918 82.0 5.0 3.0 20 20 1744 1775
H 2800.207798038 5.0 3.0 1.0 20 20 1744 1778
E 2800.253588692 82.0 5.0 3.0 20 20 1745 1783
H 2800.257057948 5.0 3.0 1.0 20 20 1750 1784
E 2800.312276832 82.0 5.0 3.0 20 20 1748 1784
H 2800.315601832 5.0 3.0 1.0 20 20 1746 1786
E 2800.361278988 82.0 5.0 3.0 20 20 1746 1786
H 2800.364606270 5.0 3.0 1.0 20 20 1749 1780
E 2800.410281242 82.0 4.0 2.0 20 20 1751 1774
H 2800.413735280 5.0 3.0 1.0 20 20 1759 1774
E 2800.459951366 82.0 4.0 2.0 20 20 1763 1774
H 2800.463276212 5.0 3.0 1.0 20 20 1768 1775
E 2800.518086086 82.0 4.0 2.0 20 20 1766 1782
H 2800.521407586 5.0 3.0 1.0 20 20 1786 1787
E 2800.567088340 82.0 3.0 3.0 20 20 1796 1790
H 2800.570410834 5.0 3.0 1.0 20 20 1796 1797
E 2800.616090608 82.0 3.0 4.0 20 20 1797 1798
H 2800.619546942 5.0 3.0 1.0 20 20 1799 1800
E 2800.665207326 82.0 4.0 6.0 20 20 1798 1798
H 2800.668531738 5.0 3.0 1.0 20 20 1796 1799
E 2800.723895550 82.0 4.0 9.0 20 20 1794 1801
H 2800.727364652 5.0 3.0 1.0 20 20 1784 1802
E 2800.772897902 82.0 4.0 11.0 20 20 1786 1805
H 2800.776400618 5.0 3.0 1.0 20 20 1784 1801
E 2800.821900142 82.0 4.0 13.0 20 20 1782 1801
H 2800.825401654 5.0 3.0 1.0 20 20 1790 1803
E 2800.871016818 82.0 4.0 14.0 20 20 1794 1805
H 2800.874643364 5.0 3.0 1.0 20 20 1784 1796
E 2800.929705000 82.0 5.0 16.0 20 20 1777 1787
H 2800.933206722 5.0 3.0 1.0 20 20 1765 1783
E 2800.978707170 81.0 5.0 18.0 20 20 1759 1775
H 2801.002350852 5.0 3.0 1.0 20 20 1749 1771
E 2801.047709354 81.0 6.0 19.0 20 20 1746 1769
H 2801.051122428 5.0 3.0 1.0 20 20 1742 1770
E 2801.096826310 81.0 6.0 21.0 20 20 1739 1770
H 2801.100239328 5.0 3.0 1.0 20 20 1743 1770
E 2801.155514380 81.0 6.0 22.0 20 20 1744 1776
H 2801.159144300 5.0 3.0 1.0 20 20 1747 1777
E 2801.204516788 81.0 6.0 22.0 20 20 1746 1777
H 2801.208018958 5.0 3.0 1.0 20 20 1746 1776
E 2801.253518748 81.0 6.0 22.0 20 20 1745 1777
H 2801.257163998 5.0 3.0 1.0 20 20 1748 1776
E 2801.302635004 81.0 6.0 23.0 20 20 1752 1773
H 2801.306135312 5.0 3.0 1.0 20 20 1765 1770
