device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 132.132927634 70.0 9.0 17.0 10 10
H 132.136436314 82.0 21.0 76.0 10 10
E 132.182043582 70.0 9.0 22.0 10 10
H 132.185457426 72.0 20.0 82.0 10 10
E 132.240732394 66.0 8.0 25.0 10 10
H 132.244146602 59.0 19.0 86.0 10 10
E 132.289734774 62.0 8.0 25.0 10 10
H 132.293246044 48.0 18.0 86.0 10 10
E 132.338736874 58.0 7.0 23.0 10 10
H 132.342152202 36.0 16.0 89.0 10 10
E 132.387852052 55.0 7.0 22.0 10 10
H 132.391360410 25.0 15.0 97.0 10 10
E 132.446542222 51.0 7.0 24.0 10 10
H 132.449957228 13.0 14.0 100.0 10 10
E 132.495544308 48.0 7.0 28.0 10 10
H 132.498958586 2.0 14.0 100.0 10 10
E 132.544546296 44.0 6.0 34.0 10 10
H 132.548059694 0.0 13.0 99.0 10 10
E 132.593661474 40.0 7.0 39.0 10 10
H 132.597077250 0.0 12.0 98.0 10 10
E 132.652351350 34.0 7.0 42.0 10 10
H 132.655854780 1.0 11.0 97.0 10 10
E 132.701353492 29.0 7.0 42.0 10 10
H 132.704767042 1.0 11.0 97.0 10 10
E 132.750355788 24.0 6.0 44.0 10 10
H 132.753770080 1.0 10.0 96.0 10 10
E 132.799469832 20.0 6.0 48.0 10 10
H 132.802983986 1.0 9.0 91.0 10 10
E 132.858160940 13.0 8.0 54.0 10 10
H 132.861574742 1.0 9.0 85.0 10 10
E 132.907162942 8.0 9.0 56.0 10 10
H 132.910577948 1.0 8.0 80.0 10 10
E 132.956165196 3.0 10.0 58.0 10 10
H 132.959668598 1.0 8.0 77.0 10 10
E 133.025279184 3.0 12.0 64.0 10 10
H 133.028692958 1.0 8.0 74.0 10 10
E 133.083970264 3.0 14.0 72.0 10 10
H 133.087471636 1.0 7.0 73.0 10 10
E 133.132972294 2.0 16.0 71.0 10 10
H 133.136475374 1.0 7.0 69.0 10 10
E 133.181974590 3.0 20.0 62.0 10 10
H 133.185565058 1.0 7.0 61.0 10 10
E 133.231088760 3.0 24.0 54.0 10 10
H 133.234589418 1.0 8.0 54.0 10 10
E 133.289779504 3.0 28.0 47.0 10 10
H 133.293282304 1.0 10.0 47.0 10 10
E 133.338781702 4.0 30.0 42.0 10 10
H 133.342403656 1.0 11.0 44.0 10 10
E 133.387784110 4.0 34.0 38.0 10 10
H 133.391286210 1.0 12.0 41.0 10 10
E 133.436897846 4.0 43.0 35.0 10 10
H 133.440488972 1.0 13.0 39.0 10 10
E 133.495588898 6.0 50.0 31.0 10 10
H 133.499091124 2.0 14.0 36.0 10 10
E 133.544591180 9.0 50.0 28.0 10 10
H 133.548093224 2.0 16.0 34.0 10 10
E 133.593593322 12.0 51.0 25.0 10 10
H 133.597286466 2.0 18.0 32.0 10 10
E 133.642707366 16.0 54.0 24.0 10 10
H 133.646298296 2.0 20.0 31.0 10 10
E 133.701398236 22.0 60.0 22.0 10 10
H 133.705121452 3.0 25.0 29.0 10 10
E 133.750400532 27.0 66.0 21.0 10 10
H 133.753989628 4.0 33.0 28.0 10 10
E 133.799402786 33.0 73.0 19.0 10 10
H 133.802993268 4.0 40.0 28.0 10 10
E 133.848516858 40.0 77.0 18.0 10 10
H 133.852205214 7.0 46.0 27.0 10 10
E 133.907207952 48.0 84.0 18.0 10 10
H 133.910797650 13.0 56.0 26.0 10 10
E 133.956210080 55.0 88.0 18.0 10 10
H 133.959901152 20.0 62.0 26.0 10 10
E 134.025212124 62.0 92.0 17.0 10 10
H 134.028713482 28.0 65.0 25.0 10 10
E 134.075075518 69.0 94.0 17.0 10 10
H 134.078575742 37.0 66.0 25.0 10 10
E 134.133017136 77.0 96.0 17.0 10 10
H 134.136606988 48.0 64.0 24.0 10 10
E 134.182019376 84.0 98.0 17.0 10 10
H 134.185705422 56.0 63.0 24.0 10 10
E 134.231021616 90.0 99.0 16.0 10 10
H 134.234610082 64.0 64.0 24.0 10 10
E 134.280135604 95.0 100.0 16.0 10 10
H 134.284002782 72.0 65.0 26.0 10 10
E 134.338826516 101.0 100.0 16.0 10 10
H 134.342681752 79.0 63.0 28.0 10 10
E 134.387828896 106.0 100.0 16.0 10 10
H 134.391684146 85.0 58.0 31.0 10 10
E 134.436830968 111.0 100.0 16.0 10 10
H 134.440782272 88.0 54.0 36.0 10 10
E 134.485945096 115.0 100.0 17.0 10 10
H 134.489800416 90.0 50.0 43.0 10 10
E 134.544635896 119.0 100.0 19.0 10 10
H 134.548614206 90.0 46.0 50.0 10 10
E 134.593638220 123.0 100.0 19.0 10 10
H 134.597494142 90.0 44.0 54.0 10 10
E 134.642640320 124.0 98.0 19.0 10 10
H 134.646318806 89.0 41.0 59.0 10 10
E 134.691754322 124.0 96.0 19.0 10 10
H 134.695529646 85.0 38.0 62.0 10 10
E 134.750445192 124.0 95.0 19.0 10 10
H 134.754122684 80.0 33.0 61.0 10 10
E 134.799447558 124.0 92.0 18.0 10 10
H 134.803223946 76.0 30.0 56.0 10 10
E 134.848449812 124.0 86.0 16.0 10 10
H 134.852128298 71.0 27.0 51.0 10 10
E 134.897565102 124.0 81.0 16.0 10 10
H 134.901243854 67.0 24.0 48.0 10 10
E 134.956254670 124.0 73.0 18.0 10 10
H 134.960032752 63.0 21.0 45.0 10 10
E 135.025256952 123.0 64.0 23.0 10 10
H 135.028847280 59.0 19.0 42.0 10 10
E 135.074259150 123.0 56.0 27.0 10 10
H 135.077946736 56.0 17.0 39.0 10 10
E 135.123374398 123.0 48.0 31.0 10 10
H 135.127053052 52.0 15.0 36.0 10 10
E 135.182064190 121.0 41.0 35.0 10 10
H 135.185739946 49.0 13.0 32.0 10 10
E 135.231066262 118.0 36.0 36.0 10 10
H 135.234886064 46.0 12.0 31.0 10 10
E 135.280068544 116.0 32.0 37.0 10 10
H 135.283746064 43.0 11.0 31.0 10 10
E 135.329182798 114.0 29.0 41.0 10 10
H 135.332960096 40.0 10.0 32.0 10 10
E 135.387873780 110.0 25.0 47.0 10 10
H 135.391552112 36.0 10.0 31.0 10 10
E 135.436875810 104.0 23.0 47.0 10 10
H 135.440551804 33.0 9.0 29.0 10 10
E 135.485877952 99.0 20.0 45.0 10 10
H 135.489567078 30.0 8.0 28.0 10 10
E 135.534992150 93.0 18.0 48.0 10 10
H 135.538582912 27.0 8.0 28.0 10 10
E 135.593682964 86.0 16.0 51.0 10 10
H 135.597372300 23.0 7.0 28.0 10 10
E 135.642685344 80.0 15.0 51.0 10 10
H 135.646276078 20.0 7.0 29.0 10 10
E 135.691687430 73.0 13.0 49.0 10 10
H 135.695274986 16.0 6.0 31.0 10 10
E 135.740800508 67.0 12.0 45.0 10 10
H 135.744487198 12.0 6.0 33.0 10 10
E 135.799492302 60.0 10.0 40.0 10 10
H 135.803083386 7.0 6.0 39.0 10 10
E 135.848494626 54.0 10.0 37.0 10 10
H 135.852203268 4.0 7.0 45.0 10 10
E 135.897496908 49.0 9.0 35.0 10 10
H 135.900911424 3.0 6.0 49.0 10 10
E 135.946610098 45.0 9.0 38.0 10 10
H 135.950023312 3.0 6.0 51.0 10 10
E 136.025301808 39.0 9.0 42.0 10 10
H 136.028722106 3.0 6.0 56.0 10 10
E 136.074303978 34.0 10.0 46.0 10 10
H 136.077805448 3.0 6.0 61.0 10 10
E 136.123306092 29.0 10.0 51.0 10 10
H 136.126985320 3.0 6.0 62.0 10 10
E 136.173169136 23.0 10.0 55.0 10 10
H 136.177142896 3.0 6.0 61.0 10 10
E 136.231111132 16.0 9.0 55.0 10 10
H 136.234526208 3.0 5.0 63.0 10 10
E 136.280113428 10.0 9.0 57.0 10 10
H 136.283526880 3.0 5.0 61.0 10 10
E 136.329115528 5.0 10.0 62.0 10 10
H 136.332736026 3.0 5.0 57.0 10 10
E 136.378228634 3.0 10.0 65.0 10 10
H 136.381730300 3.0 5.0 52.0 10 10
E 136.436920554 3.0 10.0 68.0 10 10
H 136.440511148 3.0 5.0 47.0 10 10
E 136.485922878 3.0 10.0 72.0 10 10
H 136.489422598 3.0 5.0 40.0 10 10
E 136.534925076 3.0 10.0 73.0 10 10
H 136.538425342 3.0 6.0 35.0 10 10
E 136.584038182 3.0 14.0 65.0 10 10
H 136.587628510 3.0 7.0 31.0 10 10
E 136.642730046 4.0 26.0 56.0 10 10
H 136.646231194 4.0 14.0 28.0 10 10
E 136.691732048 3.0 38.0 50.0 10 10
H 136.695361338 4.0 21.0 27.0 10 10
E 136.740734526 4.0 51.0 44.0 10 10
H 136.744235352 4.0 33.0 27.0 10 10
E 136.789848822 5.0 63.0 39.0 10 10
H 136.793348780 5.0 46.0 27.0 10 10
E 136.848539398 9.0 72.0 34.0 10 10
H 136.852143628 11.0 57.0 27.0 10 10
E 136.897541652 14.0 75.0 31.0 10 10
H 136.901132344 18.0 63.0 27.0 10 10
E 136.946543850 20.0 75.0 28.0 10 10
H 136.950235594 26.0 66.0 26.0 10 10
E 137.015660106 25.0 74.0 24.0 10 10
H 137.019160834 35.0 61.0 26.0 10 10
E 137.074348736 33.0 73.0 21.0 10 10
H 137.077847756 44.0 52.0 28.0 10 10
E 137.123350948 39.0 74.0 19.0 10 10
H 137.127042972 50.0 49.0 28.0 10 10
E 137.172353188 45.0 76.0 18.0 10 10
H 137.175943012 54.0 47.0 25.0 10 10
E 137.221469500 51.0 80.0 17.0 10 10
H 137.225161244 59.0 47.0 23.0 10 10
E 137.280158046 59.0 86.0 16.0 10 10
H 137.283747688 65.0 49.0 21.0 10 10
