3.0 100.0 100.0 50.0 50.0 60.0 1.67 20.0 1.0 0.0 0.0 1.0 10.0 1000.0 50.0
3.0 100.0 100.0 50.0 50.0 60.0 1.67 20.0 1.0 0.0 0.0 1.0 10.0 1000.0 50.0
E 7325.032077738 15 14 15 14 0 160 0
H 7325.035583352 14 110 14 100 98 160 0
E 7325.090020532 15 14 15 14 0 160 0
H 7325.093520434 13 115 13 100 98 160 0
E 7325.139022716 14 14 14 14 0 160 0
H 7325.142609558 13 120 13 100 98 160 0
E 7325.188024970 14 14 14 14 0 160 0
H 7325.191614822 13 120 13 100 98 160 0
E 7325.237141436 14 14 14 14 0 160 0
H 7325.240933462 14 115 14 100 98 160 0
E 7325.295829814 15 14 15 14 0 160 0
H 7325.299421402 14 113 14 100 98 160 0
E 7325.344831886 15 14 15 14 0 160 0
H 7325.348423558 13 119 13 100 98 160 0
E 7325.393834350 15 14 15 14 0 160 0
H 7325.397423082 13 116 13 100 98 160 0
E 7325.442950872 15 13 15 13 0 160 0
H 7325.446541550 13 109 13 100 98 160 0
E 7325.501639348 15 13 15 13 0 161 0
H 7325.505429694 14 97 14 97 98 161 0
E 7325.550641490 15 13 15 13 0 161 0
H 7325.554231790 14 106 14 100 98 161 0
E 7325.599643702 15 13 15 13 0 161 0
H 7325.603235304 14 114 14 100 98 161 0
E 7325.648760070 15 14 15 14 0 161 0
H 7325.652349166 14 113 14 100 98 161 0
E 7325.707448714 15 14 15 14 0 161 0
H 7325.711038832 14 108 14 100 98 161 0
E 7325.756450954 15 13 15 13 0 161 0
H 7325.760242350 14 106 14 100 98 161 0
E 7325.805453180 14 13 14 13 0 161 0
H 7325.809043284 14 114 14 100 98 161 0
E 7325.854569674 14 13 14 13 0 161 0
H 7325.858160856 14 121 14 100 98 161 0
E 7325.913258066 14 13 14 13 0 161 0
H 7325.916849080 14 119 14 100 98 161 0
E 7325.962260348 14 13 14 13 0 161 0
H 7325.965851684 13 108 13 100 98 161 0
E 7326.031262504 14 13 14 13 0 161 0
H 7326.034851698 13 105 13 100 98 161 0
E 7326.080378886 14 13 14 13 0 161 0
H 7326.083880118 13 104 13 100 98 161 0
E 7326.139067558 14 13 14 13 0 161 0
H 7326.142770936 13 99 13 99 98 161 0
E 7326.188069784 14 12 14 12 0 161 0
H 7326.191660784 13 93 13 93 98 161 0
E 7326.237071996 14 12 14 12 0 161 0
H 7326.240662702 13 87 13 87 98 161 0
E 7326.286188336 14 13 14 13 0 161 0
H 7326.289867830 13 96 13 96 98 161 0
E 7326.344876882 15 13 15 13 0 161 0
H 7326.348466384 14 105 14 100 98 161 0
E 7326.393878954 15 13 15 13 0 161 0
H 7326.397582682 13 105 13 100 98 161 0
E 7326.442881474 15 13 15 13 0 161 0
H 7326.446472768 14 99 14 99 98 161 0
E 7326.491997758 15 13 15 13 0 161 0
H 7326.495589556 14 101 14 100 98 161 0
E 7326.550686192 14 13 14 13 0 161 0
H 7326.554364370 15 110 15 100 98 161 0
E 7326.599688530 14 14 14 14 0 161 0
H 7326.603279978 15 113 15 100 98 161 0
E 7326.648690672 15 14 15 14 0 161 0
H 7326.652393070 15 112 15 100 98 161 0
E 7326.697807124 15 14 15 14 0 161 0
H 7326.701397914 15 100 15 100 98 161 0
E 7326.756495614 14 14 14 14 0 161 0
H 7326.760087342 14 103 14 100 98 161 0
E 7326.805497896 14 14 14 14 0 161 0
H 7326.809176648 14 108 14 100 98 161 0
E 7326.854500122 15 14 15 14 0 161 0
H 7326.858090982 14 110 14 100 98 161 0
E 7326.903616616 15 14 15 14 0 161 0
H 7326.907319350 14 110 14 100 98 161 0
E 7326.962305190 15 14 15 14 0 161 0
H 7326.965893586 14 106 14 100 98 161 0
E 7327.031307458 14 14 14 14 0 161 0
H 7327.034809082 14 113 14 100 98 161 0
E 7327.080309474 14 14 14 14 0 161 0
H 7327.083897912 14 119 14 100 98 161 0
E 7327.129979290 14 14 14 14 0 161 0
H 7327.133766682 14 119 14 100 98 161 0
E 7327.188114514 14 14 14 14 0 161 0
H 7327.191705948 14 106 14 100 98 161 0
E 7327.237116866 14 14 14 14 0 161 0
H 7327.240795996 14 106 14 100 98 161 0
E 7327.286118938 14 14 14 14 0 161 0
H 7327.289711590 13 107 13 100 98 161 0
E 7327.335235376 14 14 14 14 0 161 0
H 7327.338939314 14 109 14 100 98 161 0
E 7327.393923880 15 14 15 14 0 161 0
H 7327.397514978 14 107 14 100 98 161 0
E 7327.442926106 15 14 15 14 0 161 0
H 7327.446517190 14 101 14 100 98 161 0
E 7327.491928472 15 14 15 14 0 161 0
H 7327.495607938 14 109 14 100 98 161 0
E 7327.541044826 15 14 15 14 0 161 0
H 7327.544635448 14 116 14 100 98 161 0
E 7327.599733624 16 14 16 14 0 161 0
H 7327.603437128 14 116 14 100 98 161 0
E 7327.648735724 15 14 15 14 0 161 0
H 7327.652324414 14 107 14 100 98 161 0
E 7327.697737782 15 14 15 14 0 161 0
H 7327.701329146 14 111 14 100 98 161 0
E 7327.746854234 14 14 14 14 0 161 0
H 7327.750533490 13 118 13 100 98 161 0
E 7327.805542766 14 14 14 14 0 161 0
H 7327.809130602 13 122 13 100 98 161 0
E 7327.854544922 14 14 14 14 0 161 0
H 7327.858248118 14 121 14 100 98 161 0
E 7327.903547106 14 14 14 14 0 161 0
H 7327.907136790 14 108 14 100 98 161 0
E 7327.952663600 15 14 15 14 0 161 0
H 7327.956254530 14 111 14 100 98 161 0
E 7328.031351992 14 13 14 13 0 161 0
H 7328.034941732 14 117 14 100 98 161 0
E 7328.080354400 14 13 14 13 0 161 0
H 7328.083854652 14 118 14 100 98 161 0
E 7328.129356514 15 13 15 13 0 161 0
H 7328.133060074 14 115 14 100 98 161 0
E 7328.178472952 15 13 15 13 0 161 0
H 7328.182064736 14 112 14 100 98 161 0
E 7328.237161484 15 13 15 13 0 161 0
H 7328.240753142 14 122 14 100 98 161 0
E 7328.286163808 15 14 15 14 0 161 0
H 7328.289840432 14 129 14 100 98 161 0
E 7328.335166034 15 14 15 14 0 161 0
H 7328.338756894 14 132 14 100 98 161 0
E 7328.384282584 15 14 15 14 0 161 0
H 7328.387986760 14 119 14 100 98 161 0
E 7328.442971060 15 14 15 14 0 161 0
H 7328.446561724 14 122 14 100 98 161 0
E 7328.491973174 15 14 15 14 0 161 0
H 7328.495562760 14 126 14 100 98 161 0
E 7328.540975456 14 14 14 14 0 161 0
H 7328.544651324 14 128 14 100 98 161 0
E 7328.590091866 15 14 15 14 0 161 0
H 7328.593682096 14 127 14 100 98 161 0
E 7328.648780244 15 14 15 14 0 161 0
H 7328.652483580 14 119 14 100 98 161 0
E 7328.697782624 14 14 14 14 0 161 0
H 7328.701373092 14 126 14 100 98 161 0
E 7328.746784682 14 14 14 14 0 161 0
H 7328.750376200 14 130 14 100 98 161 0
E 7328.795901358 14 14 14 14 0 161 0
H 7328.799579732 14 126 14 100 98 161 0
E 7328.854589834 14 14 14 14 0 161 0
H 7328.858180974 14 113 14 100 98 161 0
E 7328.903591962 14 14 14 14 0 161 0
H 7328.907292260 13 110 13 100 98 161 0
E 7328.952594258 14 14 14 14 0 161 0
H 7328.956185608 13 109 13 100 98 161 0
E 7329.021710598 14 14 14 14 0 161 0
H 7329.025209968 13 105 13 100 98 161 0
E 7329.080399102 15 13 15 13 0 161 0
H 7329.083988086 13 97 13 97 98 161 0
E 7329.129401342 15 13 15 13 0 161 0
H 7329.132990270 13 90 13 90 98 161 0
E 7329.178403540 15 13 15 13 0 161 0
H 7329.182103432 13 100 13 100 98 161 0
E 7329.228073510 15 13 15 13 0 161 0
H 7329.231947338 13 109 13 100 98 161 0
E 7329.286208454 15 13 15 13 0 161 0
H 7329.289800070 14 108 14 100 98 161 0
E 7329.335210876 15 13 15 13 0 161 0
H 7329.338913078 14 101 14 100 98 161 0
E 7329.384212948 15 13 15 13 0 161 0
H 7329.387891434 14 103 14 100 98 161 0
E 7329.433329400 15 13 15 13 0 161 0
H 7329.436920610 14 113 14 100 98 161 0
E 7329.492017792 15 13 15 13 0 161 0
H 7329.495607448 15 119 15 100 98 161 0
E 7329.541020074 15 13 15 13 0 161 0
H 7329.544609674 15 119 15 100 98 161 0
E 7329.590022440 15 13 15 13 0 161 0
H 7329.593723900 15 106 15 100 98 161 0
E 7329.639138892 15 13 15 13 0 161 0
H 7329.642818358 15 107 15 100 98 161 0
E 7329.697827410 14 13 14 13 0 161 0
H 7329.701416072 14 110 14 100 98 161 0
E 7329.746829440 14 13 14 13 0 161 0
H 7329.750420202 14 113 14 100 98 161 0
E 7329.795831932 15 13 15 13 0 161 0
H 7329.799422456 14 112 14 100 98 161 0
E 7329.844948174 15 13 15 13 0 161 0
H 7329.848651986 13 104 13 100 98 161 0
E 7329.903636692 15 13 15 13 0 161 0
H 7329.907314828 13 110 13 100 98 161 0
E 7329.952639142 15 14 15 14 0 161 0
H 7329.956228168 13 116 13 100 98 161 0
E 7330.021641228 16 14 16 14 0 161 0
H 7330.025142824 14 118 14 100 98 161 0
E 7330.070757512 16 13 16 13 0 161 0
H 7330.074257596 14 110 14 100 98 161 0
E 7330.129446212 16 13 16 13 0 161 0
H 7330.133149688 14 114 14 100 98 161 0
E 7330.178448368 16 13 16 13 0 161 0
H 7330.182128226 14 121 14 100 98 161 0
E 7330.227450622 16 13 16 13 0 161 0
H 7330.231041216 15 122 15 100 98 161 0
E 7330.276567144 16 13 16 13 0 161 0
H 7330.280158298 15 121 15 100 98 161 0
E 7330.335255494 15 14 15 14 0 161 0
H 7330.338847012 15 110 15 100 98 161 0
E 7330.384257734 16 14 16 14 0 161 0
H 7330.387961000 15 114 15 100 98 161 0
E 7330.433260100 16 15 16 15 0 161 0
H 7330.436937354 15 121 15 100 98 161 0
E 7330.482376496 16 14 16 14 0 161 0
H 7330.485967580 15 122 15 100 98 161 0
E 7330.541064972 16 14 16 14 0 161 0
H 7330.544652136 15 115 15 100 98 161 0
E 7330.590067184 16 13 16 13 0 161 0
H 7330.593655902 14 117 14 100 98 161 0
E 7330.639069536 16 13 16 13 0 161 0
H 7330.642772270 14 123 14 100 98 161 0
E 7330.688185848 15 13 15 13 0 161 0
H 7330.691864320 14 129 14 100 98 161 0
E 7330.746874394 15 14 15 14 0 161 0
H 7330.750465268 14 130 14 100 98 161 0
E 7330.795876620 15 14 15 14 0 161 0
H 7330.799463224 13 116 13 100 98 161 0
E 7330.844878776 14 14 14 14 0 161 0
H 7330.848469706 13 119 13 100 98 161 0
E 7330.893995228 14 14 14 14 0 161 0
H 7330.897699138 13 124 13 100 98 161 0
E 7330.952683718 14 14 14 14 0 161 0
H 7330.956360188 13 123 13 100 98 161 0
E 7331.021685902 15 14 15 14 0 161 0
H 7331.025187092 13 118 13 100 98 161 0
E 7331.070688310 15 14 15 14 0 161 0
H 7331.074188324 13 112 13 100 98 161 0
E 7331.119804706 15 14 15 14 0 161 0
H 7331.123395594 13 115 13 100 98 161 0
E 7331.178493364 15 14 15 14 0 161 0
H 7331.182196952 14 118 14 100 98 161 0
E 7331.227495576 15 14 15 14 0 161 0
H 7331.231173446 14 116 14 100 98 161 0
E 7331.276497634 15 14 15 14 0 161 0
H 7331.280088634 14 105 14 100 98 161 0
E 7331.326167464 15 14 15 14 0 161 0
H 7331.330066926 14 102 14 100 98 161 0
E 7331.384302562 15 14 15 14 0 161 0
H 7331.387893240 15 103 15 100 98 161 0
E 7331.433304802 15 14 15 14 0 161 0
H 7331.436894836 15 107 15 100 98 161 0
E 7331.482307336 15 13 15 13 0 161 0
H 7331.486010910 15 109 15 100 98 161 0
E 7331.531423690 15 13 15 13 0 161 0
H 7331.535102554 14 100 14 100 98 161 0
E 7331.590112054 15 13 15 13 0 161 0
H 7331.593702228 14 109 14 100 98 161 0
E 7331.639114364 15 13 15 13 0 161 0
H 7331.642705350 14 114 14 100 98 161 0
E 7331.688116576 16 13 16 13 0 161 0
H 7331.691707604 14 113 14 100 98 161 0
E 7331.737232776 16 13 16 13 0 161 0
H 7331.740936350 13 106 13 100 98 161 0
E 7331.795921420 15 13 15 13 0 161 0
H 7331.799600452 13 106 13 100 98 161 0
E 7331.844923744 15 13 15 13 0 161 0
H 7331.848514982 13 110 13 100 98 161 0
E 7331.893926026 14 13 14 13 0 161 0
H 7331.897517040 14 105 14 100 98 161 0
E 7331.943042086 14 13 14 13 0 161 0
H 7331.946631994 14 98 14 98 98 161 0
E 7332.021730856 14 13 14 13 0 161 0
H 7332.025345488 14 89 14 89 98 161 0
E 7332.070732970 14 12 14 12 0 161 0
H 7332.074321590 14 97 14 97 98 161 0
E 7332.119735392 14 12 14 12 0 161 0
H 7332.123327288 14 105 14 100 98 161 0
E 7332.168851606 14 12 14 12 0 161 0
H 7332.172442732 14 106 14 100 98 161 0
E 7332.227540180 14 13 14 13 0 161 0
H 7332.231130368 14 101 14 100 98 161 0
E 7332.276542336 14 13 14 13 0 161 0
H 7332.280245980 14 103 14 100 98 161 0
E 7332.325544772 14 13 14 13 0 161 0
H 7332.329224308 14 111 14 100 98 161 0
E 7332.374661056 14 13 14 13 0 161 0
H 7332.378251888 14 117 14 100 98 161 0
E 7332.433349532 14 13 14 13 0 161 0
H 7332.436938586 14 118 14 100 98 161 0
E 7332.482352122 14 13 14 13 0 161 0
H 7332.485940630 14 105 14 100 98 161 0
E 7332.531353970 14 13 14 13 0 161 0
H 7332.535055220 14 107 14 100 98 161 0
E 7332.580470422 15 13 15 13 0 161 0
H 7332.584148740 14 109 14 100 98 161 0
E 7332.639158954 15 13 15 13 0 161 0
H 7332.642750626 14 108 14 100 98 161 0
E 7332.688161320 14 13 14 13 0 161 0
H 7332.691752250 14 105 14 100 98 161 0
E 7332.737163630 14 12 14 12 0 161 0
H 7332.740754728 14 100 14 100 98 161 0
E 7332.786279900 14 13 14 13 0 161 0
H 7332.789980660 14 109 14 100 98 161 0
E 7332.844968446 14 13 14 13 0 161 0
H 7332.848647520 14 118 14 100 98 161 0
E 7332.893970812 14 14 14 14 0 161 0
H 7332.897560972 14 119 14 100 98 161 0
E 7332.942972926 14 14 14 14 0 161 0
H 7332.946564220 14 110 14 100 98 161 0
E 7333.012089378 14 14 14 14 0 161 0
H 7333.015589742 14 111 14 100 98 161 0
E 7333.070777882 14 14 14 14 0 161 0
H 7333.074391702 14 116 14 100 98 161 0
E 7333.119780290 15 15 15 15 0 161 0
H 7333.123458510 14 115 14 100 98 161 0
E 7333.168782152 15 15 15 15 0 161 0
