device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 2220.400412376 0.0 14.0 15.0 50 50 1732 1757
H 2220.404001514 98.0 100.0 13.0 50 50 1732 1757
E 2220.449414742 0.0 14.0 15.0 50 50 1731 1757
H 2220.453005938 98.0 100.0 14.0 50 50 1731 1757
E 2220.498530648 0.0 14.0 15.0 50 50 1732 1757
H 2220.502209246 98.0 100.0 14.0 50 50 1732 1757
E 2220.557219544 0.0 14.0 15.0 50 50 1732 1757
H 2220.560810880 98.0 100.0 14.0 50 50 1732 1757
E 2220.606221882 0.0 14.0 15.0 50 50 1731 1757
H 2220.609924266 98.0 100.0 14.0 50 50 1732 1757
E 2220.655224248 0.0 14.0 15.0 50 50 1732 1757
H 2220.658815612 98.0 100.0 14.0 50 50 1732 1757
E 2220.704340056 0.0 14.0 14.0 50 50 1732 1757
H 2220.707929544 98.0 100.0 14.0 50 50 1732 1757
E 2220.763029260 0.0 14.0 14.0 50 50 1731 1757
H 2220.766707256 98.0 100.0 14.0 50 50 1731 1757
E 2220.812031500 0.0 13.0 14.0 50 50 1731 1757
H 2220.815620974 98.0 100.0 14.0 50 50 1731 1757
E 2220.861033726 0.0 13.0 15.0 50 50 1732 1757
H 2220.864736628 98.0 100.0 14.0 50 50 1731 1757
E 2220.910149674 0.0 14.0 15.0 50 50 1732 1757
H 2220.913739890 98.0 100.0 14.0 50 50 1732 1757
E 2220.968838584 0.0 14.0 15.0 50 50 1732 1757
H 2220.972426966 98.0 100.0 14.0 50 50 1731 1757
E 2221.037840796 0.0 14.0 15.0 50 50 1731 1757
H 2221.041430326 98.0 100.0 13.0 50 50 1732 1757
E 2221.086842966 0.0 14.0 16.0 50 50 1731 1757
H 2221.090343582 98.0 100.0 13.0 50 50 1731 1757
E 2221.135958774 0.0 14.0 16.0 50 50 1732 1757
H 2221.139662068 98.0 100.0 13.0 50 50 1731 1757
E 2221.194647852 0.0 15.0 16.0 50 50 1731 1757
H 2221.198238978 98.0 100.0 13.0 50 50 1732 1757
E 2221.243650050 0.0 15.0 16.0 50 50 1731 1757
H 2221.247237214 98.0 100.0 13.0 50 50 1732 1757
E 2221.292652346 0.0 15.0 17.0 50 50 1732 1757
H 2221.296331042 98.0 100.0 14.0 50 50 1732 1757
E 2221.341768308 0.0 15.0 17.0 50 50 1731 1757
H 2221.345358888 98.0 100.0 14.0 50 50 1732 1757
E 2221.400457330 0.0 15.0 17.0 50 50 1731 1757
H 2221.404158384 98.0 100.0 13.0 50 50 1732 1757
E 2221.449459668 0.0 15.0 17.0 50 50 1731 1757
H 2221.453049422 98.0 100.0 13.0 50 50 1732 1757
E 2221.498461866 0.0 14.0 17.0 50 50 1731 1757
H 2221.502053048 98.0 100.0 13.0 50 50 1732 1757
E 2221.547577702 0.0 14.0 16.0 50 50 1731 1757
H 2221.551255194 98.0 100.0 13.0 50 50 1731 1758
E 2221.606266836 0.0 14.0 16.0 50 50 1732 1757
H 2221.609856562 98.0 100.0 13.0 50 50 1731 1757
E 2221.655268950 0.0 14.0 16.0 50 50 1731 1757
H 2221.658972034 98.0 100.0 13.0 50 50 1731 1757
E 2221.704271260 0.0 14.0 16.0 50 50 1732 1757
H 2221.707860804 98.0 100.0 13.0 50 50 1732 1757
E 2221.753387138 0.0 14.0 16.0 50 50 1732 1757
H 2221.756978026 98.0 100.0 13.0 50 50 1732 1757
E 2221.812076160 0.0 14.0 15.0 50 50 1731 1757
H 2221.815753694 98.0 100.0 13.0 50 50 1732 1757
E 2221.861078274 0.0 14.0 15.0 50 50 1732 1757
H 2221.864668686 98.0 100.0 13.0 50 50 1731 1757
E 2221.910080682 0.0 14.0 15.0 50 50 1731 1757
H 2221.913781554 98.0 100.0 13.0 50 50 1731 1757
E 2221.959196770 0.0 14.0 15.0 50 50 1731 1757
H 2221.962787224 98.0 100.0 13.0 50 50 1731 1757
E 2222.037885722 0.0 14.0 14.0 50 50 1732 1757
H 2222.041387682 98.0 99.0 14.0 50 50 1732 1757
E 2222.086887836 0.0 14.0 14.0 50 50 1732 1757
H 2222.090477744 98.0 100.0 14.0 50 50 1732 1757
E 2222.135889936 0.0 15.0 14.0 50 50 1731 1757
H 2222.139480992 98.0 100.0 14.0 50 50 1732 1757
E 2222.185005842 0.0 14.0 14.0 50 50 1731 1757
H 2222.188708660 98.0 100.0 14.0 50 50 1731 1757
E 2222.243695032 0.0 14.0 15.0 50 50 1732 1757
H 2222.247283932 98.0 100.0 14.0 50 50 1732 1757
E 2222.292697230 0.0 13.0 15.0 50 50 1731 1757
H 2222.296288608 98.0 100.0 14.0 50 50 1732 1757
E 2222.341699274 0.0 14.0 16.0 50 50 1731 1757
H 2222.345378180 98.0 100.0 14.0 50 50 1731 1757
E 2222.391564698 0.0 14.0 15.0 50 50 1731 1757
H 2222.395339742 98.0 100.0 14.0 50 50 1732 1757
E 2222.449504496 0.0 13.0 15.0 50 50 1731 1757
H 2222.453207776 98.0 100.0 14.0 50 50 1732 1757
E 2222.498506568 0.0 13.0 15.0 50 50 1731 1757
H 2222.502183220 98.0 100.0 14.0 50 50 1732 1757
E 2222.547508976 0.0 13.0 15.0 50 50 1731 1757
H 2222.551099920 98.0 100.0 13.0 50 50 1732 1757
E 2222.596624728 0.0 13.0 15.0 50 50 1732 1757
H 2222.600216092 98.0 100.0 13.0 50 50 1732 1757
E 2222.655313820 0.0 14.0 15.0 50 50 1731 1757
H 2222.658902734 98.0 100.0 13.0 50 50 1731 1757
E 2222.704316130 0.0 13.0 14.0 50 50 1731 1757
H 2222.708019256 98.0 93.0 13.0 50 50 1731 1757
E 2222.753318174 0.0 13.0 14.0 50 50 1731 1757
H 2222.756998018 98.0 100.0 13.0 50 50 1732 1757
E 2222.802434192 0.0 13.0 14.0 50 50 1732 1757
H 2222.806025472 98.0 100.0 13.0 50 50 1732 1757
E 2222.861123130 0.0 13.0 15.0 50 50 1732 1757
H 2222.864713906 98.0 100.0 13.0 50 50 1732 1757
E 2222.910125552 0.0 14.0 15.0 50 50 1732 1757
H 2222.913715838 98.0 100.0 13.0 50 50 1731 1757
E 2222.959127666 0.0 14.0 15.0 50 50 1731 1757
H 2222.962831688 98.0 100.0 13.0 50 50 1731 1757
E 2223.028243460 0.0 14.0 15.0 50 50 1732 1757
H 2223.031833200 98.0 100.0 13.0 50 50 1732 1757
E 2223.086932524 0.0 14.0 16.0 50 50 1731 1757
H 2223.090434162 98.0 100.0 14.0 50 50 1732 1757
E 2223.135934862 0.0 14.0 16.0 50 50 1731 1757
H 2223.139525246 98.0 100.0 14.0 50 50 1731 1757
E 2223.184937018 0.0 15.0 16.0 50 50 1731 1757
H 2223.188527878 98.0 100.0 13.0 50 50 1731 1757
E 2223.234052910 0.0 15.0 15.0 50 50 1731 1757
H 2223.237755084 98.0 100.0 13.0 50 50 1731 1757
E 2223.292742142 0.0 15.0 15.0 50 50 1731 1757
H 2223.296419256 98.0 100.0 13.0 50 50 1732 1757
E 2223.341744144 0.0 15.0 15.0 50 50 1732 1757
H 2223.345336306 98.0 100.0 12.0 50 50 1732 1757
E 2223.390746454 0.0 15.0 16.0 50 50 1731 1757
H 2223.394336376 98.0 100.0 12.0 50 50 1732 1757
E 2223.439862276 0.0 14.0 16.0 50 50 1731 1757
H 2223.443448726 98.0 100.0 13.0 50 50 1731 1757
E 2223.498551312 0.0 14.0 16.0 50 50 1732 1757
H 2223.502255530 98.0 100.0 13.0 50 50 1732 1757
E 2223.547553678 0.0 14.0 16.0 50 50 1731 1757
H 2223.551232598 98.0 100.0 13.0 50 50 1731 1757
E 2223.596555750 0.0 14.0 16.0 50 50 1732 1757
H 2223.600144454 98.0 100.0 14.0 50 50 1732 1757
E 2223.645671600 0.0 14.0 16.0 50 50 1731 1757
H 2223.649262278 98.0 100.0 14.0 50 50 1731 1757
E 2223.704360972 0.0 14.0 16.0 50 50 1732 1757
H 2223.707951314 98.0 100.0 14.0 50 50 1732 1757
E 2223.753363086 0.0 14.0 15.0 50 50 1731 1757
H 2223.757067486 98.0 100.0 14.0 50 50 1732 1757
E 2223.802365368 0.0 14.0 15.0 50 50 1732 1757
H 2223.806043574 98.0 100.0 14.0 50 50 1731 1757
E 2223.851482786 0.0 14.0 15.0 50 50 1731 1757
H 2223.855074192 98.0 100.0 14.0 50 50 1732 1757
E 2223.910170170 0.0 14.0 15.0 50 50 1732 1757
H 2223.913759980 98.0 100.0 14.0 50 50 1731 1757
E 2223.959172536 0.0 14.0 15.0 50 50 1732 1757
H 2223.962764152 98.0 100.0 14.0 50 50 1731 1757
E 2224.028174636 0.0 14.0 15.0 50 50 1731 1757
H 2224.031789268 98.0 100.0 14.0 50 50 1732 1757
