device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 2629.154117880 0.0 13.0 16.0 50 50 1732 1757
H 2629.157708810 98.0 100.0 13.0 50 50 1732 1757
E 2629.203120218 0.0 13.0 16.0 50 50 1731 1757
H 2629.206822728 98.0 100.0 13.0 50 50 1731 1757
E 2629.252237230 0.0 13.0 16.0 50 50 1732 1757
H 2629.255915492 98.0 100.0 13.0 50 50 1732 1757
E 2629.310925300 0.0 13.0 15.0 50 50 1732 1757
H 2629.314512604 98.0 100.0 12.0 50 50 1731 1757
E 2629.359927288 0.0 13.0 15.0 50 50 1732 1757
H 2629.363517644 98.0 100.0 12.0 50 50 1731 1757
E 2629.408929752 0.0 13.0 15.0 50 50 1732 1757
H 2629.412520094 98.0 100.0 12.0 50 50 1732 1757
E 2629.458046540 0.0 13.0 15.0 50 50 1731 1757
H 2629.461749120 98.0 100.0 13.0 50 50 1732 1757
E 2629.516734596 0.0 13.0 16.0 50 50 1732 1757
H 2629.520413558 98.0 100.0 13.0 50 50 1731 1757
E 2629.565736794 0.0 14.0 16.0 50 50 1731 1757
H 2629.569328018 98.0 100.0 13.0 50 50 1731 1757
E 2629.614738936 0.0 14.0 16.0 50 50 1731 1757
H 2629.618330510 98.0 100.0 13.0 50 50 1731 1757
E 2629.663855738 0.0 13.0 16.0 50 50 1731 1757
H 2629.667447788 98.0 100.0 14.0 50 50 1731 1757
E 2629.722543822 0.0 13.0 16.0 50 50 1732 1757
H 2629.726247732 98.0 100.0 14.0 50 50 1732 1757
E 2629.771545992 0.0 14.0 16.0 50 50 1731 1757
H 2629.775225080 98.0 100.0 14.0 50 50 1731 1757
E 2629.820548470 0.0 14.0 16.0 50 50 1732 1757
H 2629.824138728 98.0 100.0 14.0 50 50 1731 1757
E 2629.870218636 0.0 14.0 16.0 50 50 1732 1757
H 2629.873809048 98.0 100.0 14.0 50 50 1731 1757
E 2629.928353188 0.0 14.0 15.0 50 50 1731 1757
H 2629.931944762 98.0 100.0 14.0 50 50 1731 1757
E 2629.977355526 0.0 14.0 15.0 50 50 1732 1757
H 2630.001059786 98.0 100.0 14.0 50 50 1731 1757
E 2630.046357724 0.0 14.0 16.0 50 50 1731 1757
H 2630.049946400 98.0 100.0 13.0 50 50 1732 1757
E 2630.095474708 0.0 15.0 16.0 50 50 1732 1757
