device_type time pose Biceps_effort Triceps_effort Biceps_E_T Triceps_E_T
E 3762.231394534 0.0 100.0 100.0 10 10
H 3762.235337648 0.0 100.0 100.0 10 10
E 3762.290079398 0.0 100.0 100.0 10 10
H 3762.294247184 0.0 100.0 100.0 10 10
E 3762.348883332 0.0 100.0 100.0 10 10
H 3762.352830156 0.0 100.0 100.0 10 10
E 3762.398108564 0.0 100.0 100.0 10 10
H 3762.402054940 0.0 100.0 100.0 10 10
E 3762.456803648 0.0 100.0 100.0 10 10
H 3762.460745936 0.0 100.0 100.0 10 10
E 3762.515489772 0.0 100.0 100.0 10 10
H 3762.519436610 0.0 100.0 100.0 10 10
E 3762.574292908 0.0 100.0 100.0 10 10
H 3762.578457712 0.0 100.0 100.0 10 10
E 3762.633095792 0.0 100.0 100.0 10 10
H 3762.637041188 0.0 100.0 100.0 10 10
E 3762.692238652 0.0 100.0 100.0 10 10
H 3762.696177342 0.0 100.0 100.0 10 10
E 3762.750697024 0.0 100.0 100.0 10 10
H 3762.754641608 0.0 100.0 100.0 10 10
E 3762.809503114 0.0 100.0 100.0 10 10
H 3762.813447740 0.0 100.0 100.0 10 10
E 3762.858505340 0.0 100.0 100.0 10 10
H 3762.862674540 0.0 100.0 100.0 10 10
E 3762.917425656 0.0 100.0 100.0 10 10
H 3762.921364850 0.0 100.0 100.0 10 10
E 3762.976331076 0.0 100.0 100.0 10 10
H 3763.000277102 0.0 100.0 100.0 10 10
E 3763.054914482 0.0 100.0 100.0 10 10
H 3763.058879590 0.0 100.0 100.0 10 10
E 3763.113712032 0.0 100.0 100.0 10 10
H 3763.117866364 0.0 100.0 100.0 10 10
E 3763.172636030 0.0 100.0 100.0 10 10
H 3763.176686916 0.0 100.0 100.0 10 10
E 3763.231434546 0.0 100.0 100.0 10 10
H 3763.235379410 0.0 100.0 100.0 10 10
E 3763.290237010 0.0 100.0 100.0 10 10
E 3763.681948736 0.0 100.0 100.0 10 15
H 3763.686298564 0.0 100.0 100.0 10 15
E 3763.740751466 0.0 100.0 100.0 10 15
