device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 50.571681614 45.0 19.0 12.0 50 50 1774 1758
H 50.575283660 8.0 17.0 5.0 50 50 1774 1758
E 50.630353920 46.0 20.0 12.0 50 50 1775 1758
H 50.634093754 8.0 16.0 5.0 50 50 1774 1758
E 50.679356146 45.0 20.0 12.0 50 50 1777 1758
H 50.683097772 8.0 16.0 6.0 50 50 1778 1758
E 50.728476868 46.0 22.0 12.0 50 50 1777 1758
H 50.732121572 8.0 19.0 6.0 50 50 1773 1761
E 50.787161060 45.0 24.0 13.0 50 50 1750 1762
H 50.791045696 8.0 23.0 7.0 50 50 1753 1764
E 50.836163524 46.0 25.0 13.0 50 50 1755 1764
H 50.840127554 8.0 25.0 8.0 50 50 1752 1765
E 50.885165540 46.0 26.0 14.0 50 50 1755 1765
H 50.889129920 8.0 28.0 8.0 50 50 1756 1764
E 50.934282286 46.0 27.0 14.0 50 50 1754 1764
H 50.938251468 8.0 30.0 9.0 50 50 1753 1764
E 51.012970552 46.0 29.0 15.0 50 50 1753 1764
H 51.016382730 8.0 33.0 9.0 50 50 1754 1763
E 51.061972820 46.0 34.0 17.0 50 50 1754 1763
H 51.065385096 8.0 36.0 10.0 50 50 1755 1762
E 51.110975130 46.0 42.0 20.0 50 50 1756 1761
H 51.114475312 8.0 38.0 11.0 50 50 1756 1761
E 51.160091750 46.0 46.0 20.0 50 50 1757 1761
H 51.164058188 8.0 37.0 12.0 50 50 1761 1760
E 51.218779988 46.0 47.0 19.0 50 50 1767 1760
H 51.222282088 8.0 36.0 15.0 50 50 1774 1760
E 51.267782200 46.0 47.0 18.0 50 50 1782 1758
H 51.271282914 8.0 35.0 17.0 50 50 1784 1758
E 51.316784426 46.0 48.0 18.0 50 50 1785 1758
H 51.320286204 8.0 37.0 18.0 50 50 1783 1760
E 51.365900990 46.0 49.0 18.0 50 50 1785 1758
H 51.369868534 8.0 40.0 26.0 50 50 1792 1758
E 51.424589242 46.0 50.0 18.0 50 50 1793 1761
H 51.428090796 8.0 40.0 49.0 50 50 1796 1760
E 51.473591608 47.0 48.0 17.0 50 50 1792 1760
H 51.477093540 8.0 38.0 60.0 50 50 1804 1764
E 51.522593890 47.0 47.0 16.0 50 50 1807 1765
H 51.526095514 8.0 38.0 56.0 50 50 1808 1767
E 51.571710552 47.0 46.0 15.0 50 50 1810 1765
H 51.575678922 8.0 37.0 51.0 50 50 1815 1766
E 51.630398734 47.0 47.0 17.0 50 50 1822 1769
H 51.633897166 8.0 40.0 46.0 50 50 1830 1769
E 51.679401016 48.0 48.0 18.0 50 50 1836 1769
H 51.682901940 8.0 42.0 42.0 50 50 1842 1771
E 51.728403298 48.0 49.0 18.0 50 50 1846 1769
H 51.731901170 8.0 40.0 39.0 50 50 1848 1770
E 51.777519876 49.0 48.0 19.0 50 50 1849 1771
H 51.781486034 8.0 39.0 37.0 50 50 1853 1770
E 51.836208226 49.0 46.0 19.0 50 50 1854 1769
H 51.839710214 8.0 37.0 35.0 50 50 1856 1771
E 51.885210424 50.0 47.0 20.0 50 50 1855 1770
H 51.888712034 8.0 38.0 32.0 50 50 1858 1771
E 51.934212678 51.0 49.0 21.0 50 50 1860 1771
H 51.937714050 8.0 39.0 30.0 50 50 1858 1770
E 52.003329270 51.0 51.0 23.0 50 50 1860 1770
H 52.006652352 8.0 41.0 29.0 50 50 1858 1773
E 52.062017648 53.0 56.0 24.0 50 50 1860 1773
H 52.065430064 8.0 45.0 29.0 50 50 1860 1771
E 52.111019790 54.0 58.0 24.0 50 50 1858 1770
H 52.114521274 8.0 48.0 31.0 50 50 1858 1770
E 52.160022212 54.0 62.0 26.0 50 50 1858 1770
H 52.163522450 8.0 48.0 33.0 50 50 1853 1771
E 52.209139056 55.0 65.0 27.0 50 50 1853 1771
H 52.213118318 8.0 48.0 35.0 50 50 1849 1773
E 52.267826944 55.0 69.0 28.0 50 50 1848 1773
H 52.271329072 8.0 49.0 35.0 50 50 1847 1773
E 52.316829310 56.0 74.0 31.0 50 50 1847 1772
H 52.320331032 8.0 50.0 36.0 50 50 1846 1772
E 52.365831410 56.0 78.0 32.0 50 50 1847 1774
H 52.369331760 8.0 50.0 36.0 50 50 1847 1774
E 52.415501170 58.0 82.0 32.0 50 50 1847 1774
H 52.419002444 8.0 52.0 35.0 50 50 1846 1774
E 52.473636436 60.0 89.0 30.0 50 50 1845 1774
H 52.477138466 8.0 53.0 37.0 50 50 1843 1774
E 52.522638578 65.0 92.0 29.0 50 50 1841 1774
H 52.526139208 8.0 54.0 45.0 50 50 1841 1772
E 52.571640790 69.0 93.0 29.0 50 50 1838 1774
H 52.575142344 8.0 54.0 57.0 50 50 1838 1775
E 52.620757928 74.0 97.0 30.0 50 50 1835 1775
H 52.624455720 8.0 54.0 67.0 50 50 1834 1775
E 52.679445830 79.0 100.0 29.0 50 50 1831 1776
H 52.683221350 8.0 54.0 75.0 50 50 1829 1776
E 52.728452102 84.0 100.0 28.0 50 50 1831 1775
H 52.732226754 8.0 51.0 81.0 50 50 1824 1774
E 52.777450198 88.0 100.0 28.0 50 50 1812 1775
H 52.781326070 8.0 49.0 84.0 50 50 1815 1774
E 52.826567238 92.0 100.0 27.0 50 50 1816 1774
H 52.830245626 8.0 47.0 90.0 50 50 1818 1774
E 52.885259312 97.0 100.0 27.0 50 50 1816 1774
H 52.889034300 8.0 44.0 96.0 50 50 1816 1774
E 52.934306030 100.0 100.0 27.0 50 50 1818 1774
H 52.938075124 7.0 42.0 91.0 50 50 1819 1774
E 53.003263862 103.0 100.0 27.0 50 50 1818 1774
H 53.007076384 7.0 40.0 81.0 50 50 1819 1773
E 53.052376730 106.0 100.0 27.0 50 50 1819 1772
H 53.056283990 8.0 40.0 73.0 50 50 1822 1772
E 53.111064590 110.0 100.0 26.0 50 50 1825 1772
H 53.114825102 8.0 42.0 64.0 50 50 1827 1773
E 53.160066746 113.0 100.0 29.0 50 50 1827 1774
H 53.163832130 8.0 43.0 58.0 50 50 1828 1773
