device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T daq_value_0 daq_value_1
E 939.738773126 72.0 10.0 4.0 50 50 1758 1758
H 939.742659078 4.0 10.0 14.0 50 50 1760 1760
E 939.787776360 72.0 10.0 4.0 50 50 1761 1761
H 939.791660926 4.0 10.0 14.0 50 50 1760 1760
E 939.836776794 72.0 10.0 5.0 50 50 1761 1760
H 939.840659246 4.0 9.0 17.0 50 50 1760 1760
E 939.885895878 72.0 10.0 4.0 50 50 1760 1760
H 939.889682780 4.0 9.0 20.0 50 50 1761 1758
E 939.944581358 72.0 10.0 4.0 50 50 1759 1760
H 939.948131604 4.0 9.0 19.0 50 50 1761 1760
E 940.013588610 72.0 10.0 4.0 50 50 1759 1760
H 940.017048360 4.0 9.0 18.0 50 50 1760 1760
E 940.062590794 72.0 10.0 4.0 50 50 1761 1760
H 940.065915780 4.0 9.0 17.0 50 50 1761 1760
E 940.111709976 72.0 10.0 4.0 50 50 1760 1760
H 940.115121720 4.0 9.0 16.0 50 50 1760 1760
E 940.170537682 72.0 10.0 4.0 50 50 1760 1760
H 940.173955572 4.0 10.0 15.0 50 50 1760 1760
E 940.219542932 72.0 10.0 4.0 50 50 1760 1760
H 940.222962110 4.0 11.0 14.0 50 50 1760 1760
E 940.268545130 72.0 10.0 4.0 50 50 1760 1760
H 940.271963636 4.0 11.0 14.0 50 50 1760 1760
E 940.317665474 72.0 10.0 4.0 50 50 1761 1760
H 940.321272658 4.0 10.0 14.0 50 50 1761 1760
E 940.376348672 72.0 10.0 4.0 50 50 1761 1760
H 940.379767290 4.0 10.0 13.0 50 50 1762 1758
E 940.425354426 72.0 10.0 4.0 50 50 1764 1758
H 940.428773520 4.0 10.0 13.0 50 50 1764 1760
E 940.474356526 72.0 10.0 4.0 50 50 1762 1760
H 940.477775298 4.0 10.0 12.0 50 50 1760 1760
E 940.523474364 72.0 10.0 4.0 50 50 1761 1760
H 940.527080190 4.0 9.0 12.0 50 50 1761 1760
E 940.582163036 72.0 10.0 4.0 50 50 1759 1760
H 940.585581724 4.0 9.0 12.0 50 50 1759 1758
E 940.631165682 72.0 10.0 4.0 50 50 1759 1760
H 940.634585154 4.0 9.0 12.0 50 50 1758 1760
E 940.680169448 72.0 10.0 4.0 50 50 1758 1760
H 940.683587282 4.0 9.0 11.0 50 50 1758 1760
E 940.729288826 72.0 11.0 4.0 50 50 1757 1760
H 940.732892356 4.0 9.0 11.0 50 50 1757 1760
E 940.787975118 72.0 11.0 4.0 50 50 1757 1761
H 940.791393974 4.0 10.0 11.0 50 50 1757 1760
E 940.836977302 72.0 11.0 4.0 50 50 1757 1760
H 940.840395612 4.0 11.0 10.0 50 50 1757 1760
E 940.885981026 72.0 11.0 5.0 50 50 1758 1760
H 940.889399168 4.0 11.0 10.0 50 50 1759 1760
E 940.935100474 72.0 11.0 5.0 50 50 1759 1760
H 940.938701904 4.0 11.0 10.0 50 50 1758 1760
E 941.013785226 72.0 11.0 5.0 50 50 1758 1760
H 941.017115126 4.0 11.0 11.0 50 50 1759 1760
E 941.062777862 72.0 11.0 4.0 50 50 1759 1760
H 941.066250674 4.0 11.0 11.0 50 50 1758 1760
E 941.111779976 72.0 11.0 4.0 50 50 1758 1761
H 941.115533152 4.0 11.0 11.0 50 50 1758 1761
E 941.160899340 72.0 11.0 4.0 50 50 1759 1760
H 941.164553144 4.0 11.0 11.0 50 50 1759 1760
E 941.219585604 72.0 10.0 4.0 50 50 1758 1760
H 941.223004250 4.0 11.0 11.0 50 50 1759 1758
E 941.268589048 72.0 10.0 4.0 50 50 1759 1758
H 941.272005720 4.0 10.0 11.0 50 50 1760 1757
E 941.317591918 72.0 11.0 4.0 50 50 1760 1760
H 941.321008464 4.0 10.0 11.0 50 50 1760 1758
E 941.366711548 72.0 11.0 4.0 50 50 1760 1760
