device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,3508.372549604,81,100,132,-3.095703125,-3.2421875
E,3508.421551914,74,100,132,-3.115234375,-3.2421875
E,3508.470554112,73,100,133,-3.134765625,-3.251953125
E,3508.519671278,74,100,132,-3.076171875,-3.232421875
E,3508.578358998,71,100,133,-3.076171875,-3.2421875
E,3508.627361238,67,100,133,-3.115234375,-3.251953125
E,3508.676363534,60,100,132,-3.115234375,-3.2421875
E,3508.725480742,54,100,132,-3.134765625,-3.2421875
E,3508.784168420,54,100,133,-3.134765625,-3.251953125
E,3508.833170814,57,100,132,-3.154296875,-3.251953125
E,3508.882172984,59,100,133,-3.18359375,-3.26171875
E,3508.931290234,63,100,132,-3.18359375,-3.26171875
E,3509.009978010,69,100,133,-3.1640625,-3.26171875
E,3509.058980026,81,99,132,-3.1640625,-3.26171875
E,3509.107982392,93,100,132,-3.154296875,-3.251953125
E,3509.157099796,96,100,132,-3.134765625,-3.2421875
E,3509.215787208,100,100,132,-3.10546875,-3.26171875
E,3509.264789448,100,100,132,-3.046875,-3.26171875
E,3509.323592262,100,100,132,-2.87109375,-3.251953125
E,3509.382510016,100,100,132,-2.83203125,-3.2421875
E,3509.441197652,100,94,132,-2.783203125,-3.203125
E,3509.490199766,100,91,131,-2.802734375,-3.193359375
E,3509.539202090,100,90,131,-2.802734375,-3.212890625
E,3509.598119802,100,87,131,-2.802734375,-3.212890625
E,3509.656807550,100,85,131,-2.783203125,-3.193359375
E,3509.715610028,100,83,131,-2.783203125,-3.193359375
E,3509.764612268,100,81,131,-2.802734375,-3.22265625
E,3509.813729742,100,81,131,-2.83203125,-3.203125
E,3509.872417294,100,80,130,-2.880859375,-3.22265625
E,3509.931220024,100,79,130,-2.91015625,-3.232421875
E,3510.010022572,100,77,129,-2.98828125,-3.232421875
E,3510.059138674,100,74,127,-3.037109375,-3.232421875
E,3510.117827626,100,71,124,-3.076171875,-3.22265625
E,3510.176630314,100,69,122,-3.125,-3.193359375
E,3510.235433282,100,68,119,-3.154296875,-3.22265625
E,3510.294901138,100,62,115,-3.125,-3.232421875
E,3510.353038490,100,59,111,-3.115234375,-3.2421875
E,3510.402040492,100,56,107,-3.10546875,-3.232421875
E,3510.460843166,100,57,102,-3.076171875,-3.232421875
E,3510.519761032,100,63,97,-3.10546875,-3.2421875
E,3510.578448570,100,68,93,-3.10546875,-3.251953125
E,3510.627450754,100,66,91,-3.125,-3.251953125
E,3510.676453148,100,62,88,-3.125,-3.251953125
E,3510.735370720,100,60,84,-3.076171875,-3.232421875
E,3510.794058356,100,60,80,-3.06640625,-3.232421875
E,3510.843060834,100,60,76,-3.115234375,-3.251953125
E,3510.892062962,95,57,73,-3.115234375,-3.2421875
E,3510.941179764,86,55,71,-3.14453125,-3.251953125
E,3511.019867708,79,51,69,-3.1640625,-3.251953125
E,3511.068870046,75,48,68,-3.18359375,-3.251953125
E,3511.117872230,69,46,67,-3.193359375,-3.251953125
E,3511.166989410,64,46,67,-3.203125,-3.251953125
E,3511.225677270,58,47,67,-3.203125,-3.251953125
E,3511.274679398,54,48,67,-3.193359375,-3.2421875
E,3511.323681778,51,49,67,-3.18359375,-3.2421875
E,3511.372798818,47,50,68,-3.154296875,-3.2421875
E,3511.431486678,44,50,68,-3.154296875,-3.232421875
E,3511.480488988,40,48,68,-3.10546875,-3.2421875
E,3511.529491088,36,48,68,-3.0078125,-3.2421875
E,3511.578608142,33,47,68,-2.890625,-3.203125
E,3511.637296156,30,46,68,-2.83203125,-3.193359375
E,3511.686298354,28,45,68,-2.75390625,-3.203125
E,3511.735300622,28,46,68,-2.783203125,-3.2421875
E,3511.784417508,28,46,68,-2.783203125,-3.2421875
E,3511.843105466,30,45,68,-2.6953125,-3.2421875
E,3511.892107622,31,48,68,-2.783203125,-3.2421875
E,3511.941110044,30,52,68,-2.841796875,-3.2421875
E,3512.010226020,30,57,70,-2.958984375,-3.251953125
E,3512.068914986,30,61,72,-2.9296875,-3.2421875
E,3512.117917072,29,62,75,-2.8125,-3.232421875
E,3512.166919396,30,64,78,-2.83203125,-3.22265625
E,3512.216035610,32,64,80,-2.96875,-3.2421875
E,3512.274724156,31,64,83,-3.076171875,-3.26171875
E,3512.323726312,30,64,86,-3.14453125,-3.26171875
