10.0 10.0
3, 100.00, 100.00, 15, 15, 60, 1.67, 20, 1, 0, 0, 1, 10, 1000, 50
E,3497.528864266,6,29,6,29,131,360,0,-3.076171875,-3.212890625
H,3497.532443380,72,60,97,80,10,360,0,-3.0859375,-3.212890625
E,3497.577866422,6,27,6,27,131,360,0,-3.076171875,-3.2421875
H,3497.581564788,74,63,99,84,10,360,0,-3.06640625,-3.2421875
E,3497.626868494,6,26,6,26,132,360,0,-3.06640625,-3.2421875
H,3497.630448238,75,68,100,91,10,360,0,-3.06640625,-3.22265625
E,3497.675983042,7,25,7,25,131,360,0,-3.0859375,-3.22265625
H,3497.679596288,75,75,100,100,10,360,0,-3.076171875,-3.22265625
E,3497.734673464,8,22,8,22,131,360,0,-3.046875,-3.203125
H,3497.738252536,77,84,100,100,10,360,0,-3.0078125,-3.212890625
E,3497.783676012,11,21,11,21,131,360,0,-3.0078125,-3.193359375
H,3497.787431652,76,88,100,100,10,360,0,-3.02734375,-3.193359375
E,3497.832677860,14,21,14,21,131,360,0,-2.98828125,-3.18359375
H,3497.836557190,72,87,96,100,10,360,0,-2.998046875,-3.203125
E,3497.881792604,19,21,19,21,131,360,0,-2.998046875,-3.22265625
H,3497.885548062,66,84,89,100,10,360,0,-2.96875,-3.203125
E,3497.940482956,26,19,26,19,131,360,0,-2.98828125,-3.203125
H,3497.944271328,61,81,81,100,10,360,0,-3.0078125,-3.203125
E,3498.009485098,36,21,36,21,131,360,0,-2.998046875,-3.193359375
H,3498.013062322,59,82,79,100,10,360,0,-3.017578125,-3.212890625
E,3498.058487464,47,23,47,23,130,360,0,-3.02734375,-3.22265625
H,3498.062154078,62,86,82,100,10,360,0,-3.037109375,-3.212890625
E,3498.107601746,60,23,60,23,129,360,0,-2.998046875,-3.232421875
H,3498.111453426,64,88,85,100,10,360,0,-2.939453125,-3.22265625
E,3498.166292308,72,27,72,27,124,360,0,-2.91015625,-3.212890625
H,3498.170047402,60,87,80,100,10,360,0,-2.890625,-3.212890625
E,3498.215294548,75,31,75,31,120,360,0,-2.880859375,-3.212890625
H,3498.219082780,58,85,77,100,10,360,0,-2.8515625,-3.22265625
E,3498.264296872,80,35,80,35,116,360,0,-2.861328125,-3.212890625
H,3498.268051826,56,87,74,100,10,360,0,-2.880859375,-3.22265625
E,3498.313411280,88,38,88,38,112,360,0,-2.890625,-3.22265625
H,3498.317166010,54,89,72,100,10,360,0,-2.900390625,-3.22265625
E,3498.372101744,97,35,97,35,107,360,0,-2.880859375,-3.232421875
H,3498.375955062,53,86,71,100,10,360,0,-2.900390625,-3.232421875
E,3498.421103928,102,37,100,37,102,360,0,-2.890625,-3.212890625
