device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,3497.528864266,6,29,131,-3.076171875,-3.212890625
E,3497.577866422,6,27,131,-3.076171875,-3.2421875
E,3497.626868494,6,26,132,-3.06640625,-3.2421875
E,3497.675983042,7,25,131,-3.0859375,-3.22265625
E,3497.734673464,8,22,131,-3.046875,-3.203125
E,3497.783676012,11,21,131,-3.0078125,-3.193359375
E,3497.832677860,14,21,131,-2.98828125,-3.18359375
E,3497.881792604,19,21,131,-2.998046875,-3.22265625
E,3497.940482956,26,19,131,-2.98828125,-3.203125
E,3498.009485098,36,21,131,-2.998046875,-3.193359375
E,3498.058487464,47,23,130,-3.02734375,-3.22265625
E,3498.107601746,60,23,129,-2.998046875,-3.232421875
E,3498.166292308,72,27,124,-2.91015625,-3.212890625
E,3498.215294548,75,31,120,-2.880859375,-3.212890625
E,3498.264296872,80,35,116,-2.861328125,-3.212890625
E,3498.313411280,88,38,112,-2.890625,-3.22265625
E,3498.372101744,97,35,107,-2.880859375,-3.232421875
E,3498.421103928,100,37,102,-2.890625,-3.212890625
E,3498.470106098,100,39,97,-2.900390625,-3.212890625
E,3498.519220660,100,40,92,-2.890625,-3.212890625
E,3498.577911194,100,41,85,-2.880859375,-3.212890625
E,3498.626913448,99,44,80,-2.87109375,-3.22265625
E,3498.675915674,91,47,75,-2.822265625,-3.203125
E,3498.725030040,82,44,71,-2.734375,-3.212890625
E,3498.783720616,73,43,68,-2.783203125,-3.232421875
E,3498.832722758,70,43,66,-2.8125,-3.232421875
E,3498.881725012,67,41,64,-2.802734375,-3.232421875
E,3498.930839490,64,40,62,-2.79296875,-3.203125
E,3499.009529884,61,41,61,-2.8125,-3.193359375
E,3499.058532208,55,44,60,-2.8515625,-3.18359375
E,3499.107534392,49,46,60,-2.861328125,-3.18359375
E,3499.156648940,46,46,60,-3.06640625,-3.22265625
E,3499.215339250,44,46,61,-3.125,-3.203125
E,3499.264341560,45,48,61,-3.14453125,-3.203125
E,3499.313343744,45,50,61,-3.134765625,-3.22265625
E,3499.362458502,41,51,61,-3.095703125,-3.232421875
E,3499.421148812,37,53,61,-3.056640625,-3.232421875
E,3499.470150968,35,55,62,-2.998046875,-3.251953125
E,3499.519153208,33,56,64,-2.96875,-3.251953125
E,3499.568818502,33,55,66,-3.037109375,-3.22265625
E,3499.626958150,32,54,68,-3.037109375,-3.22265625
E,3499.675960348,31,51,71,-3.037109375,-3.22265625
E,3499.724962672,29,48,72,-3.0859375,-3.2421875
E,3499.774077010,29,47,74,-3.115234375,-3.251953125
E,3499.832767684,28,47,76,-3.095703125,-3.251953125
E,3499.881769812,29,45,77,-3.125,-3.251953125
E,3499.930772164,31,44,78,-3.134765625,-3.251953125
E,3499.979889540,31,45,79,-3.154296875,-3.251953125
E,3500.058577078,31,46,79,-3.193359375,-3.26171875
E,3500.107579234,32,44,79,-3.212890625,-3.26171875
E,3500.156581642,32,42,79,-3.203125,-3.251953125
E,3500.205698710,31,41,79,-3.193359375,-3.2421875
E,3500.264386486,30,43,80,-3.203125,-3.251953125
E,3500.313388586,28,47,79,-3.154296875,-3.251953125
E,3500.362390952,26,49,81,-3.134765625,-3.2421875
E,3500.411508090,26,47,82,-3.154296875,-3.232421875
E,3500.470195810,27,44,85,-3.14453125,-3.232421875
E,3500.519198162,28,42,86,-3.14453125,-3.232421875
E,3500.568200332,28,40,86,-3.056640625,-3.22265625
E,3500.617317498,27,40,86,-2.958984375,-3.232421875
E,3500.676005218,28,39,87,-2.861328125,-3.212890625
E,3500.725007514,30,38,86,-2.822265625,-3.2421875
E,3500.774009936,31,37,87,-2.705078125,-3.2421875
E,3500.823126850,32,39,86,-2.71484375,-3.232421875
E,3500.881814458,32,41,86,-2.822265625,-3.2421875
E,3500.930816852,32,40,86,-2.96875,-3.2421875
E,3500.979819064,32,40,86,-2.96875,-3.2421875
E,3501.048936454,33,40,86,-2.9296875,-3.2421875
E,3501.107624006,32,40,87,-2.978515625,-3.2421875
E,3501.156626414,31,42,86,-2.94921875,-3.232421875
E,3501.205628416,31,44,86,-2.96875,-3.232421875
E,3501.254745960,30,43,86,-2.98828125,-3.2421875
E,3501.313433428,29,42,86,-2.96875,-3.232421875
E,3501.362435570,28,44,87,-2.998046875,-3.2421875
E,3501.411437908,27,47,88,-3.115234375,-3.251953125
E,3501.460553590,27,52,89,-3.095703125,-3.251953125
