10.0 10.0
3, 100.00, 100.00, 65, 65, 60, 1.67, 20, 1, 0, 0, 1, 10, 1000, 50
E,3551.462679546,112,75,100,75,130,178,0,-3.2421875,-3.251953125
H,3551.466752720,97,142,100,100,10,178,0,-3.2421875,-3.2421875
E,3551.521482164,118,74,100,74,130,178,0,-3.2421875,-3.251953125
H,3551.525413546,98,147,100,100,10,178,0,-3.2421875,-3.251953125
E,3551.580299286,118,72,100,72,130,178,0,-3.2421875,-3.2421875
H,3551.584229688,96,152,100,100,10,178,0,-3.251953125,-3.2421875
E,3551.639202718,118,74,100,74,130,178,0,-3.251953125,-3.232421875
H,3551.643167056,92,151,100,100,10,178,0,-3.26171875,-3.2421875
E,3551.697890228,122,71,100,71,129,178,0,-3.251953125,-3.251953125
H,3551.701820840,93,148,100,100,10,178,0,-3.251953125,-3.251953125
E,3551.756692902,124,67,100,67,130,178,0,-3.251953125,-3.2421875
H,3551.760765488,96,144,100,100,10,178,0,-3.251953125,-3.2421875
E,3551.815495506,124,65,100,65,130,178,0,-3.251953125,-3.2421875
H,3551.819426426,98,142,100,100,10,178,0,-3.251953125,-3.232421875
E,3551.874431852,129,59,100,59,130,178,0,-3.251953125,-3.232421875
H,3551.878362786,101,146,100,100,10,178,0,-3.251953125,-3.232421875
E,3551.933100882,135,57,100,57,130,178,0,-3.251953125,-3.2421875
H,3551.937064786,109,152,100,100,10,178,0,-3.251953125,-3.2421875
E,3552.011903626,140,59,100,59,129,178,0,-3.251953125,-3.2421875
H,3552.015745380,112,156,100,100,10,178,0,-3.26171875,-3.2421875
E,3552.070706356,141,58,100,58,130,178,0,-3.251953125,-3.2421875
H,3552.074689020,113,155,100,100,10,178,0,-3.251953125,-3.2421875
E,3552.129624488,140,59,100,59,129,178,0,-3.251953125,-3.2421875
H,3552.133556262,111,159,100,100,10,178,0,-3.251953125,-3.2421875
E,3552.188333642,142,57,100,57,129,183,0,-3.2421875,-3.251953125
H,3552.192265668,107,163,100,100,10,183,0,-3.2421875,-3.2421875
E,3552.247114420,145,56,100,56,129,183,0,-3.2421875,-3.2421875
H,3552.251078226,103,161,100,100,10,183,0,-3.2421875,-3.251953125
E,3552.305917234,146,55,100,55,129,183,0,-3.2421875,-3.251953125
H,3552.309847300,103,154,100,100,10,183,0,-3.2421875,-3.251953125
E,3552.364835184,146,52,100,52,129,183,0,-3.2421875,-3.251953125
H,3552.368909142,102,152,100,100,10,183,0,-3.2421875,-3.2421875
E,3552.423522372,149,51,100,51,129,183,0,-3.2421875,-3.251953125
H,3552.427453796,101,153,100,100,10,183,0,-3.251953125,-3.251953125
E,3552.482350708,150,51,100,51,129,183,0,-3.251953125,-3.2421875
H,3552.486281138,101,156,100,100,10,183,0,-3.251953125,-3.251953125
E,3552.541127734,151,53,100,53,129,183,0,-3.251953125,-3.251953125
H,3552.545092086,102,155,100,100,10,183,0,-3.251953125,-3.26171875
E,3552.600045866,149,53,100,53,129,183,0,-3.1640625,-3.26171875
H,3552.603974364,102,156,100,100,10,183,0,-3.14453125,-3.26171875
E,3552.658733194,150,49,100,49,129,183,0,-3.14453125,-3.26171875
H,3552.662806914,100,154,100,100,10,183,0,-3.125,-3.26171875
E,3552.717535826,151,47,100,47,129,183,0,-3.134765625,-3.26171875
H,3552.721465332,99,149,100,100,10,183,0,-3.0859375,-3.26171875
E,3552.776367676,149,45,100,45,129,183,0,-3.017578125,-3.251953125
H,3552.780298890,97,147,100,100,10,183,0,-2.98828125,-3.232421875
E,3552.835256674,143,43,100,43,129,183,0,-2.96875,-3.22265625
H,3552.839221054,98,138,100,100,10,183,0,-2.919921875,-3.212890625
E,3552.893943918,146,41,100,41,129,183,0,-2.91015625,-3.22265625
H,3552.897875902,100,128,100,100,10,183,0,-2.978515625,-3.203125
E,3552.952746676,151,38,100,38,129,183,0,-2.998046875,-3.203125
H,3552.956821348,102,124,100,100,10,183,0,-3.02734375,-3.22265625
E,3553.031549252,150,35,100,35,129,183,0,-3.056640625,-3.22265625
H,3553.035390656,104,120,100,100,10,183,0,-3.056640625,-3.203125
