device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,192.184837436,5,15,132,-3.26171875,-3.26171875
E,192.233952698,5,13,132,-3.26171875,-3.26171875
E,192.292642378,5,12,132,-3.26171875,-3.26171875
E,192.341644702,4,11,132,-3.26171875,-3.251953125
E,192.390646746,4,10,132,-3.26171875,-3.28125
E,192.440313832,4,9,132,-3.26171875,-3.28125
E,192.498451786,4,8,132,-3.26171875,-3.26171875
E,192.547454152,4,8,132,-3.26171875,-3.26171875
E,192.596456336,4,7,132,-3.26171875,-3.26171875
E,192.645571472,4,7,132,-3.26171875,-3.26171875
E,192.704261236,4,6,132,-3.26171875,-3.26171875
E,192.753263308,4,6,132,-3.26171875,-3.26171875
E,192.802265688,4,6,131,-3.26171875,-3.251953125
E,192.851381006,4,5,131,-3.26171875,-3.251953125
E,192.910070560,4,5,131,-3.26171875,-3.26171875
E,192.959072772,3,5,131,-3.26171875,-3.26171875
E,193.028075068,3,5,131,-3.26171875,-3.26171875
E,193.077190148,3,5,131,-3.26171875,-3.26171875
E,193.135880024,3,4,131,-3.26171875,-3.26171875
E,193.184882390,3,4,131,-3.2421875,-3.26171875
E,193.233884504,3,4,131,-3.232421875,-3.26171875
E,193.282999500,3,4,131,-3.193359375,-3.26171875
E,193.341689488,3,4,131,-3.212890625,-3.26171875
E,193.390691602,3,4,131,-3.18359375,-3.26171875
E,193.439694080,3,4,131,-3.18359375,-3.26171875
E,193.488809034,3,4,131,-3.203125,-3.26171875
E,193.547498700,3,4,131,-3.22265625,-3.26171875
E,193.596501136,3,4,131,-3.2421875,-3.26171875
E,193.645503334,3,4,131,-3.232421875,-3.28125
E,193.694618484,4,4,131,-3.232421875,-3.26171875
E,193.753308346,4,4,131,-3.22265625,-3.26171875
E,193.802310530,4,4,131,-3.22265625,-3.28125
E,193.851312742,3,4,131,-3.212890625,-3.26171875
E,193.900427892,3,4,131,-3.2421875,-3.26171875
E,193.959117670,3,4,131,-3.232421875,-3.28125
E,194.028119826,3,4,131,-3.22265625,-3.28125
E,194.077122052,5,4,131,-3.22265625,-3.26171875
E,194.126237804,10,5,131,-3.22265625,-3.26171875
E,194.184927106,25,7,131,-3.22265625,-3.28125
E,194.233929220,41,10,130,-3.2421875,-3.26171875
E,194.282931600,52,12,127,-3.26171875,-3.26171875
E,194.332047338,60,14,123,-3.251953125,-3.26171875
E,194.390736416,70,17,117,-3.26171875,-3.28125
E,194.439738586,77,20,112,-3.26171875,-3.26171875
E,194.488740896,80,20,106,-3.26171875,-3.26171875
E,194.538408276,79,20,99,-3.26171875,-3.26171875
E,194.596545866,72,20,92,-3.26171875,-3.26171875
E,194.645547980,70,21,87,-3.26171875,-3.26171875
E,194.694550346,70,21,82,-3.26171875,-3.28125
E,194.743666070,67,20,77,-3.26171875,-3.26171875
E,194.802355288,66,22,71,-3.26171875,-3.26171875
E,194.851357444,66,23,67,-3.26171875,-3.26171875
E,194.900359796,65,24,62,-3.26171875,-3.26171875
E,194.949475618,63,24,59,-3.26171875,-3.26171875
E,195.028164640,60,24,54,-3.26171875,-3.26171875
E,195.077166838,56,25,51,-3.26171875,-3.26171875
E,195.126169246,54,27,48,-3.2421875,-3.26171875
E,195.175284718,52,30,46,-3.203125,-3.26171875
E,195.233974132,52,31,45,-3.14453125,-3.26171875
E,195.282976316,54,32,43,-3.14453125,-3.26171875
E,195.331978402,56,32,43,-3.14453125,-3.28125
E,195.381094336,54,31,42,-3.14453125,-3.26171875
E,195.439783456,49,30,42,-3.1640625,-3.26171875
E,195.488785640,45,30,42,-3.22265625,-3.26171875
E,195.537788062,42,29,42,-3.232421875,-3.26171875
E,195.586903702,39,28,42,-3.232421875,-3.26171875
E,195.645592906,35,26,42,-3.22265625,-3.26171875
E,195.694595146,32,26,42,-3.212890625,-3.26171875
E,195.743597260,30,24,42,-3.203125,-3.26171875
E,195.792712984,28,23,42,-3.203125,-3.26171875
E,195.851402132,26,21,42,-3.22265625,-3.26171875
E,195.900404428,24,19,43,-3.2421875,-3.26171875
E,195.949406878,22,18,44,-3.232421875,-3.26171875
E,196.018522448,20,18,44,-3.232421875,-3.26171875
E,196.077211568,18,19,45,-3.232421875,-3.26171875
E,196.126213892,17,20,45,-3.232421875,-3.26171875
E,196.175216104,16,21,45,-3.251953125,-3.26171875
E,196.224331800,15,22,46,-3.26171875,-3.26171875
E,196.283021116,15,23,47,-3.26171875,-3.26171875
E,196.332023370,15,25,47,-3.26171875,-3.26171875
E,196.381025568,15,27,48,-3.26171875,-3.26171875
E,196.430141180,16,29,48,-3.26171875,-3.26171875
E,196.488830594,15,33,49,-3.26171875,-3.26171875
E,196.537832750,15,35,49,-3.26171875,-3.26171875
E,196.586835130,15,37,51,-3.26171875,-3.26171875
E,196.636502398,15,38,54,-3.26171875,-3.26171875
E,196.694639890,15,38,58,-3.26171875,-3.26171875
E,196.743642088,16,37,60,-3.26171875,-3.26171875
E,196.792644370,16,36,63,-3.26171875,-3.26171875
E,196.841760094,16,37,65,-3.26171875,-3.26171875
E,196.900449368,16,39,68,-3.26171875,-3.26171875
E,196.949451608,16,41,71,-3.26171875,-3.26171875
E,197.018453708,16,42,74,-3.26171875,-3.26171875
E,197.067569418,16,44,76,-3.251953125,-3.26171875
E,197.126258594,16,46,80,-3.251953125,-3.26171875
E,197.175260974,16,48,83,-3.251953125,-3.26171875
E,197.224263186,16,49,87,-3.2421875,-3.26171875
E,197.273378896,16,48,90,-3.232421875,-3.26171875
E,197.332068100,16,47,94,-3.232421875,-3.26171875
E,197.381070340,15,49,97,-3.22265625,-3.26171875
E,197.430072580,15,53,100,-3.18359375,-3.26171875
E,197.479188612,14,61,103,-3.203125,-3.26171875
E,197.537877718,14,67,109,-3.193359375,-3.26171875
E,197.586879692,14,69,114,-3.212890625,-3.26171875
