device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,226.705898872,4,13,131,-3.232421875,-3.26171875
E,226.764586550,4,11,131,-3.203125,-3.26171875
E,226.813588846,4,11,131,-3.2421875,-3.26171875
E,226.862591086,4,10,131,-3.26171875,-3.26171875
E,226.911708266,4,10,131,-3.26171875,-3.26171875
E,226.970396084,4,9,131,-3.26171875,-3.28125
E,227.039406234,4,9,131,-3.26171875,-3.26171875
E,227.088400480,4,8,131,-3.26171875,-3.26171875
E,227.137517744,5,8,131,-3.271484375,-3.26171875
E,227.196205380,8,8,131,-3.26171875,-3.26171875
E,227.245207564,17,9,131,-3.26171875,-3.251953125
E,227.294209790,37,11,131,-3.26171875,-3.26171875
E,227.353127558,62,13,130,-3.26171875,-3.26171875
E,227.411815334,85,17,127,-3.26171875,-3.26171875
E,227.460817532,100,20,122,-3.26171875,-3.26171875
E,227.519623160,100,21,114,-3.26171875,-3.26171875
E,227.568737442,100,22,108,-3.26171875,-3.26171875
E,227.627424980,100,22,100,-3.26171875,-3.26171875
E,227.676427304,100,22,95,-3.26171875,-3.26171875
E,227.725429768,100,23,88,-3.26171875,-3.26171875
E,227.774546864,100,23,82,-3.251953125,-3.26171875
E,227.833234416,100,24,75,-3.251953125,-3.26171875
E,227.882236642,100,25,70,-3.251953125,-3.26171875
E,227.941039540,99,26,63,-3.26171875,-3.26171875
E,228.019957392,90,27,58,-3.26171875,-3.26171875
E,228.078644776,80,27,53,-3.2421875,-3.26171875
E,228.127647016,74,28,51,-3.232421875,-3.26171875
E,228.186449634,67,30,49,-3.203125,-3.26171875
E,228.235565414,63,32,49,-3.134765625,-3.26171875
E,228.294254674,59,33,49,-3.125,-3.26171875
E,228.343256872,56,33,49,-3.125,-3.26171875
E,228.402059546,53,36,48,-3.0859375,-3.26171875
E,228.461527710,50,37,48,-3.0859375,-3.26171875
E,228.519664838,46,37,48,-3.154296875,-3.26171875
E,228.568667134,44,38,48,-3.212890625,-3.26171875
E,228.617669542,41,37,48,-3.26171875,-3.26171875
E,228.676585700,37,34,48,-3.26171875,-3.26171875
E,228.735336602,33,31,48,-3.26171875,-3.26171875
E,228.784277074,30,27,48,-3.26171875,-3.26171875
E,228.843079762,28,23,49,-3.26171875,-3.28125
E,228.892195514,25,21,49,-3.26171875,-3.26171875
E,228.950884816,22,18,49,-3.26171875,-3.26171875
E,229.029687224,19,15,50,-3.26171875,-3.26171875
E,229.078689506,17,14,50,-3.26171875,-3.26171875
E,229.127805510,15,12,51,-3.26171875,-3.26171875
E,229.186572694,14,11,52,-3.26171875,-3.26171875
E,229.235496856,13,10,52,-3.26171875,-3.26171875
E,229.284498914,13,10,53,-3.26171875,-3.26171875
E,229.333614750,14,10,54,-3.26171875,-3.26171875
E,229.392303772,15,14,55,-3.26171875,-3.26171875
E,229.441306096,16,21,56,-3.26171875,-3.26171875
E,229.500108826,19,34,57,-3.26171875,-3.26171875
E,229.549224718,20,47,58,-3.26171875,-3.26171875
E,229.607958932,22,66,59,-3.26171875,-3.26171875
E,229.666760122,23,88,63,-3.26171875,-3.26171875
E,229.715764686,23,98,69,-3.26171875,-3.28125
E,229.764880424,22,93,76,-3.26171875,-3.26171875
E,229.823523596,21,86,83,-3.26171875,-3.26171875
E,229.872525794,21,81,88,-3.26171875,-3.251953125
E,229.921528258,21,78,92,-3.26171875,-3.26171875
E,229.970644346,20,76,96,-3.26171875,-3.26171875
E,230.049333256,19,75,100,-3.26171875,-3.26171875
E,230.098335286,19,75,104,-3.26171875,-3.26171875
E,230.147337484,19,73,107,-3.26171875,-3.26171875
E,230.196454160,18,65,110,-3.26171875,-3.26171875
E,230.255142314,18,56,113,-3.271484375,-3.26171875
E,230.304186820,17,50,113,-3.2421875,-3.26171875
E,230.353146892,17,43,114,-3.203125,-3.26171875
