device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,2161.233822106,49,55,66,-3.203125,-3.037109375
E,2161.292624752,44,51,66,-3.193359375,-3.037109375
E,2161.351540672,40,46,66,-3.1640625,-3.037109375
E,2161.410230086,37,44,66,-3.1640625,-2.998046875
E,2161.459359628,35,43,66,-3.154296875,-2.978515625
E,2161.508234678,32,42,66,-3.14453125,-3.0859375
E,2161.567167468,29,42,66,-3.18359375,-3.115234375
E,2161.625840110,28,45,66,-3.22265625,-3.037109375
E,2161.674842350,27,50,67,-3.2421875,-2.998046875
E,2161.733645024,27,53,70,-3.22265625,-2.98828125
E,2161.782847940,28,55,73,-3.212890625,-2.998046875
E,2161.841449714,29,59,77,-3.251953125,-2.978515625
E,2161.890472646,27,63,80,-3.251953125,-2.978515625
E,2161.949275824,25,65,85,-3.251953125,-2.998046875
E,2162.028293510,24,62,90,-3.271484375,-3.0078125
E,2162.086882754,26,56,94,-3.26171875,-3.017578125
E,2162.145685400,31,54,98,-3.26171875,-2.998046875
E,2162.204465716,36,53,100,-3.26171875,-2.96875
E,2162.263495792,40,50,100,-3.26171875,-2.958984375
E,2162.322071008,41,51,100,-3.26171875,-3.056640625
E,2162.380873780,42,55,100,-3.251953125,-3.0859375
E,2162.439676188,45,56,101,-3.2421875,-3.037109375
E,2162.498592234,50,55,101,-3.2421875,-3.0078125
E,2162.557434164,56,49,101,-3.232421875,-2.978515625
E,2162.606283916,57,45,101,-3.212890625,-2.978515625
E,2162.665086674,56,42,101,-3.1640625,-2.96875
E,2162.714202104,55,40,101,-3.14453125,-2.98828125
E,2162.772891602,52,37,101,-3.154296875,-2.96875
E,2162.831818316,50,34,102,-3.14453125,-2.978515625
E,2162.880696502,47,34,101,-3.14453125,-2.96875
E,2162.939612380,41,34,101,-3.22265625,-2.94921875
E,2163.018335534,38,33,102,-3.232421875,-2.98828125
E,2163.067333462,35,32,101,-3.251953125,-3.037109375
E,2163.116339804,31,33,102,-3.251953125,-3.076171875
E,2163.175256844,28,34,101,-3.251953125,-3.06640625
E,2163.234040996,25,32,101,-3.2421875,-3.056640625
E,2163.282916802,22,31,101,-3.203125,-3.095703125
E,2163.341719882,20,28,101,-3.125,-3.0859375
E,2163.401188844,21,25,101,-3.212890625,-3.046875
E,2163.459327176,28,23,101,-3.2421875,-3.0078125
E,2163.518130046,39,23,101,-3.232421875,-2.978515625
E,2163.576933504,49,23,101,-3.2421875,-2.978515625
E,2163.626147536,60,22,100,-3.2421875,-2.958984375
E,2163.684772564,68,21,98,-3.251953125,-2.96875
E,2163.743576078,74,20,94,-3.251953125,-2.96875
E,2163.792578976,78,19,91,-3.26171875,-2.978515625
E,2163.851495470,77,18,86,-3.251953125,-2.978515625
E,2163.910185066,80,19,81,-3.251953125,-2.939453125
E,2163.959188398,84,19,77,-3.251953125,-3.06640625
E,2164.037992402,86,18,73,-3.26171875,-3.095703125
E,2164.087108154,88,18,69,-3.251953125,-3.046875
E,2164.145798016,91,21,68,-3.154296875,-2.998046875
E,2164.204601558,94,26,68,-3.134765625,-2.96875
E,2164.253604120,95,30,68,-3.134765625,-2.958984375
E,2164.312520530,98,34,68,-3.115234375,-2.96875
E,2164.371308812,100,36,68,-3.125,-2.98828125
E,2164.420180474,100,38,68,-3.125,-2.94921875
E,2164.478981398,100,40,68,-3.125,-2.96875
E,2164.528098802,95,40,68,-3.125,-2.939453125
E,2164.586790484,87,41,68,-3.115234375,-2.958984375
E,2164.635923428,80,42,68,-3.134765625,-2.98828125
E,2164.694596098,71,43,68,-3.232421875,-3.037109375
E,2164.753513110,64,43,68,-3.193359375,-3.056640625
E,2164.812235368,61,45,69,-3.193359375,-3.076171875
E,2164.871006178,56,46,70,-3.203125,-3.06640625
E,2164.929951470,50,44,71,-3.1640625,-3.06640625
E,2165.008726102,45,43,71,-3.154296875,-3.0859375
E,2165.067449886,39,42,71,-3.154296875,-3.0859375
E,2165.126253862,35,41,72,-3.212890625,-2.998046875
E,2165.185020906,31,41,72,-3.18359375,-2.998046875
E,2165.243939752,27,43,72,-3.18359375,-3.017578125
E,2165.302729406,24,45,72,-3.212890625,-2.96875
E,2165.351632596,22,45,73,-3.212890625,-2.939453125
E,2165.410432638,20,44,75,-3.18359375,-2.939453125
E,2165.469457114,20,41,77,-3.134765625,-2.939453125
E,2165.528076108,20,37,79,-3.154296875,-2.9296875
E,2165.586845896,18,33,80,-3.203125,-2.919921875
E,2165.645650110,18,32,80,-3.251953125,-2.939453125
E,2165.705117588,17,31,79,-3.22265625,-2.919921875
