device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,2172.185415062,96,29,56,-3.125,-2.96875
E,2172.244218142,92,35,55,-3.125,-2.939453125
E,2172.293334762,92,37,55,-3.115234375,-2.958984375
E,2172.352122750,100,38,56,-3.115234375,-2.98828125
E,2172.401027116,100,39,56,-3.10546875,-2.94921875
E,2172.459863922,99,43,56,-3.115234375,-2.939453125
E,2172.519430464,99,46,56,-3.125,-2.94921875
E,2172.577437574,100,50,56,-3.095703125,-2.958984375
E,2172.636241354,96,57,56,-3.115234375,-3.037109375
E,2172.695142658,98,64,56,-3.154296875,-3.10546875
E,2172.753960536,100,70,57,-3.22265625,-3.095703125
E,2172.812683844,99,74,59,-3.2421875,-3.10546875
E,2172.861826854,93,76,60,-3.26171875,-3.0859375
E,2172.910656880,87,78,61,-3.26171875,-3.0859375
E,2172.969573192,79,83,62,-3.26171875,-3.0859375
E,2173.048403138,70,86,62,-3.251953125,-3.076171875
E,2173.097266386,63,87,63,-3.203125,-3.115234375
E,2173.156069424,54,90,64,-3.095703125,-3.125
E,2173.205182894,48,92,67,-3.134765625,-3.0859375
E,2173.263977826,44,88,72,-3.232421875,-3.115234375
E,2173.312878846,43,83,75,-3.26171875,-3.046875
E,2173.371712950,39,78,79,-3.26171875,-3.037109375
E,2173.430631096,37,72,82,-3.26171875,-3.02734375
E,2173.489450808,36,64,84,-3.26171875,-3.046875
E,2173.538324920,34,60,85,-3.26171875,-3.0078125
E,2173.587291306,30,58,85,-3.26171875,-2.98828125
E,2173.646210138,26,56,85,-3.26171875,-2.978515625
E,2173.705002186,23,56,86,-3.26171875,-2.98828125
E,2173.753903262,21,56,88,-3.26171875,-3.0078125
E,2173.812706888,21,53,90,-3.26171875,-3.0078125
E,2173.861821758,23,48,91,-3.26171875,-3.0859375
E,2173.920513216,28,43,92,-3.26171875,-3.14453125
E,2173.979316940,31,39,92,-3.26171875,-3.18359375
E,2174.048319250,32,38,92,-3.251953125,-3.10546875
E,2174.107234904,30,38,92,-3.203125,-3.076171875
E,2174.166054742,30,46,92,-3.22265625,-3.037109375
E,2174.214929442,29,54,93,-3.1640625,-3.0078125
E,2174.263931570,28,61,93,-3.154296875,-2.998046875
E,2174.322847826,29,67,96,-3.154296875,-2.998046875
E,2174.381640588,31,77,100,-3.154296875,-2.978515625
E,2174.430541440,34,85,104,-3.154296875,-2.96875
E,2174.489343932,36,87,108,-3.154296875,-2.939453125
E,2174.538459768,39,85,112,-3.154296875,-2.919921875
E,2174.597150302,40,76,116,-3.18359375,-3.017578125
E,2174.646254938,38,70,117,-3.18359375,-3.056640625
E,2174.695186310,41,63,118,-3.212890625,-3.017578125
E,2174.754656742,44,54,118,-3.193359375,-3.0078125
E,2174.812763154,43,48,117,-3.18359375,-3.06640625
E,2174.861889630,43,43,117,-3.115234375,-3.0859375
E,2174.920569202,42,39,117,-3.154296875,-3.076171875
E,2174.979485654,39,36,117,-3.203125,-3.037109375
E,2175.058176146,35,32,117,-3.2421875,-3.037109375
E,2175.107178232,31,30,117,-3.251953125,-3.017578125
E,2175.156309468,28,28,117,-3.251953125,-2.978515625
E,2175.205329894,26,26,117,-3.251953125,-2.998046875
E,2175.263987654,23,24,117,-3.26171875,-2.998046875
E,2175.322790804,20,23,117,-3.26171875,-2.998046875
E,2175.381720738,17,21,116,-3.251953125,-2.978515625
E,2175.430708334,15,22,117,-3.251953125,-2.96875
E,2175.489400618,13,22,116,-3.26171875,-3.125
E,2175.548203978,12,21,117,-3.251953125,-3.115234375
E,2175.597333800,11,21,116,-3.193359375,-3.076171875
E,2175.646353918,11,20,116,-3.154296875,-3.037109375
E,2175.705010572,11,19,116,-3.14453125,-2.998046875
E,2175.763815640,16,18,116,-3.154296875,-2.998046875
E,2175.812945770,26,18,116,-3.14453125,-2.998046875
E,2175.871734808,36,19,117,-3.14453125,-2.98828125
E,2175.930425538,38,19,117,-3.14453125,-3.017578125
E,2175.979428422,43,20,117,-3.10546875,-2.939453125
E,2176.048431852,50,20,116,-3.115234375,-2.91015625
E,2176.097546568,59,22,116,-3.193359375,-2.978515625
E,2176.156336012,68,24,113,-3.2421875,-3.0078125
E,2176.205272662,75,24,110,-3.251953125,-3.037109375
E,2176.254275266,81,25,106,-3.251953125,-3.06640625
E,2176.313191480,91,24,101,-3.251953125,-3.06640625
E,2176.371845628,100,23,95,-3.2421875,-3.037109375
E,2176.430751510,100,22,87,-3.1640625,-3.017578125
