device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,2204.490556738,79,41,100,-3.26171875,-3.193359375
E,2204.539672546,79,42,100,-3.26171875,-3.193359375
E,2204.598361526,78,41,100,-3.26171875,-3.1640625
E,2204.647363864,80,41,100,-3.26171875,-3.173828125
E,2204.696366076,79,42,100,-3.26171875,-3.203125
E,2204.745480610,75,43,100,-3.251953125,-3.173828125
E,2204.804170906,71,45,100,-3.251953125,-3.173828125
E,2204.853173398,69,45,99,-3.26171875,-3.154296875
E,2204.902175498,68,44,99,-3.26171875,-3.154296875
E,2204.951290172,67,44,99,-3.26171875,-3.134765625
E,2205.029980580,67,46,99,-3.26171875,-3.14453125
E,2205.078982666,66,48,98,-3.26171875,-3.134765625
E,2205.127985102,67,52,98,-3.26171875,-3.0078125
E,2205.177099720,70,55,98,-3.26171875,-3.017578125
E,2205.235790030,73,59,98,-3.26171875,-3.076171875
E,2205.284792116,75,61,97,-3.26171875,-3.056640625
E,2205.333794216,77,61,97,-3.26171875,-3.02734375
E,2205.382907980,84,62,97,-3.26171875,-3.037109375
E,2205.441599172,89,61,97,-3.26171875,-3.02734375
E,2205.490601440,84,58,97,-3.251953125,-2.96875
E,2205.539603792,76,54,97,-3.26171875,-3.017578125
E,2205.588717318,72,49,97,-3.26171875,-3.0078125
E,2205.647408608,70,43,97,-3.2421875,-3.0078125
E,2205.696410848,67,40,97,-3.212890625,-3.0078125
E,2205.745413116,63,38,98,-3.193359375,-2.998046875
E,2205.794526852,62,35,98,-3.232421875,-2.998046875
E,2205.853218128,61,32,99,-3.2421875,-2.96875
E,2205.902220368,56,31,99,-3.251953125,-2.958984375
E,2205.951222622,53,29,99,-3.2421875,-2.96875
E,2206.020336204,50,28,99,-3.2421875,-2.96875
E,2206.079027648,44,28,99,-3.251953125,-2.96875
E,2206.128029692,38,28,99,-3.26171875,-2.958984375
E,2206.177032002,33,27,99,-3.26171875,-2.939453125
E,2206.226145752,29,27,100,-3.26171875,-2.919921875
E,2206.284836902,25,28,100,-3.26171875,-2.91015625
E,2206.333839114,22,28,101,-3.26171875,-2.890625
E,2206.382841298,20,27,101,-3.26171875,-2.919921875
E,2206.432737340,18,26,102,-3.26171875,-3.076171875
E,2206.490646226,16,25,102,-3.26171875,-3.10546875
E,2206.539648550,14,26,102,-3.26171875,-3.14453125
E,2206.588650874,13,26,102,-3.26171875,-3.14453125
E,2206.637764204,11,25,103,-3.26171875,-3.173828125
E,2206.696455830,10,25,103,-3.26171875,-3.203125
E,2206.745457986,10,27,102,-3.251953125,-3.212890625
E,2206.794460268,9,28,103,-3.2421875,-3.203125
E,2206.843573738,9,30,102,-3.26171875,-3.173828125
E,2206.902265182,8,33,103,-3.26171875,-3.193359375
E,2206.951267394,8,35,102,-3.26171875,-3.193359375
E,2207.020269634,9,37,102,-3.26171875,-3.18359375
E,2207.069383258,11,37,102,-3.26171875,-3.193359375
E,2207.128074478,15,34,103,-3.26171875,-3.173828125
E,2207.177076844,20,30,103,-3.26171875,-3.134765625
E,2207.226078888,26,28,103,-3.26171875,-3.10546875
E,2207.275192792,32,27,103,-3.26171875,-3.134765625
E,2207.333883984,33,25,103,-3.26171875,-3.154296875
E,2207.382886210,32,24,103,-3.26171875,-3.14453125
E,2207.431888548,32,25,103,-3.26171875,-3.134765625
E,2207.481002130,34,26,103,-3.26171875,-3.134765625
E,2207.539693196,36,25,104,-3.26171875,-3.134765625
E,2207.588695534,36,24,104,-3.26171875,-3.14453125
E,2207.637697774,37,25,104,-3.26171875,-3.134765625
E,2207.686811440,37,27,104,-3.26171875,-3.154296875
E,2207.745502618,37,28,105,-3.26171875,-3.1640625
E,2207.794504984,37,29,105,-3.26171875,-3.1640625
E,2207.843507126,36,30,105,-3.26171875,-3.173828125
E,2207.892620974,36,31,105,-3.26171875,-3.14453125
E,2207.951312180,37,31,105,-3.26171875,-3.115234375
E,2208.020314378,38,31,105,-3.26171875,-3.095703125
E,2208.069316506,38,31,105,-3.26171875,-3.095703125
E,2208.118430256,39,31,105,-3.26171875,-3.10546875
E,2208.177121420,40,28,105,-3.26171875,-3.095703125
E,2208.226123772,41,26,105,-3.26171875,-3.10546875
E,2208.275126110,42,25,105,-3.26171875,-3.10546875
E,2208.324239706,42,24,105,-3.26171875,-3.10546875
E,2208.382931080,43,23,105,-3.26171875,-3.0859375
E,2208.431933194,45,22,105,-3.26171875,-3.0859375
