device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,2183.087995404,70,35,107,-3.26171875,-3.0078125
E,2183.146910344,67,31,107,-3.26171875,-2.998046875
E,2183.205600290,62,29,107,-3.26171875,-2.998046875
E,2183.264526710,55,27,107,-3.26171875,-2.998046875
E,2183.323206534,48,25,107,-3.26171875,-2.98828125
E,2183.372320060,43,23,107,-3.26171875,-3.017578125
E,2183.431010356,40,21,107,-3.26171875,-3.056640625
E,2183.480136314,38,19,107,-3.26171875,-3.0859375
E,2183.538814668,37,18,107,-3.2421875,-3.10546875
E,2183.587930434,39,17,107,-3.1640625,-3.095703125
E,2183.646620590,44,17,107,-3.154296875,-2.998046875
E,2183.705423964,52,18,107,-3.14453125,-2.998046875
E,2183.754523938,60,18,107,-3.14453125,-3.017578125
E,2183.813892212,70,18,106,-3.125,-3.0078125
E,2183.872063122,77,18,103,-3.134765625,-2.998046875
E,2183.930866846,78,18,99,-3.154296875,-2.98828125
E,2184.009669478,82,16,95,-3.14453125,-2.900390625
E,2184.058848678,85,16,92,-3.14453125,-2.919921875
E,2184.117441590,86,15,88,-3.193359375,-2.998046875
E,2184.176244250,87,14,85,-3.1640625,-3.017578125
E,2184.235046882,91,14,80,-3.193359375,-3.017578125
E,2184.293962102,99,16,76,-3.22265625,-3.017578125
E,2184.352747262,100,19,70,-3.134765625,-2.998046875
E,2184.411451992,91,23,64,-3.095703125,-2.958984375
E,2184.470254960,83,24,61,-3.0859375,-3.076171875
E,2184.529173834,74,23,61,-3.10546875,-3.046875
E,2184.588035644,66,27,61,-3.193359375,-3.02734375
E,2184.646662548,60,30,62,-3.2421875,-3.037109375
E,2184.695698066,55,31,62,-3.251953125,-3.017578125
E,2184.754615736,49,32,63,-3.26171875,-3.037109375
E,2184.813303554,44,34,64,-3.26171875,-3.037109375
E,2184.872106060,40,36,64,-3.26171875,-2.958984375
E,2184.930908678,36,37,65,-3.26171875,-2.98828125
E,2185.009967174,33,38,65,-3.251953125,-2.998046875
E,2185.068655552,30,40,65,-3.2421875,-2.998046875
E,2185.127457022,27,39,65,-3.232421875,-3.115234375
E,2185.186119808,24,41,65,-3.232421875,-3.125
E,2185.245004746,21,45,65,-3.1640625,-3.06640625
E,2185.303830128,19,48,65,-3.154296875,-3.037109375
E,2185.362494538,18,51,65,-3.14453125,-3.02734375
E,2185.421297044,17,56,65,-3.14453125,-3.02734375
E,2185.480215288,16,58,66,-3.14453125,-3.046875
E,2185.539029610,16,54,69,-3.14453125,-3.056640625
E,2185.597705248,17,48,69,-3.125,-3.06640625
E,2185.656540822,19,44,70,-3.154296875,-3.06640625
E,2185.715426502,20,42,70,-3.154296875,-2.98828125
E,2185.774254026,19,39,70,-3.14453125,-2.939453125
E,2185.823115734,19,37,70,-3.18359375,-2.9296875
E,2185.881915888,18,34,70,-3.212890625,-2.98828125
E,2185.940833908,18,36,70,-3.193359375,-3.0078125
E,2186.019664414,17,41,70,-3.193359375,-2.978515625
E,2186.078466528,17,46,70,-3.10546875,-2.919921875
E,2186.137269398,17,49,71,-3.06640625,-2.98828125
E,2186.186798094,18,58,72,-3.0859375,-3.046875
E,2186.244934270,19,68,75,-3.154296875,-3.017578125
E,2186.303736678,20,72,79,-3.22265625,-3.017578125
E,2186.362537028,19,80,84,-3.251953125,-2.98828125
E,2186.421458156,19,82,90,-3.2421875,-2.958984375
E,2186.480245836,20,81,96,-3.251953125,-2.998046875
E,2186.538947626,24,76,100,-3.26171875,-2.978515625
E,2186.597750062,28,67,104,-3.26171875,-2.96875
E,2186.656667970,35,59,105,-3.251953125,-2.94921875
E,2186.715355704,44,52,105,-3.232421875,-2.978515625
E,2186.774158336,45,48,105,-3.2421875,-3.095703125
E,2186.832960534,45,43,105,-3.232421875,-3.095703125
E,2186.891876468,46,38,105,-3.14453125,-3.02734375
E,2186.950562858,48,34,105,-3.134765625,-3.02734375
E,2187.029368850,49,32,105,-3.125,-3.0078125
E,2187.088170852,45,32,105,-3.115234375,-2.998046875
E,2187.137285862,39,34,105,-3.095703125,-3.017578125
E,2187.196097762,34,37,104,-3.095703125,-3.02734375
E,2187.244784078,30,39,104,-3.06640625,-2.919921875
E,2187.303586822,26,38,104,-3.046875,-2.939453125
E,2187.362699302,23,38,104,-3.115234375,-2.900390625
E,2187.421192226,24,37,104,-3.18359375,-2.96875
E,2187.479994830,31,33,104,-3.2421875,-2.98828125
E,2187.538797616,51,30,105,-3.251953125,-2.98828125
E,2187.597911020,66,27,105,-3.251953125,-3.037109375
