device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,2193.725274928,23,38,83,-3.203125,-2.98828125
E,2193.784388290,24,47,83,-3.125,-2.978515625
E,2193.842880234,24,56,84,-3.0078125,-2.998046875
E,2193.901682852,24,63,85,-3.056640625,-3.125
E,2193.960485596,24,73,85,-3.154296875,-3.095703125
E,2194.039599504,25,87,87,-3.26171875,-3.076171875
E,2194.098091014,27,97,92,-3.26171875,-3.06640625
E,2194.147093282,29,100,97,-3.26171875,-3.06640625
E,2194.205896054,31,100,102,-3.271484375,-3.02734375
E,2194.265010088,35,96,106,-3.26171875,-3.0078125
E,2194.323501290,39,84,109,-3.26171875,-2.998046875
E,2194.382303978,42,72,110,-3.26171875,-3.0078125
E,2194.441106582,45,62,109,-3.26171875,-2.94921875
E,2194.500217732,46,55,109,-3.26171875,-3.0078125
E,2194.558712084,47,50,109,-3.26171875,-3.115234375
E,2194.617514786,53,45,108,-3.26171875,-3.134765625
E,2194.676317264,52,41,108,-3.251953125,-3.125
E,2194.735428050,49,37,108,-3.2421875,-3.125
E,2194.793922850,47,34,108,-3.22265625,-3.056640625
E,2194.852725342,40,30,108,-3.154296875,-3.076171875
E,2194.911528128,34,26,108,-3.1640625,-3.076171875
E,2194.970638802,29,23,108,-3.134765625,-3.046875
E,2195.049133350,25,21,108,-3.14453125,-3.056640625
E,2195.098135786,22,20,108,-3.154296875,-3.037109375
E,2195.156938474,19,20,108,-3.134765625,-3.02734375
E,2195.216171788,16,20,108,-3.10546875,-2.96875
E,2195.274543962,15,21,108,-3.076171875,-2.94921875
E,2195.333346496,17,20,108,-3.076171875,-2.98828125
E,2195.392149142,21,19,108,-3.125,-2.900390625
E,2195.451260278,33,18,108,-3.134765625,-2.890625
E,2195.509754728,53,19,108,-3.125,-2.96875
E,2195.568557122,68,21,108,-3.14453125,-3.0078125
E,2195.627359936,78,23,107,-3.154296875,-2.98828125
E,2195.687023806,84,25,105,-3.0859375,-2.87109375
E,2195.744965228,88,25,102,-2.998046875,-2.958984375
E,2195.803768000,93,25,99,-3.0859375,-3.0078125
E,2195.862570730,95,26,95,-3.193359375,-3.046875
E,2195.921778102,100,25,91,-3.2421875,-3.037109375
E,2196.000176134,100,25,86,-3.26171875,-3.056640625
E,2196.049178318,100,24,82,-3.26171875,-3.017578125
E,2196.107980936,100,22,78,-3.26171875,-2.978515625
E,2196.167092254,100,21,74,-3.26171875,-2.98828125
E,2196.225586508,100,20,70,-3.26171875,-2.96875
E,2196.284389112,94,19,67,-3.26171875,-3.046875
E,2196.343191730,84,18,65,-3.26171875,-3.056640625
E,2196.402400614,82,18,64,-3.26171875,-2.98828125
E,2196.460797064,81,19,63,-3.26171875,-2.98828125
E,2196.519599738,81,21,64,-3.26171875,-3.0859375
E,2196.578402524,75,22,64,-3.26171875,-3.14453125
E,2196.637511070,66,24,64,-3.2421875,-3.14453125
E,2196.696007732,58,24,65,-3.2421875,-3.125
E,2196.745009972,56,25,66,-3.22265625,-3.095703125
E,2196.794012198,58,27,66,-3.203125,-3.10546875
E,2196.843463516,57,30,67,-3.18359375,-3.076171875
E,2196.901817140,52,33,67,-3.154296875,-3.06640625
E,2196.960620080,51,33,67,-3.154296875,-3.076171875
E,2197.029622166,49,34,67,-3.14453125,-3.037109375
E,2197.078965348,45,35,68,-3.125,-3.0078125
E,2197.137427080,44,34,68,-3.095703125,-2.958984375
E,2197.186429390,43,35,68,-3.10546875,-2.91015625
E,2197.245232036,40,37,68,-3.10546875,-2.861328125
E,2197.304343620,36,43,69,-3.134765625,-2.880859375
E,2197.362837454,32,52,69,-3.125,-2.958984375
E,2197.411839568,30,57,69,-3.154296875,-2.978515625
E,2197.460841780,28,56,69,-3.14453125,-2.939453125
E,2197.519758078,25,54,69,-3.095703125,-2.939453125
E,2197.578447268,23,52,69,-3.115234375,-3.056640625
E,2197.637249886,21,50,69,-3.134765625,-3.095703125
E,2197.696052728,21,47,69,-3.125,-3.10546875
E,2197.754968662,26,43,69,-3.203125,-3.076171875
E,2197.813658132,30,38,69,-3.26171875,-3.06640625
E,2197.862660288,31,36,69,-3.26171875,-3.02734375
E,2197.911662458,31,34,69,-3.26171875,-3.046875
E,2197.961666622,30,33,69,-3.26171875,-3.037109375
E,2198.039467498,28,39,69,-3.26171875,-3.037109375
E,2198.088469892,26,49,69,-3.26171875,-2.98828125
E,2198.137471810,25,61,70,-3.26171875,-3.017578125
E,2198.196386778,25,70,71,-3.26171875,-3.076171875
