device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,2044.690096428,75,65,48,-3.2421875,-3.037109375
E,2044.748002990,68,58,49,-3.18359375,-2.94921875
E,2044.797005146,62,51,49,-3.154296875,-2.96875
E,2044.846007638,56,46,50,-3.154296875,-2.958984375
E,2044.895123054,51,42,51,-3.1640625,-2.998046875
E,2044.953812384,47,47,52,-3.203125,-3.076171875
E,2045.022814750,44,54,53,-3.18359375,-3.0859375
E,2045.071816864,41,58,53,-3.203125,-3.14453125
E,2045.120932574,38,62,55,-3.2421875,-3.115234375
E,2045.179621848,35,66,58,-3.26171875,-3.037109375
E,2045.228624032,33,66,62,-3.26171875,-3.0078125
E,2045.277626300,30,65,66,-3.26171875,-3.017578125
E,2045.326742052,27,64,71,-3.26171875,-3.037109375
E,2045.385431158,25,60,75,-3.26171875,-3.076171875
E,2045.434433524,23,59,80,-3.26171875,-3.115234375
E,2045.483435764,22,58,84,-3.26171875,-3.06640625
E,2045.532551348,20,57,87,-3.26171875,-3.0859375
E,2045.591240860,18,58,92,-3.26171875,-3.125
E,2045.640243058,17,59,97,-3.26171875,-3.125
E,2045.689245116,16,60,100,-3.26171875,-3.125
E,2045.738360700,15,62,105,-3.251953125,-3.0859375
E,2045.797050058,14,68,111,-3.22265625,-2.958984375
E,2045.846052298,13,77,116,-3.154296875,-2.900390625
E,2045.895054664,13,81,122,-3.134765625,-2.802734375
E,2045.944170136,12,80,128,-3.115234375,-2.841796875
E,2046.022859662,11,81,132,-3.115234375,-2.8515625
E,2046.071861706,11,84,132,-3.115234375,-2.880859375
E,2046.120864016,10,85,133,-3.134765625,-2.861328125
E,2046.169979544,10,85,132,-3.134765625,-2.880859375
E,2046.228668790,9,82,133,-3.095703125,-2.900390625
E,2046.277671170,8,77,133,-3.10546875,-2.802734375
E,2046.326673368,8,71,133,-3.125,-2.79296875
E,2046.375788910,7,64,132,-3.125,-2.783203125
E,2046.434478394,9,56,133,-3.115234375,-2.79296875
E,2046.483480396,14,50,133,-3.115234375,-2.8125
E,2046.532482832,20,44,133,-3.115234375,-2.890625
E,2046.581598276,27,39,132,-3.115234375,-2.9296875
E,2046.640287732,41,36,132,-3.095703125,-2.958984375
E,2046.689290000,55,34,131,-3.076171875,-2.98828125
E,2046.738292030,67,33,130,-3.037109375,-2.96875
E,2046.788190018,81,33,126,-2.98828125,-2.96875
E,2046.846097154,93,34,120,-2.98828125,-3.0078125
E,2046.895099436,95,34,114,-2.91015625,-3.056640625
E,2046.944101564,95,36,107,-2.958984375,-3.037109375
E,2047.013217134,93,36,100,-3.02734375,-3.037109375
E,2047.071906464,87,37,93,-3.193359375,-3.125
E,2047.120908760,86,37,88,-3.26171875,-3.134765625
E,2047.169911000,88,38,83,-3.26171875,-3.14453125
E,2047.219026514,89,39,78,-3.26171875,-3.10546875
E,2047.277715928,90,40,72,-3.2421875,-3.06640625
E,2047.326718140,96,41,67,-3.18359375,-3.017578125
E,2047.375720534,100,44,62,-3.10546875,-3.0078125
E,2047.424836048,100,47,56,-3.0859375,-3.017578125
E,2047.483525434,100,47,50,-2.958984375,-3.0078125
E,2047.532527450,100,48,46,-2.91015625,-3.076171875
E,2047.581529718,100,51,42,-2.958984375,-3.125
E,2047.630645386,100,53,39,-2.998046875,-3.173828125
E,2047.689334646,100,54,36,-3.203125,-3.173828125
E,2047.738337110,100,54,35,-3.26171875,-3.125
E,2047.787339266,100,54,35,-3.26171875,-3.017578125
E,2047.836454780,100,54,35,-3.26171875,-3.0078125
E,2047.895144320,100,53,35,-3.26171875,-3.037109375
E,2047.944146336,100,51,35,-3.26171875,-3.125
E,2048.013148618,100,48,35,-3.26171875,-3.115234375
E,2048.062264146,100,45,35,-3.26171875,-3.14453125
E,2048.120953504,100,43,35,-3.26171875,-3.1640625
E,2048.169955786,100,40,35,-3.26171875,-3.154296875
E,2048.218958026,100,36,35,-3.26171875,-3.134765625
E,2048.268073246,100,33,35,-3.26171875,-3.115234375
E,2048.326763024,100,31,35,-3.2421875,-3.056640625
E,2048.375765236,100,31,35,-3.22265625,-2.978515625
E,2048.424767350,100,31,35,-3.18359375,-2.94921875
E,2048.473882570,100,34,36,-3.125,-2.900390625
E,2048.532572558,100,42,36,-3.10546875,-2.900390625
E,2048.581574658,100,49,36,-3.14453125,-2.9296875
E,2048.630576786,100,52,37,-3.154296875,-2.939453125
E,2048.679692188,100,52,37,-3.115234375,-2.861328125
E,2048.738381658,100,50,39,-3.125,-2.890625
