device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,2033.757310848,3,3,132,-3.26171875,-3.017578125
E,2033.806313200,3,3,132,-3.26171875,-3.02734375
E,2033.855427958,3,3,132,-3.26171875,-3.037109375
E,2033.914118044,3,3,132,-3.26171875,-3.046875
E,2033.963120368,3,3,132,-3.26171875,-3.076171875
E,2034.032122398,3,3,132,-3.26171875,-3.0859375
E,2034.082109916,3,3,132,-3.26171875,-3.095703125
E,2034.139927424,3,3,132,-3.26171875,-3.10546875
E,2034.188929538,3,3,132,-3.26171875,-3.134765625
E,2034.237931960,3,3,132,-3.26171875,-3.154296875
E,2034.287046816,4,3,132,-3.26171875,-3.173828125
E,2034.345736804,7,3,132,-3.26171875,-3.154296875
E,2034.394739086,9,4,132,-3.22265625,-3.14453125
E,2034.443741284,11,4,132,-3.02734375,-3.0859375
E,2034.492856154,13,4,132,-3.134765625,-3.076171875
E,2034.551546170,15,4,132,-3.26171875,-3.056640625
E,2034.600548452,16,4,132,-3.26171875,-3.076171875
E,2034.649550818,18,4,132,-3.26171875,-3.154296875
E,2034.698665730,20,4,132,-3.26171875,-3.10546875
E,2034.757355648,22,4,131,-3.251953125,-3.10546875
E,2034.806357986,23,5,130,-3.2421875,-3.037109375
E,2034.855360142,23,5,129,-3.22265625,-3.017578125
E,2034.904475026,25,5,127,-3.212890625,-3.0078125
E,2034.963165238,26,5,126,-3.212890625,-2.978515625
E,2035.032167170,26,5,125,-3.2421875,-2.978515625
E,2035.081169662,26,5,123,-3.251953125,-3.017578125
E,2035.130284406,28,5,123,-3.203125,-2.958984375
E,2035.188974506,31,6,121,-3.18359375,-2.9296875
E,2035.237976690,33,6,119,-3.1640625,-2.880859375
E,2035.286979014,34,6,118,-3.14453125,-2.958984375
E,2035.336094430,35,6,117,-3.18359375,-2.98828125
E,2035.394783942,38,6,115,-3.1640625,-3.037109375
E,2035.443786238,43,7,113,-3.18359375,-3.056640625
E,2035.492788338,49,8,112,-3.18359375,-3.125
E,2035.541903922,54,8,109,-3.2421875,-3.173828125
E,2035.600593322,57,8,106,-3.251953125,-3.037109375
E,2035.649595534,55,8,104,-3.26171875,-2.96875
E,2035.698597634,53,7,101,-3.26171875,-2.98828125
E,2035.747713344,52,7,99,-3.26171875,-3.017578125
E,2035.806402702,50,7,97,-3.26171875,-3.056640625
E,2035.855404928,48,7,94,-3.26171875,-3.076171875
E,2035.904407252,45,8,92,-3.26171875,-3.125
E,2035.953522556,45,10,90,-3.26171875,-3.115234375
E,2036.032212110,45,11,87,-3.26171875,-3.115234375
E,2036.081214210,48,12,85,-3.26171875,-3.134765625
E,2036.130216520,51,13,82,-3.26171875,-3.14453125
E,2036.180080964,50,14,78,-3.26171875,-3.076171875
E,2036.238021406,49,18,74,-3.26171875,-3.037109375
E,2036.287023772,51,20,70,-3.26171875,-3.037109375
E,2036.336025970,52,21,67,-3.232421875,-2.939453125
E,2036.385141512,51,24,63,-3.232421875,-2.919921875
E,2036.443830898,52,28,60,-3.212890625,-2.9296875
E,2036.492833264,53,31,58,-3.232421875,-2.96875
E,2036.541835336,53,33,55,-3.2421875,-3.0078125
E,2036.590950892,53,36,53,-3.212890625,-3.02734375
E,2036.649640432,52,41,51,-3.154296875,-2.998046875
E,2036.698642504,52,45,51,-3.14453125,-2.919921875
E,2036.747644702,52,51,50,-3.18359375,-3.017578125
E,2036.796760146,52,56,50,-3.2421875,-3.056640625
E,2036.855449714,52,59,50,-3.232421875,-3.115234375
E,2036.904451968,50,59,50,-3.22265625,-3.154296875
E,2036.953454194,48,58,50,-3.2421875,-3.1640625
E,2037.022569708,45,57,50,-3.26171875,-3.095703125
E,2037.081259234,41,56,50,-3.271484375,-3.0078125
E,2037.130261390,38,53,51,-3.26171875,-2.978515625
E,2037.179263518,34,49,52,-3.26171875,-2.96875
E,2037.228379046,32,45,54,-3.26171875,-3.056640625
E,2037.287068474,29,41,55,-3.26171875,-3.076171875
E,2037.336070756,27,38,55,-3.26171875,-3.115234375
E,2037.385072996,25,34,55,-3.26171875,-3.125
E,2037.434188706,22,30,55,-3.26171875,-3.154296875
E,2037.492877966,19,28,56,-3.26171875,-3.115234375
E,2037.541880122,17,29,56,-3.26171875,-3.134765625
E,2037.590882446,16,30,57,-3.26171875,-3.125
E,2037.639997778,15,31,58,-3.26171875,-3.125
E,2037.698687416,14,32,61,-3.26171875,-3.095703125
E,2037.747689586,13,33,64,-3.26171875,-3.095703125
E,2037.796691896,12,33,67,-3.26171875,-3.06640625
