device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,2055.503597920,68,95,50,-3.095703125,-2.91015625
E,2055.562287292,69,100,51,-3.115234375,-2.96875
E,2055.611289476,70,100,54,-3.10546875,-2.94921875
E,2055.660291702,73,100,56,-3.06640625,-2.958984375
E,2055.709407230,74,100,57,-3.154296875,-2.998046875
E,2055.768096560,72,100,58,-3.232421875,-3.056640625
E,2055.817099038,72,100,59,-3.2421875,-3.076171875
E,2055.866101040,71,100,60,-3.22265625,-3.046875
E,2055.915216750,72,100,61,-3.203125,-2.978515625
E,2055.973906066,74,100,61,-3.203125,-2.919921875
E,2056.042908208,72,100,61,-3.193359375,-2.890625
E,2056.091910644,72,100,61,-3.18359375,-2.880859375
E,2056.141026046,78,90,61,-3.18359375,-2.87109375
E,2056.199715362,85,75,60,-3.134765625,-2.8515625
E,2056.248717574,97,65,60,-3.10546875,-2.841796875
E,2056.297719926,100,56,60,-3.095703125,-2.94921875
E,2056.346835356,100,49,59,-3.125,-2.94921875
E,2056.405524784,100,42,57,-3.06640625,-2.98828125
E,2056.454527024,100,37,54,-3.046875,-2.958984375
E,2056.503529418,100,33,51,-3.017578125,-2.98828125
E,2056.552644232,100,29,48,-2.98828125,-2.998046875
E,2056.611334192,100,25,45,-3.14453125,-3.037109375
E,2056.660336460,100,23,41,-3.203125,-3.017578125
E,2056.709338700,100,21,40,-3.2421875,-3.02734375
E,2056.758453724,100,19,40,-3.2421875,-3.017578125
E,2056.817143726,100,17,40,-3.232421875,-3.017578125
E,2056.866145840,100,16,40,-3.232421875,-3.037109375
E,2056.915148248,100,15,40,-3.22265625,-3.017578125
E,2056.964263132,100,15,40,-3.22265625,-3.017578125
E,2057.042952938,100,18,40,-3.22265625,-3.02734375
E,2057.091955276,100,21,40,-3.232421875,-3.056640625
E,2057.140957600,100,25,40,-3.203125,-3.076171875
E,2057.190072470,100,32,40,-3.154296875,-3.017578125
E,2057.248762360,100,42,41,-3.0859375,-3.017578125
E,2057.297764782,100,51,41,-3.037109375,-3.0078125
E,2057.346766840,100,58,41,-2.9296875,-2.998046875
E,2057.396630374,100,65,41,-2.880859375,-2.998046875
E,2057.454571852,100,73,42,-2.802734375,-3.017578125
E,2057.503574120,100,77,45,-2.880859375,-3.14453125
E,2057.552576486,100,82,46,-3.046875,-3.14453125
E,2057.601691090,100,86,48,-3.2421875,-3.154296875
E,2057.660381302,100,95,49,-3.26171875,-3.037109375
E,2057.709383528,100,100,50,-3.26171875,-2.94921875
E,2057.758385768,100,100,52,-3.26171875,-3.056640625
E,2057.807500820,100,100,54,-3.26171875,-3.076171875
E,2057.866190626,100,100,56,-3.26171875,-3.0859375
E,2057.915193146,100,100,58,-3.26171875,-3.10546875
E,2057.964195092,100,100,59,-3.26171875,-3.0859375
E,2058.033309738,100,100,60,-3.26171875,-3.095703125
E,2058.091999978,100,100,62,-3.26171875,-3.115234375
E,2058.141002540,100,100,63,-3.26171875,-3.10546875
E,2058.199805116,100,100,63,-3.26171875,-3.095703125
E,2058.248919510,100,100,63,-3.26171875,-3.095703125
E,2058.307609988,100,100,63,-3.26171875,-3.115234375
E,2058.366412662,100,100,63,-3.26171875,-3.095703125
E,2058.415414832,100,100,62,-3.26171875,-3.095703125
E,2058.464529604,100,93,62,-3.26171875,-3.125
E,2058.523219760,100,78,62,-3.26171875,-3.115234375
E,2058.572222000,99,67,62,-3.26171875,-3.10546875
E,2058.621224324,92,58,62,-3.26171875,-3.115234375
E,2058.670338858,86,51,62,-3.26171875,-3.10546875
E,2058.729029084,78,44,62,-3.26171875,-3.125
E,2058.778031254,70,40,62,-3.26171875,-3.125
E,2058.827033746,65,36,62,-3.26171875,-3.10546875
E,2058.876148252,61,33,62,-3.26171875,-3.14453125
E,2058.934838618,58,29,62,-3.26171875,-3.173828125
E,2059.003840760,58,26,62,-3.26171875,-3.134765625
E,2059.052843014,58,23,62,-3.26171875,-3.125
E,2059.101957772,54,21,62,-3.26171875,-3.06640625
E,2059.160647970,49,18,62,-3.232421875,-2.958984375
E,2059.209650098,47,16,62,-3.212890625,-2.94921875
E,2059.258652464,46,14,62,-3.22265625,-2.94921875
E,2059.307767306,46,13,62,-3.22265625,-2.91015625
E,2059.366457294,45,11,62,-3.203125,-2.94921875
E,2059.415459800,44,11,62,-3.18359375,-2.91015625
