device_type,time,pose,Bi_cl_effort,Tr_op_effort,Bi_cl_E_T,Tr_op_E_T,IMU_id_E,accl_x_E,accl_y_E,accl_z_E,gyro_x_E,gyro_y_E,gyro_z_E,mag_x_E,mag_y_E,mag_z_E,device_type_H,time_H,pose_H,Cl_cl_effort,Op_op_effort,Cl_cl_E_T,Op_op_E_T,IMU_id_H,accl_x_H,accl_y_H,accl_z_H,gyro_x_H,gyro_y_H,gyro_z_H,mag_x_H,mag_y_H,mag_z_H
E,6360.610200346,89.0,26.0,33.0,15,20,5605.0,8.735190532138532,2.5646513256539705,3.081027417985991,0.16547200783213784,-0.07435369493484131,0.09604239839195655,-34.6329505042649,-11.853388786315918,-27.894464338286504,H,6360.614067524,89.0,100.0,23.0,15,20,3486.0,6.836145877838135,4.360691309616048,5.3424288478594,0.08365649264508473,-0.05311167784656008,0.19963441014244082,-20.990706133137557,-19.98705064711796,-38.199097146942755
E,6360.659301916,87.0,27.0,36.0,15,20,5605.0,8.802600111620201,2.634675681415569,2.965336626018191,0.1722969033952164,-0.07658153511636254,0.10286729622421993,-34.649385956876884,-11.704774986197759,-27.990514122721144,H,6360.663070968,89.0,100.0,21.0,15,20,3486.0,6.914678204444147,4.40775383452666,5.364338028815485,0.07831607366441398,-0.05443123786977726,0.20279385250193366,-21.069978713989258,-20.13051423279371,-38.200491534583215
E,6360.708205050,86.0,28.0,41.0,15,20,5605.0,8.89919662475586,2.6107889429549163,2.879351975105185,0.17921518224402241,-0.07059181552643998,0.10421420591357086,-34.57084507724318,-11.394847660902045,-28.015470102686862,H,6360.712218304,89.0,100.0,20.0,15,20,3486.0,6.936829947790567,4.366731597170945,5.425750781918219,0.07354826095462624,-0.03841011972618014,0.19451364043479719,-21.069978713989258,-20.117306788019864,-38.25233953484008
E,6360.757320116,84.0,29.0,45.0,15,20,5605.0,8.920417561753249,2.698864246782009,2.8666286571051485,0.18492930759024875,-0.06051497748889376,0.10453874565073452,-34.52253723144531,-11.354427033427797,-27.924719304594085,H,6360.761185894,89.0,100.0,20.0,15,20,3486.0,6.910268409460921,4.255992562723233,5.446258307846156,0.07500087581784738,-0.02582382701773195,0.1907796532743507,-21.02417842583722,-19.980006760715888,-38.19911773425765
E,6360.816059734,81.0,30.0,52.0,15,20,5605.0,8.974549226017505,2.8273223958185723,2.8055949886126235,0.18279313634516992,-0.049834093081593346,0.1094597912328307,-34.59149541333652,-11.653204501430464,-27.779324711109115,H,6360.819924196,89.0,100.0,19.0,15,20,3486.0,7.019727079629989,4.251682481737673,5.756763409671078,0.0894232356560134,-0.012204200761271366,0.18310785739297952,-20.984525680541992,-19.987025648229608,-38.089258175172105
E,6360.865011966,79.0,31.0,60.0,15,20,5605.0,9.019671063879729,2.8634361717802284,2.7233478639654423,0.17601632063610395,-0.04147372509057682,0.11614808452606995,-34.68123245239258,-11.890514280267453,-27.70440523330212,H,6360.868974652,89.0,92.0,18.0,15,20,3486.0,7.045837490362079,4.401665894361379,6.13032614202055,0.09647595476506005,0.013470530476567993,0.1797551142325538,-20.984525680541992,-20.078136960238112,-38.09714047968601
E,6360.914014374,75.0,31.0,72.0,15,20,5605.0,9.033478736877441,2.840621424099756,2.655910306811882,0.1618063437117715,-0.03520485040857144,0.11531593547957528,-34.644106544107885,-11.864589878185797,-27.839189548951445,H,6360.918079302,89.0,81.0,18.0,15,20,3486.0,6.82479157582694,4.5642689222504025,5.976366794446543,0.08140672851174127,0.03170141862851014,0.1762817147964249,-20.984525680541992,-20.07201729201636,-38.20700004057162
E,6360.963128754,71.0,29.0,88.0,15,20,5605.0,9.017567929279114,2.8093028098451622,2.686131995516561,0.15135293785068724,-0.02819188236589393,0.10737483599974264,-34.59577941894531,-11.693686132973056,-27.99047804586837,H,6360.966996646,89.0,73.0,18.0,15,20,3486.0,6.618592585836138,4.639685205050878,5.533877457891192,0.05905331564801081,0.015297402860596776,0.16697439711008755,-21.076081480298726,-20.084666524614605,-38.310319083077566
E,6361.041819190,63.0,27.0,100.0,15,20,5605.0,8.996856689453125,2.7689806185839165,2.7556702104097566,0.14768465934208042,-0.022247360069216494,0.10161417513097826,-34.601082204567035,-11.522792016286544,-28.015491976775206,H,6361.045778278,89.0,69.0,18.0,15,20,3486.0,6.678743352966914,4.598709842177034,5.45146413522601,0.043413311221600956,-0.015371868140832435,0.16907195429345429,-21.201201369938495,-20.17578022736037,-38.29681168862224
E,6361.090869940,56.0,25.0,100.0,15,20,5605.0,8.933239940002238,2.7503625303258907,2.815096273200087,0.1457319739654338,-0.024793114395387558,0.1017975073785036,-34.6026852269736,-11.500348951177866,-27.961859955367153,H,6361.094828216,89.0,72.0,19.0,15,20,3486.0,6.827413693978368,4.507594709938389,5.614080389035523,0.0327324686992553,-0.0357810380838571,0.17590037008096057,-21.240880966186523,-20.16969337307119,-38.24579620361328
E,6361.139823628,49.0,23.0,100.0,15,20,5605.0,8.839767810402126,2.74988122958617,2.856532335281372,0.14494505120684725,-0.0376092467395548,0.10453780653625326,-34.59577941894531,-11.671230822355298,-27.949653658445158,H,6361.143769864,89.0,79.0,20.0,15,20,3486.0,6.879304425625476,4.389472319215102,5.617614630515355,0.02662796580781176,-0.04844530117665834,0.18181231543555235,-21.29317296909072,-20.077716694605574,-38.193504200709086
E,6361.189491554,42.0,21.0,100.0,15,20,5605.0,8.810053750901229,2.6957528353988884,2.840633452770393,0.14405923794691272,-0.052281670435936865,0.10713778328970351,-34.59577941894531,-11.767936706542969,-27.905648195732876,H,6361.193343794,89.0,87.0,22.0,15,20,3486.0,6.884975433349609,4.28874568236039,5.455481200723604,0.03135366551005804,-0.06312819174025923,0.18822043833141136,-21.384285604532597,-20.084629020749517,-38.082786164525466
E,6361.247680594,35.0,20.0,100.0,15,20,5605.0,8.784031085904553,2.6612138748168945,2.8199100494384766,0.14665912573054407,-0.06519829779996847,0.10756005188876905,-34.59577941894531,-11.730842586426531,-27.777806859813385,H,6361.251532638,90.0,100.0,23.0,15,20,3486.0,6.9372486193598455,4.214644632006246,5.247969434582652,0.03631702437996864,-0.08128545961584613,0.2003462720253732,-21.423992156982422,-20.077735001034153,-37.97378831524314
E,6361.296682078,30.0,18.0,100.0,15,20,5605.0,8.755930514879559,2.682406064444842,2.825208148582692,0.15125402500665747,-0.07406540414753163,0.10667379454089224,-34.5586941735782,-11.714273221635311,-27.58941413333391,H,6361.300629812,90.0,100.0,22.0,15,20,3486.0,7.145970414127989,4.142264829070154,5.288726248560474,0.04374880150925698,-0.08743771554256517,0.2111471947234866,-21.423992156982422,-19.986614997607894,-37.9872030642969
E,6361.345633176,24.0,19.0,100.0,15,20,5605.0,8.744186093931098,2.704745906467843,2.8109272551530458,0.15673558799002157,-0.0856735459146275,0.11020062438378957,-34.51033020019531,-11.755729675292969,-27.521245688405948,H,6361.349486130,90.0,100.0,22.0,15,20,3486.0,7.359678242433304,4.140025282644606,5.616922830354385,0.06106338576369229,-0.07173337951601963,0.21763077785465884,-21.423992156982422,-19.992625288387792,-37.97947545175468
E,6361.394748004,19.0,27.0,100.0,15,20,5605.0,8.796690202284275,2.7190193869307047,2.7568089174601704,0.15822725637953708,-0.09524577521684227,0.11600397294697185,-34.621542189832965,-11.761025326714659,-27.65596198815904,H,6361.398599810,90.0,100.0,29.0,15,20,3486.0,7.330654861862332,4.247638730714703,5.71360225941179,0.07049775868654251,-0.049528586432620064,0.22396429620885386,-21.469715874315956,-20.130326714933194,-38.03944438576882
E,6361.453437992,15.0,50.0,100.0,15,20,5605.0,8.864635256605297,2.7148949436840537,2.7010704234240532,0.1579443754276179,-0.10058621875488788,0.12333914845071864,-34.80375030119166,-11.730870650181709,-27.844357985258867,H,6361.457388274,90.0,100.0,48.0,15,20,3486.0,7.153232051486107,4.3801999435707994,5.509199631682557,0.06364017379496752,-0.04687573485439754,0.22873319881331305,-21.463727325357425,-20.16974297897864,-38.3645143512573
E,6361.512321978,12.0,84.0,100.0,15,20,5605.0,8.930966465287897,2.6575365660514434,2.6840112263346554,0.16100725417878253,-0.10129380529843468,0.12864104369632598,-34.815071338423536,-11.68248462677002,-27.912594359962814,H,6361.516173042,90.0,100.0,100.0,15,20,3486.0,7.048495542618536,4.411696462221043,5.363020773856871,0.04968035872024234,-0.06319587372283461,0.23529114125556844,-21.476235041054345,-20.032054055121638,-38.62195963500648
