device_type,time,pose,Bi_cl_effort,Tr_op_effort,Bi_cl_E_T,Tr_op_E_T,IMU_id_E,accl_x_E,accl_y_E,accl_z_E,gyro_x_E,gyro_y_E,gyro_z_E,mag_x_E,mag_y_E,mag_z_E,device_type_H,time_H,pose_H,Cl_cl_effort,Op_op_effort,Cl_cl_E_T,Op_op_E_T,IMU_id_H,accl_x_H,accl_y_H,accl_z_H,gyro_x_H,gyro_y_H,gyro_z_H,mag_x_H,mag_y_H,mag_z_H
E,3011.234801770,9.0,2.0,16.0,40,40,5605.0,7.962237829925858,3.183285506208316,4.235969066619873,0.15003888506018428,0.23575415903492344,0.014954069629311562,-28.464324903323377,-8.792669579327587,-32.4716911315918,H,3011.238409990,79.0,57.0,40.0,40,40,3486.0,4.88394262432991,4.634456719976172,6.9440497946751405,0.0767349086766724,0.2585295185835863,0.0481902560246827,-13.096030999987907,-9.280139158398326,-47.7309455871582
E,3011.283804024,9.0,2.0,16.0,40,40,5605.0,7.9960070587708945,3.179949713870168,4.235969066619873,0.14257702646228942,0.22883341371685048,0.01254038091173924,-28.507614690394192,-8.813745498657227,-32.4716911315918,H,3011.287410984,79.0,57.0,40.0,40,40,3486.0,4.889281466418278,4.730152413434017,6.92257870630557,0.07365421200323452,0.24588357907326902,0.036870034139531375,-12.906053229512258,-9.440680469545653,-47.7309455871582
E,3011.332920980,9.0,2.0,16.0,40,40,5605.0,7.989667245441989,3.183119440957698,4.245163764211378,0.13536380550309565,0.22268831527697022,0.011749626137316227,-28.528701782226562,-8.749382974670535,-32.68316953535026,H,3011.336429394,79.0,57.0,40.0,40,40,3486.0,4.825843325225256,4.793590554627039,6.933804988861084,0.060112850372886974,0.2354605491180116,0.03089055547364823,-12.631643796662948,-9.328336142541444,-47.73290539373817
E,3011.391608994,9.0,2.0,16.0,40,40,5605.0,7.946863193238508,3.2596892346129684,4.266565610736197,0.12225506540923868,0.22030206545767755,0.008531509478005671,-28.528701782226562,-8.792655942870969,-32.89038224422926,H,3011.395216612,79.0,55.0,39.0,40,40,3486.0,4.871733428176808,4.753578353565938,6.946540493979186,0.05032817829811786,0.22849791433767552,0.0293081006802629,-12.310412675703013,-9.070100784301758,-47.755363464355476
E,3011.440611318,9.0,2.0,17.0,40,40,5605.0,7.962392272067928,3.256211159370566,4.2725911140441895,0.11293342471233361,0.20797206004648833,0.0026504776645468473,-28.528701782226562,-8.942453352663165,-32.788480118815365,H,3011.444217970,79.0,55.0,39.0,40,40,3486.0,4.871224180495222,4.806782437884425,7.088588799249953,0.03858005679866332,0.22588940997153012,0.02183202208285255,-12.237686726404002,-9.0847721788286,-47.75438509630696
E,3011.489613516,9.0,2.0,17.0,40,40,5605.0,7.943858600556888,3.2747449515403866,4.3093585881353205,0.10304447821152282,0.19597334227335525,-0.002953299556895909,-28.528701782226562,-9.113335402418034,-32.59318593063169,H,3011.493221400,79.0,56.0,40.0,40,40,3486.0,4.7364726066589355,4.7740713172366664,7.04562493427802,0.02725909982297209,0.20542607027646276,0.013843124784949805,-12.311898897930835,-9.26786180795063,-47.7421759934042
E,3011.538730374,9.0,2.0,18.0,40,40,5605.0,7.8980508446311966,3.2837915420532227,4.321420669555664,0.08914775693540947,0.17403508635240436,-0.008293355139358376,-28.464368652476555,-9.091220452296326,-32.691983466964366,H,3011.542238606,79.0,57.0,40.0,40,40,3486.0,4.734519280352107,4.784325499016996,7.0700399123029225,0.019910182586059935,0.18308042316553044,0.0009826905349449764,-12.38367776985481,-9.4509729224477,-47.72215565692689
E,3011.597418262,9.0,2.0,20.0,40,40,5605.0,7.867602494210997,3.210272003642364,4.36737035862678,0.07499827914458784,0.14357564081206606,-0.014438043593720397,-28.378919758432897,-9.005771076013904,-32.81377446828472,H,3011.601078996,79.0,58.0,41.0,40,40,3486.0,4.717916781231275,4.764305887035534,7.099336892377853,0.0032044434919953346,0.16146135569747852,-0.0005981245052041294,-12.304085794002349,-9.627245708203386,-47.61228999117494
E,3011.646420544,9.0,2.0,21.0,40,40,5605.0,7.824812522728526,3.1677547053492483,4.419212707679189,0.06111369438304435,0.11555437255413786,-0.027278441216991647,-28.302665340355716,-8.911138755479024,-32.837913513183594,H,3011.650177178,79.0,58.0,41.0,40,40,3486.0,4.778477370441456,4.665177986348132,7.180878132234595,0.002777895273426904,0.136385233251505,-0.008756679470361071,-12.286030471027393,-9.717093467712402,-47.50341540446099
E,3011.695422742,9.0,2.0,21.0,40,40,5605.0,7.794361406756986,3.1433407004161547,4.504794146424981,0.05044414295304206,0.08322364524487527,-0.03821212560018544,-28.28455352783203,-8.831859629641297,-32.837913513183594,H,3011.699030570,79.0,59.0,42.0,40,40,3486.0,4.699850082397461,4.677907748888898,7.220416479640537,-0.001965927996582562,0.10524223280209367,-0.02435109059837076,-12.185985578858297,-9.709305165061814,-47.42231694771825
