,psi_gyro_E,filtered_gyro_z_E,Bi_cl_effort,Tr_op_effort,Bi_cl_E_T,Tr_op_E_T,del_psi_gyro_E,del_gyro_z_deg_E,psi_gyro_H,filtered_gyro_z_H,Cl_cl_effort,Op_op_effort,Cl_cl_E_T,Op_op_E_T,del_psi_gyro_H,del_gyro_z_deg_H
0,-0.002330026865669181,-0.2982434388055972,2.0,3.0,50,50,,,-0.008432536387077824,-1.0793646575459035,14.0,7.0,50,50,,
1,-0.005337460064858062,-0.3418345868952734,2.0,3.0,50,50,-0.003007433199188881,-0.04359114808967618,-0.01721265743086733,-1.1017317561315696,14.0,7.0,50,50,-0.008780121043789507,-0.0223670985856661
2,-0.008329144740274439,-0.3557745385642861,2.0,3.0,50,50,-0.002991684675416377,-0.013939951669012685,-0.025078253010874865,-1.069533149607832,15.0,7.0,50,50,-0.007865595580007535,0.03219860652373763
3,-0.010729027585313832,-0.3431908138686438,2.0,3.0,50,50,-0.0023998828450393934,0.012583724695642284,-0.031251340257901467,-0.9971797991418383,15.0,7.0,50,50,-0.006173087247026601,0.07235335046599367
4,-0.012787085655076838,-0.3262725096354543,2.0,3.0,50,50,-0.002058058069763006,0.01691830423318952,-0.034775852182095474,-0.8813550624473447,15.0,7.0,50,50,-0.003524511924194007,0.11582473669449356
5,-0.013560424882431267,-0.28493479905052865,2.0,3.0,50,50,-0.0007733392273544283,0.041337710584925635,-0.036953679688244465,-0.77175781147464,14.0,7.0,50,50,-0.002177827506148991,0.10959725097270478
6,-0.013117441710200135,-0.2298981442776057,2.0,3.0,50,50,0.00044298317223113136,0.055036654772922966,-0.03778739190938924,-0.6646214046902769,14.0,6.0,50,50,-0.0008337122211447764,0.10713640678436309
7,-0.01232409029200199,-0.18144196581064997,2.0,3.0,50,50,0.0007933514181981457,0.04845617846695571,-0.03793982569295135,-0.5703090481746462,14.0,6.0,50,50,-0.00015243378356211146,0.09431235651563064
8,-0.010746680131645687,-0.12962115331003002,2.0,3.0,50,50,0.0015774101603563025,0.051820812500619956,-0.03646808269434229,-0.46775003962549133,14.0,6.0,50,50,0.0014717429986090616,0.1025590085491549
9,-0.008346819952210774,-0.07421355104872443,2.0,3.0,50,50,0.0023998601794349133,0.05540760226130559,-0.035360584768521046,-0.39043496778468834,14.0,6.0,50,50,0.001107497925821245,0.077315071840803
10,-0.005029028286360031,-0.014126842437650016,2.0,3.0,50,50,0.003317791665850743,0.060086708611074416,-0.03443402401592529,-0.3291265267877225,14.0,6.0,50,50,0.0009265607525957564,0.06130844099696586
11,-0.0020466512660651565,0.031575518883476456,2.0,3.0,50,50,0.0029823770202948743,0.04570236132112647,-0.03274136762587927,-0.2661167900186718,14.0,6.0,50,50,0.001692656390046017,0.0630097367690507
12,0.00033147977843819105,0.06200010677008351,2.0,3.0,50,50,0.0023781310445033475,0.030424587886607055,-0.030092234771920037,-0.19862620186919117,14.0,6.0,50,50,0.002649132853959235,0.06749058814948061
13,0.0027121968010712723,0.08831149798797021,2.0,3.0,50,50,0.0023807170226330812,0.026311391217886698,-0.025725989889423553,-0.11651485390344922,14.0,7.0,50,50,0.004366244882496484,0.08211134796574195
14,0.00509491688376387,0.11125863513260109,2.0,3.0,50,50,0.0023827200826925976,0.022947137144630883,-0.02249248995300294,-0.06034255488381139,14.0,7.0,50,50,0.003233499936420612,0.05617229901963783
15,0.00765034891789303,0.13368490927200233,2.0,3.0,50,50,0.0025554320341291603,0.022426274139401237,-0.021159484885319844,-0.03634415860437439,14.0,7.0,50,50,0.001333005067683097,0.023998396279437
16,0.00999869004652322,0.1507574392182044,2.0,3.0,50,50,0.00234834112863019,0.017072529946202064,-0.0202078788839697,-0.020166978405823495,14.0,6.0,50,50,0.0009516060013501429,0.016177180198550897
17,0.011774650636426716,0.1584893721100731,2.0,4.0,50,50,0.0017759605899034959,0.007731932891868715,-0.018113131909464127,0.008946316192464913,14.0,10.0,50,50,0.002094746974505575,0.02911329459828841
18,0.01433304801653103,0.17537522538112926,2.0,6.0,50,50,0.002558397380104313,0.016885853271056156,-0.016491097913204304,0.02879879322373692,16.0,34.0,50,50,0.001622033996259823,0.019852477031272006
19,0.017026445401869105,0.19215445272041715,2.0,7.0,50,50,0.002693397385338076,0.016779227339287883,-0.016964616060511487,0.019941672702019957,19.0,80.0,50,50,-0.000473518147307183,-0.008857120521716964
20,0.01890100933127654,0.19685505709551454,2.0,8.0,50,50,0.0018745639294074357,0.004700604375097395,-0.019060935233137614,-0.008412655572424004,23.0,100.0,50,50,-0.002096319172626128,-0.02835432827444396
21,0.02002985597441136,0.19173470289809372,2.0,9.0,50,50,0.001128846643134819,-0.005120354197420823,-0.018779033498947783,-0.004061548104874663,26.0,100.0,50,50,0.0002819017341898315,0.004351107467549341
22,0.021635678142674784,0.19307870294793972,2.0,10.0,50,50,0.0016058221682634238,0.0013440000498460003,-0.016681616279652624,0.022460351507940457,26.0,100.0,50,50,0.002097417219295159,0.02652189961281512
