device_type,time,pose,Bi_cl_effort,Tr_op_effort,Bi_cl_E_T,Tr_op_E_T,IMU_id_E,accl_x_E,accl_y_E,accl_z_E,gyro_x_E,gyro_y_E,gyro_z_E,mag_x_E,mag_y_E,mag_z_E,device_type_H,time_H,pose_H,Cl_cl_effort,Op_op_effort,Cl_cl_E_T,Op_op_E_T,IMU_id_H,accl_x_H,accl_y_H,accl_z_H,gyro_x_H,gyro_y_H,gyro_z_H,mag_x_H,mag_y_H,mag_z_H
E,2024.252666120,34.0,2.0,3.0,50,50,415.0,4.358043193817139,8.398693084716797,2.6734213829040527,0.005340739153325558,0.000670258661792163,-0.007749404307574996,-3.6229734545296055,-67.03826937111475,-19.067964553833008,H,2024.256462528,83.0,28.0,6.0,50,50,782.0,-3.9796135425567623,8.88698959350586,0.6463110701615421,-0.0010681478306651115,0.00851537514057371,-0.003204443491995334,29.917960725560654,-27.97732427580443,10.549921642494885
E,2024.302526154,34.0,2.0,3.0,50,50,415.0,4.367136539455322,8.403240023937295,2.6643279484653997,0.00573857739564419,0.0007956764846372646,-0.006806725226309301,-3.515732049942016,-67.06006233960402,-19.108884520404366,H,2024.306069918,83.0,28.0,5.0,50,50,782.0,-3.980294768916772,8.887670826518274,0.6229181628701447,-0.0010383441410343687,0.007477034814655781,-0.003234247181626078,29.830466179021965,-27.90373983936122,10.650305310147651
E,2024.360470922,34.0,2.0,3.0,50,50,415.0,4.373367512377158,8.406355692942682,2.6444614059897917,0.006011185455844656,0.0029316987176222515,-0.0070793332865097675,-3.611180433341426,-66.97462121701554,-19.250552928968013,H,2024.363990858,83.0,27.0,6.0,50,50,782.0,-4.004367417759365,8.910726414786446,0.634784996509552,-5.934154614806175e-05,0.00744736404158175,-0.004272591322660446,29.676197052001953,-27.82304663128323,10.842886500888401
E,2024.409473372,34.0,2.0,3.0,50,50,415.0,4.362587234635751,8.398693084716797,2.641343315381364,0.005340739153325558,0.0038749756171338016,-0.006806502689517313,-3.803896835994183,-66.98460177232593,-19.373149871826172,H,2024.412990522,83.0,28.0,6.0,50,50,782.0,-4.016574869201047,8.887667701596198,0.6330897395274833,-0.0020769617104139733,0.006408886983990669,-0.00430225829811857,29.680604741345384,-27.90849745357508,10.93512135364938
E,2024.458475500,34.0,2.0,3.0,50,50,415.0,4.370250225067139,8.398693084716797,2.6490066051483154,0.005340739153325558,0.0036020591975219787,-0.006681803403602493,-3.825730153370441,-67.12369671346467,-19.29589833788425,H,2024.462143332,83.0,28.0,6.0,50,50,782.0,-4.029117929221298,8.911067061709918,0.5734104014212085,0.0,0.006438421025391548,-0.005370273194726436,29.839619588192708,-27.993600423434913,10.83747346939579
E,2024.507910368,34.0,2.0,3.0,50,50,415.0,4.361163129151043,8.398693084716797,2.6490066051483154,0.004943174339352162,0.005067720950607238,-0.005340739153325558,-3.772087574005127,-67.11372921742384,-19.16562271118164,H,2024.511386666,83.0,27.0,6.0,50,50,782.0,-4.052520384239842,8.89919662475586,0.5632279871231185,0.0,0.007299853246942741,-0.006408886983990669,30.001071629413765,-28.069544191749856,10.739814703982969
E,2024.566280414,34.0,2.0,3.0,50,50,415.0,4.336750374411658,8.403235917816513,2.6490066051483154,0.00506754927036743,0.006011408010137177,-0.00573821812717905,-3.8038858974584233,-66.942841674875,-19.242847679946827,H,2024.570078684,83.0,27.0,6.0,50,50,782.0,-4.040314395612042,8.900204554253582,0.6215696414952637,-5.879461945545289e-05,0.0010681478306651115,-0.006379489674262943,29.83052655579918,-28.23807531348022,10.64485549926758
E,2024.615282612,34.0,2.0,3.0,50,50,415.0,4.321420669555664,8.406359399283424,2.6490066051483154,0.005216755267682704,0.0033538529594789495,-0.004819378028913382,-3.8257492307143535,-66.86732235106172,-19.450354365213833,H,2024.618932440,83.0,27.0,6.0,50,50,782.0,-4.0277711005048555,8.934811954337189,0.5866271470982553,-0.0021069058758691277,0.0009799784742818255,-0.005340739153325558,29.68056355860339,-28.31210764271541,10.647542562086869
E,2024.664284712,34.0,2.0,3.0,50,50,415.0,4.325960199892734,8.407772145390938,2.653546046826147,0.0028072379814881466,-0.0003972055105071875,-0.002930706682344598,-3.708534681241572,-66.92098236083984,-19.503503995984257,H,2024.667805810,83.0,26.0,6.0,50,50,782.0,-4.0040283203125,8.899196624755858,0.6107030027015234,-0.0010972716770465336,-0.002252791046855911,-0.005282491460562713,29.839221123726134,-27.98458552323911,10.742181776489163
E,2024.713589590,34.0,2.0,3.0,50,50,415.0,4.342707238316963,8.409489687198379,2.6566744331390626,0.0013418846403158479,-0.0006709423201579239,-0.004669796833167633,-3.569407444914609,-66.88920688970968,-19.300517386433043,H,2024.716911510,83.0,26.0,6.0,50,50,782.0,-4.00336271841029,8.899529441956535,0.6225775480270387,-0.002078055423794918,-0.006350646746455364,-0.0032044434919953346,29.993589401245117,-27.739879188259295,10.730640370241892
