,time,psi_gyro_E,filtered_gyro_z_E,Bi_cl_effort,Tr_op_effort,Bi_cl_E_T,Tr_op_E_T,del_psi_gyro_E,del_gyro_z_deg_E,psi_gyro_H,filtered_gyro_z_H,Cl_cl_effort,Op_op_effort,Cl_cl_E_T,Op_op_E_T,del_psi_gyro_H,del_gyro_z_deg_H
25,437.308251678,-0.680552496685718,-4.5792223028214964,10.0,5.0,50,50,-0.048758716262760515,-0.1772143071005381,-0.21312193131072094,-2.310508943555345,38.0,15.0,50,50,-0.034605120301599845,-0.225951696180827
26,437.357368648,-0.7221534253681537,-4.650918246113668,10.0,5.0,50,50,-0.0416009286824357,-0.07169594329217155,-0.24185506572064305,-2.441972839699288,37.0,16.0,50,50,-0.028733134409922118,-0.13146389614394316
27,437.416056368,-0.7550041971647006,-4.608113134987157,10.0,4.0,50,50,-0.03285077179654683,0.042805111126511086,-0.26351101172263197,-2.4736422735208206,36.0,16.0,50,50,-0.02165594600198892,-0.03166943382153242
28,437.46505662,-0.7776681633991788,-4.444523729223225,9.0,4.0,50,50,-0.022663966234478194,0.16358940576393177,-0.27669490933820134,-2.3983120251963386,37.0,17.0,50,50,-0.013183897615569373,0.07533024832448199
29,437.51391242,-0.7914098788925508,-4.187489899762807,9.0,4.0,50,50,-0.013741715493371998,0.2570338294604184,-0.27997337507467335,-2.208936198102356,38.0,17.0,50,50,-0.0032784657364720027,0.1893758270939827
30,437.563032316,-0.7973451801509641,-3.8597579364694132,10.0,4.0,50,50,-0.00593530125841335,0.3277319632933935,-0.2762708408942147,-1.9524257497609707,39.0,17.0,50,50,0.0037025341804586276,0.25651044834138514
31,437.621717404,-0.7981732065480076,-3.5011605152704344,10.0,5.0,50,50,-0.0008280263970434909,0.35859742119897886,-0.26631346694352176,-1.6441535832508163,38.0,17.0,50,50,0.00995737395069296,0.30827216651015443
32,437.670844188,-0.7948574557547232,-3.1264129688646234,10.0,5.0,50,50,0.003315750793284389,0.374747546405811,-0.24970515282846123,-1.2842561580804315,37.0,16.0,50,50,0.01660831411506053,0.3598974251703848
33,437.719870368,-0.7891428755307982,-2.758341546097862,10.0,5.0,50,50,0.005714580223925014,0.3680714227667612,-0.2281489998143611,-0.8984804507399548,38.0,16.0,50,50,0.021556153014100132,0.3857757073404767
34,437.768990362,-0.7823088835638284,-2.4118831442008966,10.0,5.0,50,50,0.006833991966969766,0.34645840189696564,-0.20137511096955985,-0.485989149549222,38.0,16.0,50,50,0.026773888844801252,0.41249130119073274
35,437.827334494,-0.7751510980350305,-2.0946379782184312,10.0,5.0,50,50,0.0071577855287979775,0.3172451659824653,-0.1732663927165839,-0.096695843262092,36.0,16.0,50,50,0.02810871825297595,0.38929330628713
