,time,psi_gyro_E,filtered_gyro_z_E,Bi_cl_effort,Tr_op_effort,Bi_cl_E_T,Tr_op_E_T,del_psi_gyro_E,del_gyro_z_deg_E,psi_gyro_H,filtered_gyro_z_H,Cl_cl_effort,Op_op_effort,Cl_cl_E_T,Op_op_E_T,del_psi_gyro_H,del_gyro_z_deg_H
1040,492.20256922,7.80823312127037,-48.565748303474024,18.0,7.0,50,25,-0.3850756743557353,-0.07610392724059523,37.44501399492607,-81.99594336741954,89.0,42.0,50,25,-0.6942592196581501,-0.7221279772287517
1041,492.251685924,7.432623345264533,-48.519356166807455,16.0,7.0,50,25,-0.3756097760058372,0.04639213666656872,36.75161156080044,-82.63894676507135,82.0,40.0,50,25,-0.6934024341256304,-0.6430033976518104
1042,492.310373966,7.074140930141839,-48.26883450346783,15.0,6.0,50,25,-0.35848241512269396,0.2505216633396259,36.048106325239374,-83.34379612407405,73.0,39.0,50,25,-0.7035052355610674,-0.7048493590026936
1043,492.359376318,6.725778417902421,-47.91892385737134,14.0,6.0,50,25,-0.34836251223941783,0.3499106460964896,35.34205605882693,-84.01258501301797,67.0,40.0,50,25,-0.7060502664124471,-0.6687888889439222
1044,492.408378474,6.376169131708605,-47.61747914139995,13.0,6.0,50,25,-0.34960928619381626,0.30144471597139244,34.62612097434977,-84.738112857132,62.0,44.0,50,25,-0.7159350844771595,-0.7255278441140263
1045,492.457495556,6.028668908986295,-47.31902939474724,13.0,6.0,50,25,-0.34750022272231007,0.2984497466527074,33.90074105011534,-85.50962519624282,58.0,49.0,50,25,-0.7253799242344243,-0.7715123391108278
1046,492.516183388,5.6880543619853166,-46.96512973814602,14.0,6.0,50,25,-0.34061454700097826,0.3538996566012216,33.16992892190124,-86.27388994569542,60.0,49.0,50,25,-0.7308121282141045,-0.7642647494525932
1047,492.565185628,5.354515649928778,-46.558739463151696,15.0,6.0,50,25,-0.33353871205653896,0.40639027499432245,32.44934811542499,-86.84087759919632,66.0,46.0,50,25,-0.7205808064762493,-0.5669876535009024
1048,492.61418812,5.025947481646193,-46.130485740010066,16.0,6.0,50,25,-0.32856816828258495,0.4282537231416299,31.7161159403451,-87.50797353414814,73.0,43.0,50,25,-0.7332321750798876,-0.6670959349518171
1049,492.663304894,4.707231732611993,-45.62300666049827,15.0,6.0,50,25,-0.3187157490342001,0.5074790795117963,30.92023787374436,-88.87438776983251,78.0,41.0,50,25,-0.7958780666007428,-1.366414235684374
1050,492.721992712,4.4072588367382135,-44.93558869593991,14.0,7.0,50,25,-0.29997289587377907,0.6874179645583567,30.20044787260662,-89.18437443282215,79.0,38.0,50,25,-0.7197900011377385,-0.30998666298964395
1051,492.770995148,4.113783294670569,-44.234449596573725,14.0,7.0,50,25,-0.2934755420676449,0.7011390993661877,29.513201208061595,-89.06862629734603,80.0,36.0,50,25,-0.6872466645450253,0.1157481354761245
1052,492.819997486,3.8161958806444822,-43.65007241122426,13.0,7.0,50,25,-0.29758741402608635,0.5843771853494673,28.819671490381772,-89.04039108644236,81.0,35.0,50,25,-0.693529717679823,0.028235210903673646
1053,492.869114302,3.515166317033233,-43.16319563900365,12.0,7.0,50,25,-0.30102956361124944,0.48687677222060444,28.12487918887245,-89.03021495588392,84.0,34.0,50,25,-0.6947923015093238,0.010176130558434693
1054,492.927802302,3.212415824450146,-42.74358699572435,12.0,8.0,50,25,-0.30275049258308684,0.4196086432793038,27.43056499131364,-89.0151854400168,93.0,32.0,50,25,-0.694314197558807,0.015029515867126975
1055,492.976804444,2.9092827709769313,-42.36855164947317,12.0,8.0,50,25,-0.3031330534732146,0.37503534625118107,26.733890749000757,-89.03032148702333,96.0,32.0,50,25,-0.6966742423128842,-0.015136047006535591
1056,493.045806614,2.6101647975033524,-41.98030393729687,12.0,8.0,50,25,-0.29911797347357894,0.3882477121763017,26.029889171269915,-89.13323528159032,97.0,32.0,50,25,-0.7040015777308426,-0.10291379456698735
1057,493.094923724,2.3188869022646905,-41.53352754416159,12.0,9.0,50,25,-0.2912778952386619,0.4467763931352735,25.310463157555162,-89.41416718797997,97.0,32.0,50,25,-0.7194260137147523,-0.2809319063896538
1058,493.153611682,2.038509242586068,-40.996529561248074,12.0,10.0,50,25,-0.2803776596786225,0.536997982913519,24.582409789684515,-89.77342204674221,92.0,32.0,50,25,-0.7280533678706469,-0.3592548587622417
1059,493.20261388,1.764828058718074,-40.42907724697068,13.0,11.0,50,25,-0.273681183867994,0.5674523142773964,23.843132235338636,-90.23516839750319,87.0,33.0,50,25,-0.7392775543458789,-0.4617463507609756
1060,493.251616078,1.4960223703352742,-39.85623980547952,13.0,13.0,50,25,-0.26880568838279983,0.5728374414911599,23.09109114472668,-90.80839985277245,81.0,34.0,50,25,-0.7520410906119572,-0.5732314552692657
1061,493.301482958,1.2317119364208386,-39.28315930740395,13.0,15.0,50,25,-0.26431043391443554,0.5730804980755693,22.330194419106345,-91.43492883400047,76.0,35.0,50,25,-0.7608967256203343,-0.6265289812280201
1062,493.359421118,0.9721809192010706,-38.70639891705051,14.0,17.0,50,25,-0.259531017219768,0.5767603903534422,21.562385368911706,-92.08602368976358,75.0,35.0,50,25,-0.7678090501946393,-0.6510948557631053
1063,493.40842319,0.7235448976389323,-38.05184545551337,14.0,19.0,50,25,-0.24863602156213838,0.6545534615371338,20.787478076715708,-92.76161132189003,74.0,36.0,50,25,-0.7749072921959979,-0.6755876321264509
1064,493.45742543,0.49240184363711764,-37.246562142627816,15.0,21.0,50,25,-0.23114305400181462,0.8052833128855568,19.99567490199559,-93.57865783009528,69.0,36.0,50,25,-0.7918031747201191,-0.8170465082052516
1065,493.506542484,0.27599061350652593,-36.338506801725075,16.0,22.0,50,25,-0.21641123013059171,0.9080553409027416,19.20912885638871,-94.2539721013809,66.0,37.0,50,25,-0.7865460456068796,-0.6753142712856146
1066,493.565230526,0.06417999068122998,-35.460813205672416,17.0,24.0,50,25,-0.21181062282529595,0.8776935960526586,18.356794524723973,-95.66608466928048,67.0,40.0,50,25,-0.8523343316647356,-1.4121125678995838
1067,493.614232696,-0.14648503767111273,-34.65266139759788,18.0,26.0,50,25,-0.21066502835234271,0.808151808074534,17.523123937986213,-96.71662056751222,72.0,43.0,50,25,-0.8336705867377603,-1.0505358982317432
1068,493.663235104,-0.3555241419020826,-33.90158773134648,18.0,26.0,50,25,-0.20903910423096986,0.7510736662514006,16.723765089134154,-97.2494449425955,74.0,44.0,50,25,-0.7993588488520587,-0.5328243750832797
1069,493.71235192,-0.5691421781181832,-33.277712919111586,18.0,27.0,50,25,-0.21361803621610065,0.6238748122348952,15.917444835297738,-97.8163464381351,72.0,46.0,50,25,-0.8063202538364163,-0.5669014955395966
1070,493.771039822,-0.7905072760053441,-32.807512295243036,19.0,27.0,50,25,-0.22136509788716086,0.4702006238685499,15.115815469435967,-98.2722052680105,74.0,50.0,50,25,-0.8016293658617712,-0.45585882987539605
1071,493.820042062,-1.0127452830663732,-32.392668002414545,20.0,30.0,50,25,-0.22223800706102914,0.4148442928284908,14.322718330653602,-98.58081225056682,74.0,52.0,50,25,-0.7930971387823647,-0.3086069825563271
1072,493.869044386,-1.2370753656259381,-32.04275883094826,21.0,32.0,50,25,-0.22433008255956488,0.34990917146628675,13.548755438815082,-98.62708461829735,71.0,51.0,50,25,-0.7739628918385204,-0.046272367730523456
1073,493.9181613,-1.4611316795253981,-31.722801337643748,21.0,32.0,50,25,-0.22405631389946,0.3199574933045106,12.796232798062215,-98.40789904757996,70.0,49.0,50,25,-0.7525226407528667,0.21918557071738576
1074,493.976849216,-1.6791678804112142,-31.359978939996655,22.0,32.0,50,25,-0.2180362008858161,0.36282239764709345,12.053364450805452,-98.09201290598725,74.0,48.0,50,25,-0.7428683472567634,0.31588614159271344
1075,494.045851456,-1.8868844346401725,-30.906018079988733,22.0,34.0,50,25,-0.2077165542289583,0.45396086000792124,11.318004529402332,-97.71475289076321,82.0,52.0,50,25,-0.7353599214031199,0.3772600152240386
1076,494.09485378,-2.086749092750235,-30.39963560264429,23.0,35.0,50,25,-0.19986465811006227,0.5063824773444416,10.590153033852902,-97.28195718684671,86.0,56.0,50,25,-0.7278514955494302,0.43279570391649713
1077,494.14397054,-2.288699835623234,-29.966822866184454,22.0,35.0,50,25,-0.2019507428729992,0.4328127364598373,9.869809964157016,-96.79890862229635,87.0,55.0,50,25,-0.7203430696958861,0.4830485645503586
1078,494.202658666,-2.4964851706217397,-29.646223342955334,22.0,36.0,50,25,-0.2077853349985057,0.3205995232291201,9.156975320314308,-96.27038749655516,85.0,54.0,50,25,-0.712834643842708,0.528521125741193
1079,494.251660948,-2.7092437297662513,-29.416674751890287,22.0,38.0,50,25,-0.21275855914451158,0.229548591065047,8.451649102325424,-95.70071938345833,80.0,52.0,50,25,-0.7053262179888833,0.5696681130968244
1080,494.300663272,-2.9224929602411738,-29.214936361858975,22.0,39.0,50,25,-0.2132492304749225,0.20173839003131278,7.753831310189974,-95.0938183869662,77.0,50.0,50,25,-0.6978177921354503,0.6069009964921293
1081,494.34978006,-3.1324936548423774,-28.992834180084532,22.0,39.0,50,25,-0.21000069460120363,0.2221021817744422,7.0635219439080315,-94.45322628221071,75.0,49.0,50,25,-0.6903093662819426,0.6405921047554983
1082,494.408468018,-3.3383839807914235,-28.741811643363654,21.0,39.0,50,25,-0.2058903259490461,0.25102253672087826,6.380721003479757,-93.78214793323397,73.0,47.0,50,25,-0.6828009404282742,0.6710783489767351
1083,494.457470356,-3.5373979702379974,-28.43094140128493,21.0,38.0,50,25,-0.1990139894465739,0.3108702420787246,5.7054284889050155,-93.08348334163686,72.0,45.0,50,25,-0.6752925145747417,0.6986645915971081
1084,494.50647268,-3.7306649688899642,-28.07966736421241,21.0,38.0,50,25,-0.19326699865196684,0.35127403707252114,5.037644400183782,-92.35985664659962,69.0,42.0,50,25,-0.6677840887212332,0.7236266950372396
