device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,3341.766888682,14,78,124,-2.96875,-3.232421875
E,3341.816004462,14,77,129,-3.0078125,-3.232421875
E,3341.874693694,13,74,132,-3.154296875,-3.232421875
E,3341.923695724,13,70,132,-3.203125,-3.2421875
E,3341.972698048,16,65,132,-3.134765625,-3.232421875
E,3342.041814486,23,59,132,-2.939453125,-3.203125
E,3342.100502990,34,52,133,-2.880859375,-3.203125
E,3342.149505132,43,48,132,-2.87109375,-3.203125
E,3342.198507568,52,45,132,-2.861328125,-3.203125
E,3342.247624048,62,41,132,-2.91015625,-3.193359375
E,3342.306312412,74,37,130,-2.94921875,-3.18359375
E,3342.355314806,83,35,127,-2.96875,-3.14453125
E,3342.404316948,92,33,123,-2.94921875,-3.14453125
E,3342.453433302,100,32,117,-2.890625,-3.10546875
E,3342.512121876,100,32,109,-2.91015625,-3.125
E,3342.561124088,100,32,103,-2.91015625,-3.056640625
E,3342.610126286,100,31,95,-2.841796875,-3.134765625
E,3342.659242836,100,30,89,-2.744140625,-3.125
E,3342.717931312,100,28,81,-2.626953125,-3.10546875
E,3342.766933510,100,27,74,-2.568359375,-3.0859375
E,3342.815935834,100,29,68,-2.490234375,-3.076171875
E,3342.865603214,100,30,61,-2.5390625,-3.0859375
E,3342.923740762,100,29,53,-2.646484375,-3.134765625
E,3342.972742918,100,29,47,-2.841796875,-3.203125
E,3343.041745172,100,29,40,-3.076171875,-3.22265625
E,3343.090861638,100,29,34,-3.06640625,-3.232421875
E,3343.149550226,100,28,27,-3.134765625,-3.2421875
E,3343.198552270,100,28,22,-3.076171875,-3.251953125
E,3343.247554482,100,28,17,-3.06640625,-3.212890625
E,3343.296670934,100,27,13,-2.958984375,-3.22265625
E,3343.355359494,100,25,9,-2.880859375,-3.203125
E,3343.404361692,100,25,9,-2.861328125,-3.193359375
E,3343.453363862,100,26,9,-2.919921875,-3.193359375
E,3343.502479516,100,28,9,-2.98828125,-3.18359375
E,3343.561168888,100,30,9,-2.978515625,-3.1640625
E,3343.610171282,92,32,9,-2.939453125,-3.14453125
E,3343.659173396,82,34,9,-2.900390625,-3.076171875
E,3343.708288840,73,41,9,-2.900390625,-3.046875
E,3343.766978436,65,50,9,-2.861328125,-3.115234375
E,3343.815980536,57,55,10,-2.8125,-3.125
E,3343.864982776,51,60,11,-2.67578125,-3.14453125
E,3343.914099102,46,66,12,-2.6171875,-3.115234375
E,3343.972787620,39,73,14,-2.51953125,-3.10546875
E,3344.041789804,35,76,17,-2.51953125,-3.0859375
E,3344.090792156,34,76,21,-2.59765625,-3.115234375
E,3344.139907824,33,78,26,-2.705078125,-3.18359375
E,3344.198597182,33,80,32,-3.046875,-3.232421875
E,3344.247599296,34,83,37,-3.046875,-3.232421875
E,3344.296601648,34,84,42,-3.125,-3.232421875
E,3344.345717442,33,83,48,-3.212890625,-3.2421875
E,3344.404406590,42,81,54,-3.203125,-3.232421875
E,3344.453408690,50,79,58,-3.0078125,-3.232421875
E,3344.502411028,47,77,61,-2.94921875,-3.22265625
E,3344.551526682,43,75,64,-2.919921875,-3.232421875
E,3344.610215942,38,76,68,-2.900390625,-3.203125
E,3344.659218154,34,79,72,-2.91015625,-3.193359375
E,3344.708220436,30,81,76,-2.958984375,-3.173828125
E,3344.757336230,27,82,82,-2.94921875,-3.1640625
E,3344.816025378,23,86,89,-2.9296875,-3.125
E,3344.865027562,21,91,95,-2.880859375,-3.10546875
E,3344.914029802,19,95,102,-2.880859375,-3.076171875
E,3344.963696594,18,98,109,-2.8515625,-3.046875
E,3345.041834632,17,98,117,-2.861328125,-3.06640625
E,3345.090837026,16,96,123,-2.79296875,-3.076171875
E,3345.139839224,16,96,129,-2.763671875,-3.095703125
E,3345.188954864,15,95,133,-2.63671875,-3.115234375
E,3345.247644250,16,90,132,-2.59765625,-3.095703125
E,3345.296646308,20,83,133,-2.548828125,-3.076171875
E,3345.345648856,31,74,133,-2.548828125,-3.056640625
E,3345.394764412,46,66,132,-2.55859375,-3.095703125
E,3345.453453476,64,57,132,-2.6953125,-3.18359375
E,3345.502455940,80,52,132,-2.98828125,-3.232421875
