device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,3373.386104362,100,29,61,-3.076171875,-3.2421875
E,3373.444907218,100,29,56,-3.0078125,-3.232421875
E,3373.494024552,100,29,52,-3.017578125,-3.232421875
E,3373.552712006,100,31,48,-3.037109375,-3.232421875
E,3373.601714386,100,33,44,-2.978515625,-3.22265625
E,3373.660517144,100,35,40,-2.978515625,-3.22265625
E,3373.709634380,100,36,37,-2.96875,-3.203125
E,3373.768321876,100,38,33,-2.958984375,-3.193359375
E,3373.827124480,100,41,30,-2.94921875,-3.203125
E,3373.876126888,100,45,28,-2.939453125,-3.193359375
E,3373.935044726,100,47,25,-2.958984375,-3.1640625
E,3374.013732124,100,48,23,-2.919921875,-3.10546875
E,3374.062734364,100,48,22,-2.87109375,-3.06640625
E,3374.111736562,100,47,20,-2.83203125,-3.06640625
E,3374.160854036,100,45,19,-2.802734375,-3.06640625
E,3374.219541546,100,42,18,-2.79296875,-3.046875
E,3374.268543688,100,41,16,-2.79296875,-3.06640625
E,3374.327346446,100,41,15,-2.79296875,-3.056640625
E,3374.376463990,100,41,14,-2.783203125,-3.076171875
E,3374.435151430,100,42,13,-2.666015625,-3.076171875
E,3374.484153572,100,42,12,-2.626953125,-3.06640625
E,3374.533155952,100,44,11,-2.578125,-3.06640625
E,3374.582824396,100,45,11,-2.55859375,-3.076171875
E,3374.640960880,100,42,11,-2.490234375,-3.046875
E,3374.689963078,100,38,11,-2.470703125,-3.06640625
E,3374.738965360,100,38,10,-2.4609375,-3.076171875
E,3374.788082820,100,40,10,-2.55859375,-3.037109375
E,3374.846770400,100,45,10,-2.578125,-3.0859375
E,3374.895772514,100,47,10,-2.8125,-3.193359375
E,3374.944774712,100,49,10,-3.095703125,-3.2421875
E,3375.013892088,100,53,11,-3.134765625,-3.232421875
E,3375.072579626,92,56,12,-3.154296875,-3.232421875
E,3375.121584680,82,56,13,-3.193359375,-3.232421875
E,3375.170584204,74,57,14,-3.2421875,-3.2421875
E,3375.219701412,65,58,14,-3.2421875,-3.232421875
E,3375.278389216,57,59,15,-3.2421875,-3.232421875
E,3375.327394144,51,61,15,-3.2421875,-3.2421875
E,3375.376393486,47,64,15,-3.203125,-3.232421875
E,3375.425510988,43,66,15,-3.18359375,-3.232421875
E,3375.484198386,41,69,16,-3.1640625,-3.232421875
E,3375.533200738,40,71,16,-3.1640625,-3.232421875
E,3375.582206646,37,73,16,-3.10546875,-3.232421875
E,3375.631319052,37,75,16,-3.076171875,-3.232421875
E,3375.690007822,37,80,16,-3.037109375,-3.232421875
E,3375.739009978,34,82,16,-2.98828125,-3.2421875
E,3375.788012218,32,84,16,-2.96875,-3.232421875
E,3375.837128488,30,84,18,-2.98828125,-3.232421875
E,3375.895817258,29,85,21,-2.939453125,-3.232421875
E,3375.944819456,29,83,24,-2.919921875,-3.232421875
E,3376.013821738,29,81,27,-2.939453125,-3.232421875
E,3376.062938050,30,83,29,-2.958984375,-3.18359375
E,3376.121626666,30,83,32,-2.919921875,-3.14453125
E,3376.170632280,29,86,34,-2.861328125,-3.125
E,3376.219631188,28,89,37,-2.822265625,-3.0859375
E,3376.268747220,28,89,40,-2.783203125,-3.046875
E,3376.327436032,27,86,44,-2.744140625,-3.037109375
E,3376.376438300,26,87,47,-2.705078125,-3.02734375
E,3376.425443340,25,86,50,-2.734375,-3.037109375
E,3376.474556740,24,83,54,-2.6953125,-3.046875
E,3376.533245454,23,79,57,-2.666015625,-3.037109375
E,3376.582247764,23,76,60,-2.646484375,-3.095703125
E,3376.631249822,23,76,62,-2.65625,-3.076171875
E,3376.680923432,21,76,64,-2.568359375,-3.076171875
E,3376.739054876,20,82,67,-2.509765625,-3.056640625
E,3376.788057130,20,88,71,-2.4609375,-3.056640625
E,3376.837059440,20,88,74,-2.44140625,-3.056640625
E,3376.886179700,19,89,78,-2.431640625,-3.076171875
E,3376.944864200,17,89,83,-2.44140625,-3.06640625
E,3377.013866524,16,88,87,-2.470703125,-3.056640625
E,3377.062868722,15,89,92,-2.6171875,-3.115234375
E,3377.111984936,14,91,96,-2.919921875,-3.193359375
E,3377.170673636,14,93,101,-3.125,-3.232421875
E,3377.219675890,13,95,106,-3.18359375,-3.232421875
E,3377.278481434,14,100,112,-3.203125,-3.232421875
