device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,3362.816831498,16,83,104,-2.6171875,-3.193359375
E,3362.865948090,16,87,109,-2.958984375,-3.2421875
E,3362.924636524,15,92,114,-3.017578125,-3.2421875
E,3362.973638736,15,96,119,-3.0859375,-3.232421875
E,3363.042640780,15,98,124,-3.203125,-3.232421875
E,3363.091758870,15,99,129,-3.203125,-3.2421875
E,3363.150446016,15,99,132,-3.212890625,-3.232421875
E,3363.199448018,16,100,132,-3.134765625,-3.232421875
E,3363.248450272,16,100,132,-3.06640625,-3.232421875
E,3363.297568306,16,95,132,-3.0078125,-3.232421875
E,3363.356255284,22,84,132,-3.0078125,-3.2421875
E,3363.405257524,28,74,132,-3.046875,-3.2421875
E,3363.454259708,39,65,132,-3.017578125,-3.232421875
E,3363.503376468,52,57,132,-3.017578125,-3.232421875
E,3363.562064664,65,49,132,-2.978515625,-3.232421875
E,3363.611066918,72,43,131,-2.998046875,-3.203125
E,3363.660069060,80,39,131,-2.958984375,-3.193359375
E,3363.709185778,87,35,131,-2.958984375,-3.154296875
E,3363.767874142,97,32,127,-2.880859375,-3.115234375
E,3363.816876284,100,29,123,-2.861328125,-3.115234375
E,3363.865878720,100,28,119,-2.87109375,-3.076171875
E,3363.915546674,100,26,114,-2.841796875,-3.0859375
E,3363.973683550,100,25,107,-2.83203125,-3.076171875
E,3364.042685790,100,25,102,-2.822265625,-3.06640625
E,3364.091687890,100,25,97,-2.83203125,-3.115234375
E,3364.140805350,100,26,92,-2.744140625,-3.095703125
E,3364.199492986,100,27,85,-2.65625,-3.10546875
E,3364.248495086,100,26,80,-2.59765625,-3.076171875
E,3364.297497242,100,26,74,-2.51953125,-3.06640625
E,3364.346613610,100,26,69,-2.509765625,-3.06640625
E,3364.405302478,100,26,63,-2.44140625,-3.076171875
E,3364.454304466,100,27,57,-2.48046875,-3.095703125
E,3364.503306664,100,28,52,-2.578125,-3.046875
E,3364.552424138,100,28,47,-2.607421875,-3.076171875
E,3364.611111592,100,29,41,-2.7734375,-3.173828125
E,3364.660113958,100,29,36,-3.076171875,-3.232421875
E,3364.709116086,100,30,32,-3.14453125,-3.2421875
E,3364.758233742,100,33,27,-3.193359375,-3.232421875
E,3364.816921000,100,35,22,-3.212890625,-3.232421875
E,3364.865923282,100,36,18,-3.2421875,-3.2421875
E,3364.914925690,100,37,15,-3.251953125,-3.2421875
E,3364.964042814,100,37,13,-3.2421875,-3.232421875
E,3365.042730562,100,37,10,-3.1640625,-3.2421875
E,3365.091732620,100,36,9,-3.115234375,-3.2421875
E,3365.140735028,100,34,9,-3.0859375,-3.232421875
E,3365.189852558,100,32,9,-3.095703125,-3.232421875
E,3365.248540110,100,30,9,-3.10546875,-3.2421875
E,3365.297542154,100,31,9,-3.02734375,-3.232421875
E,3365.346544436,100,33,9,-3.02734375,-3.232421875
E,3365.395662190,100,34,9,-3.017578125,-3.232421875
E,3365.454349322,100,38,9,-2.998046875,-3.203125
E,3365.503351436,100,41,9,-2.958984375,-3.203125
E,3365.552353816,90,44,9,-2.939453125,-3.1640625
E,3365.601471304,81,46,9,-2.890625,-3.115234375
E,3365.660158730,72,49,10,-2.8515625,-3.0859375
E,3365.709160984,64,53,11,-2.880859375,-3.046875
E,3365.758163098,57,58,12,-2.8515625,-3.046875
E,3365.807280712,51,61,12,-2.83203125,-3.076171875
E,3365.865968278,46,65,13,-2.822265625,-3.076171875
E,3365.914970476,42,69,13,-2.67578125,-3.076171875
E,3365.963972464,40,70,14,-2.626953125,-3.056640625
E,3366.033640558,38,72,14,-2.51953125,-3.056640625
E,3366.091777518,34,76,14,-2.490234375,-3.056640625
E,3366.140779786,32,77,16,-2.48046875,-3.076171875
E,3366.189781900,31,76,19,-2.548828125,-3.06640625
E,3366.238899402,29,74,22,-2.6953125,-3.173828125
E,3366.297586996,29,74,25,-2.958984375,-3.232421875
E,3366.346589096,29,75,28,-3.0859375,-3.232421875
E,3366.395591350,28,77,30,-3.125,-3.232421875
E,3366.444708698,28,79,33,-3.232421875,-3.232421875
E,3366.503396278,28,81,37,-3.232421875,-3.2421875
E,3366.552398476,27,84,41,-3.1640625,-3.2421875
E,3366.601400604,25,85,45,-3.154296875,-3.2421875
E,3366.650518036,25,85,49,-3.14453125,-3.2421875
