10.0 10.0
3, 100.00, 100.00, 30, 30, 60, 1.67, 20, 1, 0, 0, 1, 10, 1000, 50
E,3352.296959908,97,46,97,46,130,232,0,-3.154296875,-3.2421875
H,3352.300715576,108,92,100,100,8,232,0,-3.115234375,-3.232421875
E,3352.346076304,110,41,100,41,127,232,0,-3.095703125,-3.232421875
H,3352.350039690,109,92,100,100,8,232,0,-3.037109375,-3.232421875
E,3352.404764878,128,38,100,38,121,295,0,-3.017578125,-3.232421875
H,3352.408695560,107,94,100,100,8,295,0,-2.998046875,-3.232421875
E,3352.453767034,139,35,100,35,117,295,0,-2.96875,-3.232421875
H,3352.457795646,104,93,100,100,8,295,0,-2.94921875,-3.232421875
E,3352.502769232,147,34,100,34,112,295,0,-2.9296875,-3.2421875
H,3352.506700054,102,89,100,100,8,295,0,-2.919921875,-3.232421875
E,3352.551885446,152,32,100,32,106,295,0,-2.919921875,-3.232421875
H,3352.555817290,102,81,100,100,8,295,0,-2.919921875,-3.212890625
E,3352.610574188,153,31,100,31,99,295,0,-2.919921875,-3.193359375
H,3352.614449850,104,73,100,97,8,295,0,-2.939453125,-3.193359375
E,3352.659576554,150,30,100,30,94,295,0,-2.919921875,-3.193359375
H,3352.663419778,105,65,100,87,8,295,0,-2.9296875,-3.18359375
E,3352.708578598,152,29,100,29,88,295,0,-2.94921875,-3.193359375
H,3352.712518702,103,57,100,76,8,295,0,-2.9296875,-3.14453125
E,3352.757695470,154,28,100,28,82,295,0,-2.94921875,-3.14453125
H,3352.761538540,101,50,100,67,8,295,0,-2.9296875,-3.154296875
E,3352.816383722,158,30,100,30,75,295,0,-2.91015625,-3.095703125
H,3352.820227744,100,44,100,59,8,295,0,-2.890625,-3.10546875
E,3352.865385808,162,31,100,31,69,295,0,-2.890625,-3.076171875
H,3352.869262996,97,39,100,53,8,295,0,-2.8515625,-3.06640625
E,3352.914388300,162,31,100,31,63,295,0,-2.841796875,-3.06640625
H,3352.918231090,94,36,100,48,8,295,0,-2.841796875,-3.076171875
E,3352.963504780,164,30,100,30,57,295,0,-2.841796875,-3.046875
H,3352.967445430,89,32,100,43,8,295,0,-2.83203125,-3.056640625
E,3353.042193004,165,31,100,31,50,295,0,-2.802734375,-3.095703125
H,3353.045946474,83,29,100,38,8,295,0,-2.79296875,-3.0859375
E,3353.091195160,162,33,100,33,45,295,0,-2.71484375,-3.095703125
H,3353.094948714,79,26,100,35,8,295,0,-2.67578125,-3.095703125
E,3353.140197526,159,34,100,34,39,295,0,-2.646484375,-3.0859375
H,3353.144040288,76,24,100,32,8,295,0,-2.63671875,-3.095703125
E,3353.189314370,153,35,100,35,34,295,0,-2.587890625,-3.10546875
H,3353.193190424,74,23,99,30,8,295,0,-2.587890625,-3.095703125
E,3353.248002482,157,35,100,35,29,295,0,-2.529296875,-3.0859375
H,3353.251942712,68,21,91,28,8,295,0,-2.5390625,-3.0859375
E,3353.297004778,162,35,100,35,24,295,0,-2.490234375,-3.076171875
H,3353.300847050,64,20,86,26,8,295,0,-2.5,-3.06640625
E,3353.346006878,166,35,100,35,20,295,0,-2.5390625,-3.076171875
H,3353.349849136,61,18,82,24,8,295,0,-2.578125,-3.10546875
E,3353.395675392,171,34,100,34,16,295,0,-2.63671875,-3.154296875
H,3353.399518616,59,17,78,23,8,295,0,-2.734375,-3.173828125
E,3353.453811862,169,33,100,33,13,400,0,-2.900390625,-3.212890625
H,3353.457687174,54,16,72,21,8,400,0,-3.037109375,-3.212890625
E,3353.502814046,165,32,100,32,10,400,0,-3.076171875,-3.2421875
H,3353.506754528,52,15,70,20,8,400,0,-3.134765625,-3.2421875
E,3353.551816370,161,32,100,32,8,400,0,-3.154296875,-3.2421875
H,3353.555571352,51,14,68,19,8,400,0,-3.154296875,-3.232421875
E,3353.600933172,151,32,100,32,8,400,0,-3.1640625,-3.232421875
H,3353.604718996,50,13,66,18,8,400,0,-3.18359375,-3.232421875
E,3353.659621186,137,31,100,31,9,400,0,-3.193359375,-3.232421875
H,3353.663376700,46,13,62,18,8,400,0,-3.18359375,-3.232421875
E,3353.708623496,127,33,100,33,9,400,0,-3.115234375,-3.232421875
H,3353.712377064,45,13,60,17,8,400,0,-3.0859375,-3.22265625
E,3353.757625778,115,36,100,36,9,400,0,-3.017578125,-3.232421875
H,3353.761479460,43,13,58,17,8,400,0,-2.978515625,-3.232421875
E,3353.806742426,105,41,100,41,8,400,0,-2.94921875,-3.232421875
H,3353.810496988,40,13,53,17,8,400,0,-2.91015625,-3.22265625
E,3353.865430496,93,47,93,47,8,400,0,-2.880859375,-3.212890625
H,3353.869009764,36,13,48,17,8,400,0,-2.890625,-3.212890625
E,3353.914432750,83,51,83,51,9,400,0,-2.861328125,-3.193359375
H,3353.918108198,35,13,47,18,8,400,0,-2.861328125,-3.193359375
E,3353.963435116,75,54,75,54,9,400,0,-2.87109375,-3.193359375
H,3353.967047088,35,13,47,18,8,400,0,-2.900390625,-3.173828125
E,3354.032552044,67,57,67,57,10,400,0,-2.96875,-3.1640625
H,3354.036130290,35,13,47,17,8,400,0,-2.9296875,-3.173828125
E,3354.091239820,59,60,59,60,11,400,0,-2.919921875,-3.154296875
H,3354.094817996,35,12,46,16,8,400,0,-2.919921875,-3.14453125
E,3354.140242298,54,64,54,64,12,400,0,-2.880859375,-3.134765625
H,3354.144050914,35,12,47,16,8,400,0,-2.861328125,-3.134765625
E,3354.189244650,48,71,48,71,13,400,0,-2.841796875,-3.0859375
H,3354.192907022,35,11,47,15,8,400,0,-2.87109375,-3.10546875
E,3354.238361382,43,79,43,79,13,400,0,-2.880859375,-3.056640625
H,3354.242061666,34,12,45,16,8,400,0,-2.880859375,-3.10546875
E,3354.297049606,41,83,41,83,17,400,0,-2.841796875,-3.095703125
H,3354.300817510,33,11,44,15,8,400,0,-2.8125,-3.076171875
E,3354.346051566,41,81,41,81,20,400,0,-2.79296875,-3.06640625
H,3354.349717578,31,11,42,15,8,400,0,-2.79296875,-3.06640625
E,3354.395053904,41,79,41,79,23,400,0,-2.783203125,-3.046875
H,3354.398717116,31,11,42,14,8,400,0,-2.7734375,-3.06640625
E,3354.444169782,39,80,39,80,27,400,0,-2.744140625,-3.095703125
H,3354.447836858,32,10,42,14,8,400,0,-2.744140625,-3.115234375
E,3354.502858888,38,84,38,84,30,667,0,-2.666015625,-3.115234375
H,3354.506557898,30,10,41,14,8,667,0,-2.63671875,-3.115234375
E,3354.551860918,36,87,36,87,35,667,0,-2.6171875,-3.10546875
H,3354.555526776,29,10,39,14,8,667,0,-2.59765625,-3.10546875
E,3354.600863326,34,89,34,89,39,667,0,-2.59765625,-3.10546875
H,3354.604528750,30,10,41,13,8,667,0,-2.55859375,-3.0859375
E,3354.649979288,33,90,33,90,44,667,0,-2.51953125,-3.095703125
H,3354.653748228,33,9,44,13,8,667,0,-2.470703125,-3.076171875
E,3354.708668254,33,88,33,88,50,667,0,-2.48046875,-3.0859375
H,3354.712334154,38,9,50,12,8,667,0,-2.490234375,-3.06640625
E,3354.757670564,33,92,33,92,55,667,0,-2.51953125,-3.076171875
H,3354.761370050,40,10,53,14,8,667,0,-2.587890625,-3.095703125
E,3354.806672734,33,97,33,97,60,667,0,-2.685546875,-3.134765625
H,3354.810339124,43,12,57,16,8,667,0,-2.79296875,-3.154296875
E,3354.855788766,31,97,31,97,66,667,0,-3.02734375,-3.203125
H,3354.859557384,48,13,64,17,8,667,0,-3.154296875,-3.22265625
E,3354.914477648,31,94,31,94,73,667,0,-3.212890625,-3.2421875
H,3354.918145242,52,13,70,17,8,667,0,-3.22265625,-3.2421875
E,3354.963479986,31,90,31,90,79,667,0,-3.22265625,-3.2421875
H,3354.967180984,56,13,75,18,8,667,0,-3.22265625,-3.232421875
E,3355.032482156,28,85,28,85,84,667,0,-3.2421875,-3.2421875
H,3355.036060528,60,14,81,19,8,667,0,-3.251953125,-3.2421875
E,3355.081598902,25,82,25,82,89,667,0,-3.251953125,-3.2421875
H,3355.085277836,64,17,85,23,8,667,0,-3.251953125,-3.232421875
E,3355.140287042,22,80,22,80,95,667,0,-3.232421875,-3.232421875
H,3355.143950730,64,20,86,27,8,667,0,-3.154296875,-3.232421875
E,3355.189289422,20,78,20,78,99,667,0,-3.115234375,-3.232421875
H,3355.192956540,66,23,88,30,8,667,0,-3.115234375,-3.2421875
