device_type,time,tricep_effort,bicep_effort,joint_position,daq_0,daq_1
E,3330.884115260,3,4,132,-3.125,-3.18359375
E,3330.942804044,3,4,132,-3.125,-3.18359375
E,3331.011806522,3,5,132,-3.125,-3.173828125
E,3331.060808566,3,5,132,-3.134765625,-3.173828125
E,3331.109924668,3,5,132,-3.125,-3.18359375
E,3331.168613578,3,5,132,-3.125,-3.18359375
E,3331.217615776,3,5,132,-3.115234375,-3.193359375
E,3331.266618100,3,5,132,-3.115234375,-3.193359375
E,3331.315733992,3,4,133,-3.115234375,-3.193359375
E,3331.374422846,3,4,133,-3.134765625,-3.22265625
E,3331.423425212,3,5,132,-3.18359375,-3.22265625
E,3331.472427452,3,5,133,-3.056640625,-3.232421875
E,3331.521543498,3,5,133,-2.998046875,-3.212890625
E,3331.580232338,3,5,132,-2.998046875,-3.212890625
E,3331.629234760,3,5,132,-2.98828125,-3.212890625
E,3331.678236748,3,5,132,-2.98828125,-3.193359375
E,3331.727352864,3,5,133,-2.978515625,-3.193359375
E,3331.786041844,3,5,133,-3.0078125,-3.154296875
E,3331.835044126,3,5,132,-2.9296875,-3.134765625
E,3331.884046240,3,5,132,-2.8515625,-3.125
E,3331.933162356,3,4,132,-2.841796875,-3.125
E,3332.011851084,3,5,132,-2.83203125,-3.095703125
E,3332.060853380,3,5,132,-2.8125,-3.125
E,3332.109855494,3,5,132,-2.6953125,-3.134765625
E,3332.158971638,4,5,132,-2.63671875,-3.115234375
E,3332.217660394,10,5,132,-2.55859375,-3.095703125
E,3332.266662802,18,5,132,-2.607421875,-3.10546875
E,3332.315665000,28,5,132,-2.6953125,-3.18359375
E,3332.365331708,37,6,130,-2.890625,-3.193359375
E,3332.423470180,51,7,126,-3.076171875,-3.232421875
E,3332.472472238,66,8,122,-3.076171875,-3.232421875
E,3332.521474366,77,8,116,-3.125,-3.22265625
E,3332.570590412,85,9,109,-3.154296875,-3.2421875
E,3332.629279378,94,11,101,-3.18359375,-3.232421875
E,3332.678281534,95,11,94,-3.0859375,-3.212890625
E,3332.727283816,97,13,87,-2.939453125,-3.203125
E,3332.776399932,100,14,80,-2.91015625,-3.212890625
E,3332.835088758,100,15,72,-2.900390625,-3.193359375
E,3332.884091040,100,16,66,-2.9296875,-3.18359375
E,3332.933093308,100,18,59,-2.96875,-3.173828125
E,3333.002209158,100,19,52,-2.978515625,-3.173828125
E,3333.060898124,100,20,45,-2.98828125,-3.154296875
E,3333.109900350,100,20,38,-2.919921875,-3.154296875
E,3333.158902534,100,22,32,-2.890625,-3.134765625
E,3333.208018678,100,24,26,-2.900390625,-3.125
E,3333.266707910,100,24,20,-2.890625,-3.125
E,3333.315709954,100,25,15,-2.8515625,-3.154296875
E,3333.364712054,100,25,12,-2.783203125,-3.154296875
E,3333.413828016,100,26,11,-2.6953125,-3.115234375
E,3333.472517080,100,29,11,-2.607421875,-3.076171875
E,3333.521519236,91,29,11,-2.587890625,-3.076171875
E,3333.570521392,83,29,11,-2.71484375,-3.14453125
E,3333.619637648,75,32,11,-2.83203125,-3.18359375
E,3333.678326334,66,40,11,-2.919921875,-3.203125
E,3333.727328686,61,48,11,-3.10546875,-3.232421875
E,3333.776331052,54,53,11,-3.095703125,-3.232421875
E,3333.825446972,47,57,13,-3.2421875,-3.2421875
E,3333.884135714,40,63,14,-3.203125,-3.2421875
E,3333.933138164,36,68,16,-3.134765625,-3.232421875
E,3334.002140222,31,73,21,-3.0078125,-3.22265625
E,3334.051256226,29,74,25,-2.91015625,-3.22265625
E,3334.109945234,29,72,32,-2.890625,-3.22265625
E,3334.158947614,28,71,37,-2.9296875,-3.212890625
E,3334.207949896,27,75,42,-2.939453125,-3.193359375
E,3334.257064696,25,79,48,-2.978515625,-3.173828125
E,3334.315754642,23,79,55,-2.939453125,-3.18359375
E,3334.364756896,24,77,62,-2.919921875,-3.154296875
E,3334.413759094,26,77,68,-2.87109375,-3.076171875
E,3334.463424640,27,77,74,-2.87109375,-3.0859375
E,3334.521564008,28,81,81,-2.861328125,-3.0859375
E,3334.570566206,26,81,87,-2.8125,-3.14453125
E,3334.619568628,24,81,93,-2.705078125,-3.154296875
E,3334.668683372,22,83,99,-2.626953125,-3.154296875
E,3334.727373472,19,82,107,-2.55859375,-3.134765625
