10.0 10.0
3, 100.00, 100.00, 20, 20, 60, 1.67, 20, 1, 0, 0, 1, 10, 1000, 50
E,3341.766888682,14,78,14,78,124,465,0,-2.96875,-3.232421875
H,3341.770677068,83,59,100,79,8,465,0,-3.017578125,-3.22265625
E,3341.816004462,14,77,14,77,129,465,0,-3.0078125,-3.232421875
H,3341.819758226,86,65,100,87,8,465,0,-3.06640625,-3.232421875
E,3341.874693694,13,74,13,74,132,465,0,-3.154296875,-3.232421875
H,3341.878449124,88,72,100,96,8,465,0,-3.193359375,-3.251953125
E,3341.923695724,13,70,13,70,132,465,0,-3.203125,-3.2421875
H,3341.927571246,87,74,100,99,8,465,0,-3.203125,-3.2421875
E,3341.972698048,16,65,16,65,132,465,0,-3.134765625,-3.232421875
H,3341.976452414,86,76,100,100,8,465,0,-2.96875,-3.22265625
E,3342.041814486,23,59,23,59,132,465,0,-2.939453125,-3.203125
H,3342.045513902,86,78,100,100,8,465,0,-2.919921875,-3.212890625
E,3342.100502990,34,52,34,52,133,329,0,-2.880859375,-3.203125
H,3342.104255662,87,78,100,100,8,329,0,-2.880859375,-3.203125
E,3342.149505132,43,48,43,48,132,329,0,-2.87109375,-3.203125
H,3342.153260618,88,83,100,100,8,329,0,-2.8515625,-3.193359375
E,3342.198507568,52,45,52,45,132,329,0,-2.861328125,-3.203125
H,3342.202386506,92,87,100,100,8,329,0,-2.890625,-3.203125
E,3342.247624048,62,41,62,41,132,329,0,-2.91015625,-3.193359375
H,3342.251379156,96,89,100,100,8,329,0,-2.939453125,-3.203125
E,3342.306312412,74,37,74,37,130,329,0,-2.94921875,-3.18359375
H,3342.310099468,95,90,100,100,8,329,0,-3.0078125,-3.154296875
E,3342.355314806,83,35,83,35,127,329,0,-2.96875,-3.14453125
H,3342.359069802,101,90,100,100,8,329,0,-2.958984375,-3.154296875
E,3342.404316948,92,33,92,33,123,329,0,-2.94921875,-3.14453125
H,3342.408071300,107,93,100,100,8,329,0,-2.91015625,-3.14453125
E,3342.453433302,101,32,100,32,117,329,0,-2.890625,-3.10546875
H,3342.457463566,108,96,100,100,8,329,0,-2.919921875,-3.115234375
E,3342.512121876,111,32,100,32,109,329,0,-2.91015625,-3.125
H,3342.516053342,106,97,100,100,8,329,0,-2.919921875,-3.0859375
E,3342.561124088,115,32,100,32,103,329,0,-2.91015625,-3.056640625
H,3342.565088398,107,95,100,100,8,329,0,-2.880859375,-3.115234375
E,3342.610126286,119,31,100,31,95,329,0,-2.841796875,-3.134765625
H,3342.613968978,107,90,100,100,8,329,0,-2.8125,-3.125
E,3342.659242836,124,30,100,30,89,329,0,-2.744140625,-3.125
H,3342.663086368,106,83,100,100,8,329,0,-2.65625,-3.115234375
E,3342.717931312,130,28,100,28,81,329,0,-2.626953125,-3.10546875
H,3342.721868462,105,72,100,96,8,329,0,-2.59765625,-3.115234375
E,3342.766933510,135,27,100,27,74,329,0,-2.568359375,-3.0859375
H,3342.770774368,102,63,100,84,8,329,0,-2.509765625,-3.0859375
E,3342.815935834,138,29,100,29,68,329,0,-2.490234375,-3.076171875
H,3342.819809886,98,56,100,74,8,329,0,-2.490234375,-3.0859375
E,3342.865603214,141,30,100,30,61,329,0,-2.5390625,-3.0859375
H,3342.869446284,92,49,100,65,8,329,0,-2.59765625,-3.0859375
E,3342.923740762,146,29,100,29,53,329,0,-2.646484375,-3.134765625
H,3342.927584350,85,42,100,56,8,329,0,-2.734375,-3.18359375
E,3342.972742918,145,29,100,29,47,329,0,-2.841796875,-3.203125
H,3342.976680950,82,37,100,50,8,329,0,-2.919921875,-3.203125
E,3343.041745172,142,29,100,29,40,329,0,-3.076171875,-3.22265625
H,3343.045499888,78,33,100,44,8,329,0,-3.06640625,-3.22265625
E,3343.090861638,139,29,100,29,34,329,0,-3.06640625,-3.232421875
H,3343.094647000,74,29,99,39,8,329,0,-3.125,-3.232421875
E,3343.149550226,136,28,100,28,27,396,0,-3.134765625,-3.2421875
H,3343.153393100,70,25,93,34,8,396,0,-3.18359375,-3.232421875
E,3343.198552270,133,28,100,28,22,396,0,-3.076171875,-3.251953125
H,3343.202395564,65,24,87,33,8,396,0,-3.076171875,-3.232421875
E,3343.247554482,133,28,100,28,17,396,0,-3.06640625,-3.212890625
H,3343.251491604,62,30,83,40,8,396,0,-2.96875,-3.22265625
E,3343.296670934,136,27,100,27,13,396,0,-2.958984375,-3.22265625
H,3343.300511498,59,42,78,56,8,396,0,-2.91015625,-3.193359375
E,3343.355359494,132,25,100,25,9,396,0,-2.880859375,-3.203125
H,3343.359147992,53,54,71,72,8,396,0,-2.861328125,-3.203125
E,3343.404361692,128,25,100,25,9,396,0,-2.861328125,-3.193359375
H,3343.408116240,49,58,66,78,8,396,0,-2.87109375,-3.18359375
E,3343.453363862,124,26,100,26,9,396,0,-2.919921875,-3.193359375
H,3343.457119264,47,63,63,84,8,396,0,-2.96875,-3.173828125
E,3343.502479516,114,28,100,28,9,396,0,-2.98828125,-3.18359375
